Date,rate_VOO,rate_VOO_5D,rate_VOO_20D
2024-04-15,13.46,15.315999999999999,16.438499999999998
2024-04-16,13.26,14.658000000000001,16.298000000000002
2024-04-17,12.6,14.078,16.098999999999997
2024-04-18,12.36,13.296000000000001,15.847999999999999
2024-04-19,11.45,12.626,15.535999999999998
2024-04-22,12.38,12.41,15.2915
2024-04-23,13.77,12.512,15.128499999999999
2024-04-24,13.69,12.73,14.974
2024-04-25,13.23,12.904,14.757
2024-04-26,14.34,13.482,14.596
2024-04-29,14.73,13.952000000000002,14.4755
2024-04-30,12.94,13.785999999999998,14.298999999999998
2024-05-01,12.36,13.52,14.088999999999999
2024-05-02,13.38,13.55,13.992499999999998
2024-05-03,14.75,13.632,13.911499999999998
2024-05-06,15.88,13.862,13.885
2024-05-07,16.04,14.482,13.8595
2024-05-08,16.05,15.219999999999999,13.887
2024-05-09,16.7,15.884,13.9085
2024-05-10,16.85,16.304000000000002,14.011000000000001
2024-05-13,16.85,16.497999999999998,14.180499999999999
2024-05-14,17.4,16.77,14.3875
2024-05-15,18.81,17.322,14.698000000000002
2024-05-16,18.58,17.698,15.009
2024-05-17,18.76,18.08,15.374500000000001
2024-05-20,18.87,18.484,15.699000000000002
2024-05-21,19.19,18.842000000000002,15.969999999999999
2024-05-22,18.84,18.848000000000003,16.2275
2024-05-23,17.97,18.726000000000003,16.4645
2024-05-24,18.76,18.726,16.685499999999998
2024-05-28,18.86,18.724,16.892000000000003
2024-05-29,18.03,18.492,17.1465
2024-05-30,17.25,18.174,17.391
2024-05-31,18.26,18.232,17.635
2024-06-03,18.08,18.096,17.8015
2024-06-04,18.22,17.968,17.9185
2024-06-05,19.6,18.282000000000004,18.0965
2024-06-06,19.58,18.747999999999998,18.273
2024-06-07,19.43,18.982,18.4095
2024-06-10,19.81,19.328,18.557499999999997
2024-06-11,20.08,19.7,18.719
2024-06-12,21.06,19.991999999999997,18.901999999999997
2024-06-13,21.28,20.332,19.0255
2024-06-14,21.38,20.722,19.1655
2024-06-17,22.32,21.224,19.3435
2024-06-18,22.64,21.736,19.532
2024-06-20,22.31,21.985999999999997,19.688
2024-06-21,22.04,22.137999999999998,19.848000000000003
2024-06-24,21.72,22.206,20.0355
2024-06-25,22.14,22.17,20.2045
2024-06-26,22.26,22.094,20.3745
2024-06-27,22.42,22.116000000000003,20.594
2024-06-28,21.66,22.04,20.814500000000002
2024-07-01,21.54,22.003999999999998,20.9785
2024-07-02,22.15,22.006,21.182
2024-07-03,22.58,22.07,21.4
2024-07-05,23.16,22.218,21.578
2024-07-08,23.25,22.535999999999998,21.7615
2024-07-09,23.35,22.898000000000003,21.9575
2024-07-10,24.29,23.326,22.1815
2024-07-11,23.45,23.5,22.35
2024-07-12,24.05,23.678,22.4995
