Date,rate_IONQ,rate_VOO_5D,rate_VOO_20D
2024-04-09,-18.26,-13.604000000000003,-9.1065
2024-04-10,-22.13,-16.148000000000003,-10.0035
2024-04-11,-19.81,-17.844,-10.6685
2024-04-12,-21.84,-20.118000000000002,-11.227500000000001
2024-04-15,-26.67,-21.741999999999997,-12.081
2024-04-16,-26.77,-23.444,-13.0505
2024-04-17,-29.1,-24.838,-13.991499999999998
2024-04-18,-28.23,-26.522000000000002,-15.0535
2024-04-19,-30.95,-28.344,-16.174
2024-04-22,-27.06,-28.422000000000004,-17.0855
2024-04-23,-22.4,-27.548000000000002,-17.841500000000003
2024-04-24,-20.16,-25.759999999999998,-18.272
2024-04-25,-20.36,-24.186,-18.926
2024-04-26,-12.68,-20.532,-19.409
2024-04-29,-13.16,-17.752,-19.9185
2024-04-30,-16.76,-16.624,-20.305
2024-05-01,-14.56,-15.504,-20.562500000000004
2024-05-02,-12.17,-13.866,-20.604499999999998
2024-05-03,-12.75,-13.88,-20.7185
2024-05-06,-9.5,-13.148000000000001,-20.266
2024-05-07,-15.77,-12.95,-20.1415
2024-05-08,-14.32,-12.902000000000001,-19.751
2024-05-09,-10.27,-12.522,-19.274
2024-05-10,-15.0,-12.972,-18.932
2024-05-13,-14.42,-13.956,-18.3195
2024-05-14,-10.05,-12.812000000000001,-17.4835
2024-05-15,-12.19,-12.386,-16.638
2024-05-16,-15.0,-13.331999999999999,-15.976500000000001
2024-05-17,-14.32,-13.196000000000002,-15.145000000000001
2024-05-20,-13.35,-12.982,-14.4595
2024-05-21,-17.25,-14.422,-14.201999999999998
2024-05-22,-16.08,-15.2,-13.998000000000001
2024-05-23,-18.8,-15.959999999999999,-13.919999999999998
2024-05-24,-17.73,-16.642,-14.1725
2024-05-28,-19.19,-17.81,-14.474
2024-05-29,-20.55,-18.47,-14.663499999999999
2024-05-30,-18.02,-18.858,-14.836499999999997
2024-05-31,-20.46,-19.19,-15.251000000000001
2024-06-03,-23.66,-20.375999999999998,-15.7965
2024-06-04,-24.33,-21.404000000000003,-16.538
2024-06-05,-22.2,-21.733999999999998,-16.8595
2024-06-06,-23.17,-22.764,-17.302
2024-06-07,-22.88,-23.248,-17.932499999999997
2024-06-10,-19.39,-22.394,-18.152
2024-06-11,-22.8,-22.088,-18.570999999999998
2024-06-12,-22.02,-22.052,-19.1695
2024-06-13,-24.36,-22.29,-19.778
2024-06-14,-24.46,-22.606,-20.250999999999998
2024-06-17,-25.83,-23.894,-20.8265
2024-06-18,-29.25,-25.183999999999997,-21.6215
2024-06-20,-33.26,-27.432,-22.422
2024-06-21,-33.65,-29.29,-23.300500000000003
2024-06-24,-33.65,-31.127999999999997,-24.043
2024-06-25,-35.31,-33.024,-24.922
2024-06-26,-33.94,-33.962,-25.6595
2024-06-27,-30.32,-33.374,-26.148000000000003
2024-06-28,-31.0,-32.844,-26.797000000000004
2024-07-01,-32.33,-32.58,-27.390499999999996
2024-07-02,-29.4,-31.398000000000003,-27.6775
2024-07-03,-29.1,-30.43,-27.915999999999997
2024-07-05,-26.76,-29.718,-28.144
2024-07-08,-24.22,-28.362000000000002,-28.196499999999997
2024-07-09,-21.67,-26.23,-28.135999999999996
2024-07-10,-16.56,-23.662,-27.9945
2024-07-11,-20.78,-21.998,-27.8935
2024-07-12,-16.56,-19.958000000000002,-27.620500000000003
2024-07-15,-11.65,-17.444,-26.985000000000003
2024-07-16,-10.86,-15.282,-26.305
2024-07-17,-15.49,-15.068000000000001,-25.788
2024-07-18,-18.94,-14.7,-25.2725
2024-07-19,-26.61,-16.71,-24.94
2024-07-22,-20.22,-18.424,-24.2685
2024-07-23,-18.05,-19.862000000000002,-23.4885
2024-07-24,-24.75,-21.714,-22.9605
2024-07-25,-21.69,-22.264,-22.348
