Date,rate_FSLR,rate_VOO_5D,rate_VOO_20D
2024-05-28,160.58,136.68599999999998,92.7705
2024-05-29,158.77,148.81,97.2835
2024-05-30,157.48,153.402,101.739
2024-05-31,152.87,157.428,105.84750000000001
2024-06-03,151.19,156.17800000000003,109.434
2024-06-04,145.17,153.096,112.62950000000001
2024-06-05,151.5,151.642,116.1045
2024-06-06,151.86,150.518,119.76849999999999
2024-06-07,146.24,149.192,123.02649999999998
2024-06-10,157.7,150.49399999999997,126.968
2024-06-11,169.2,155.3,131.55
2024-06-12,174.02,159.804,136.4885
2024-06-13,166.88,162.808,140.847
2024-06-14,152.87,164.134,144.3835
2024-06-17,143.29,161.252,147.30749999999998
2024-06-18,144.18,156.248,150.3325
2024-06-20,142.22,149.888,152.536
2024-06-21,141.19,144.75,152.8695
2024-06-24,143.25,142.826,153.395
2024-06-25,139.2,142.00799999999998,152.483
2024-06-26,131.36,139.44400000000002,151.022
2024-06-27,133.13,137.62599999999998,149.74
2024-06-28,111.34,131.656,147.43300000000002
2024-07-01,107.11,124.428,145.14499999999998
2024-07-02,101.71,116.92999999999999,142.671
2024-07-03,114.68,113.59399999999998,141.1465
2024-07-05,106.57,108.282,138.9
2024-07-08,111.08,108.22999999999999,136.861
2024-07-09,109.36,108.67999999999999,135.017
2024-07-10,112.41,110.81999999999998,132.7525
2024-07-11,116.87,111.258,130.13600000000002
2024-07-12,116.68,113.28,127.269
2024-07-15,98.55,110.774,123.8525
2024-07-16,105.77,110.056,121.49750000000002
2024-07-17,93.72,106.31800000000001,119.019
2024-07-18,98.7,102.684,116.745
2024-07-19,101.33,99.61399999999999,114.7005
2024-07-22,104.84,100.872,112.883
2024-07-23,107.4,101.19800000000001,111.09049999999999
2024-07-24,105.84,103.622,109.42250000000001
