Date,rate_SBUX,rate_VOO_5D,rate_VOO_20D
2024-03-08,-7.68,-7.272,-5.1155
2024-03-11,-6.67,-7.35,-5.3725000000000005
2024-03-12,-6.33,-7.112,-5.521
2024-03-13,-7.13,-7.12,-5.629
2024-03-14,-7.08,-6.978,-5.7444999999999995
2024-03-15,-8.63,-7.168000000000001,-5.8950000000000005
2024-03-18,-7.73,-7.380000000000001,-6.0005
2024-03-19,-7.15,-7.544000000000001,-6.089
2024-03-20,-6.13,-7.343999999999999,-6.205
2024-03-21,-7.08,-7.344000000000001,-6.406499999999999
2024-03-22,-8.04,-7.225999999999999,-6.647999999999999
2024-03-25,-8.08,-7.295999999999999,-6.824
2024-03-26,-8.39,-7.544,-7.008000000000001
2024-03-27,-7.24,-7.766,-7.077499999999999
2024-03-28,-7.35,-7.82,-7.2485
2024-04-01,-7.08,-7.628,-7.3235
2024-04-02,-9.32,-7.876,-7.475499999999999
2024-04-03,-9.92,-8.182,-7.5954999999999995
2024-04-04,-11.0,-8.934000000000001,-7.791000000000001
2024-04-05,-11.78,-9.819999999999999,-7.9905
2024-04-08,-11.44,-10.692,-8.1785
2024-04-09,-11.5,-11.128,-8.42
2024-04-10,-12.68,-11.68,-8.737499999999999
2024-04-11,-12.73,-12.026,-9.0175
2024-04-12,-13.72,-12.413999999999998,-9.3495
2024-04-15,-13.47,-12.819999999999999,-9.5915
2024-04-16,-13.22,-13.163999999999998,-9.866
2024-04-17,-12.42,-13.112,-10.129499999999998
2024-04-18,-11.47,-12.860000000000003,-10.3965
2024-04-19,-11.01,-12.318000000000001,-10.593
2024-04-22,-10.43,-11.709999999999999,-10.7125
2024-04-23,-10.75,-11.216,-10.846
2024-04-24,-9.85,-10.702,-10.919
2024-04-25,-10.78,-10.564,-11.096
2024-04-26,-10.36,-10.434000000000001,-11.246500000000001
2024-04-29,-10.28,-10.404,-11.4065
2024-04-30,-10.12,-10.278,-11.4465
2024-05-01,-23.92,-13.092000000000002,-12.1465
2024-05-02,-23.43,-15.622,-12.767999999999999
2024-05-03,-25.24,-18.598,-13.440999999999999
2024-05-06,-25.45,-21.631999999999998,-14.141499999999999
2024-05-07,-25.86,-24.78,-14.8595
2024-05-08,-24.85,-24.965999999999998,-15.468
2024-05-09,-22.65,-24.81,-15.964000000000002
2024-05-10,-22.22,-24.206,-16.389
2024-05-13,-22.15,-23.546,-16.823
2024-05-14,-22.71,-22.916,-17.2975
2024-05-15,-22.63,-22.471999999999998,-17.808
2024-05-16,-23.06,-22.554,-18.3875
2024-05-17,-20.45,-22.2,-18.8595
2024-05-20,-20.77,-21.924,-19.3765
2024-05-21,-20.58,-21.497999999999998,-19.868000000000002
2024-05-22,-17.53,-20.478,-20.252
2024-05-23,-19.98,-19.862000000000002,-20.712
2024-05-24,-19.42,-19.656,-21.165
2024-05-28,-20.83,-19.668,-21.6925
2024-05-29,-21.44,-19.84,-22.2585
2024-05-30,-19.53,-20.240000000000002,-22.039
2024-05-31,-18.04,-19.851999999999997,-21.7695
2024-06-03,-15.88,-19.144,-21.301499999999997
2024-06-04,-15.17,-18.012,-20.7875
2024-06-05,-16.81,-17.086000000000002,-20.335
2024-06-06,-16.5,-16.48,-19.9175
2024-06-07,-16.54,-16.18,-19.612000000000002
2024-06-10,-16.37,-16.278,-19.3195
2024-06-11,-18.11,-16.866,-19.1175
2024-06-12,-18.63,-17.23,-18.9135
2024-06-13,-17.75,-17.48,-18.6695
2024-06-14,-18.35,-17.842000000000002,-18.434
2024-06-17,-16.64,-17.895999999999997,-18.2435
2024-06-18,-17.79,-17.832,-18.0945
2024-06-20,-18.28,-17.762,-17.979499999999998
2024-06-21,-18.09,-17.830000000000002,-18.0075
2024-06-24,-18.27,-17.814,-17.922
2024-06-25,-18.73,-18.232000000000003,-17.8875
2024-06-26,-18.87,-18.448,-17.7895
2024-06-27,-18.77,-18.546,-17.656
2024-06-28,-20.19,-18.966,-17.689
2024-07-01,-20.59,-19.43,-17.8165
2024-07-02,-20.89,-19.862000000000002,-18.067
2024-07-03,-21.47,-20.381999999999998,-18.381999999999998
2024-07-05,-21.68,-20.964,-18.6255
2024-07-08,-23.19,-21.564,-18.96
2024-07-09,-25.04,-22.454,-19.384999999999998
2024-07-10,-25.29,-23.333999999999996,-19.831
2024-07-11,-24.48,-23.936,-20.1495
2024-07-12,-22.92,-24.184,-20.364
2024-07-15,-25.04,-24.554,-20.728500000000004
2024-07-16,-22.21,-23.988,-20.9215
2024-07-17,-22.63,-23.456,-21.221
2024-07-18,-23.57,-23.274,-21.509999999999998
2024-07-19,-18.36,-22.362000000000002,-21.514000000000003
2024-07-22,-21.15,-21.583999999999996,-21.666999999999998
2024-07-23,-21.44,-21.43,-21.825499999999998
2024-07-24,-23.06,-21.516000000000002,-22.041999999999998
