Date,rate_TQQQ_5D,rate_TQQQ_20D,rate_VOO_5D,rate_VOO_20D
2023-09-15,0.586,-0.4039999999999999,2.9939999999999998,2.693
2023-09-18,-0.39200000000000007,-0.19099999999999998,2.854,2.7485
2023-09-19,-0.8440000000000001,-0.15249999999999997,2.782,2.7715000000000005
2023-09-20,-2.386,-0.3244999999999999,2.498,2.757
2023-09-21,-5.43,-0.9065,1.718,2.6255
2023-09-22,-7.428,-1.266,1.1400000000000001,2.527
2023-09-25,-9.242,-1.6420000000000001,0.622,2.4270000000000005
2023-09-26,-11.726,-2.2855,-0.146,2.2325
2023-09-27,-13.209999999999999,-3.1109999999999998,-0.722,1.9904999999999997
2023-09-28,-13.242,-3.8914999999999997,-0.9339999999999999,1.7445
2023-09-29,-13.248,-4.694,-1.1440000000000001,1.491
2023-10-02,-13.028,-5.367,-1.432,1.2349999999999999
2023-10-03,-12.957999999999998,-6.2829999999999995,-1.69,0.929
2023-10-04,-12.309999999999999,-6.915000000000001,-1.812,0.6875
2023-10-05,-12.258,-7.4925,-1.9899999999999998,0.45549999999999996
2023-10-06,-11.376000000000001,-7.8665,-1.8939999999999997,0.274
2023-10-09,-10.681999999999999,-8.336,-1.672,0.09300000000000001
2023-10-10,-8.748,-8.568999999999999,-1.0899999999999999,-0.03599999999999999
2023-10-11,-7.093999999999999,-8.75,-0.564,-0.14999999999999997
2023-10-12,-5.478,-9.102,-0.13999999999999999,-0.33649999999999997
2023-10-13,-5.449999999999999,-9.3755,-0.048,-0.48650000000000004
2023-10-16,-5.074,-9.506499999999999,0.118,-0.591
2023-10-17,-5.1819999999999995,-9.6535,0.186,-0.6849999999999999
2023-10-18,-6.484,-9.7745,-0.09600000000000002,-0.7985
2023-10-19,-8.042,-9.754999999999999,-0.426,-0.8724999999999999
2023-10-20,-9.672,-9.936499999999999,-0.8940000000000001,-0.9949999999999999
2023-10-23,-11.768,-10.138,-1.6,-1.1465
2023-10-24,-13.208000000000002,-10.024,-2.164,-1.1895
2023-10-25,-15.126,-10.253499999999999,-2.7340000000000004,-1.3015
2023-10-26,-17.502,-10.82,-3.372,-1.482
2023-10-27,-18.872000000000003,-11.342499999999998,-3.85,-1.6715
2023-10-30,-19.894,-11.8545,-4.069999999999999,-1.8060000000000003
2023-10-31,-21.16,-12.0745,-4.319999999999999,-1.847
2023-11-01,-20.268,-12.243,-4.078,-1.8679999999999999
2023-11-02,-17.554000000000002,-12.144,-3.2439999999999998,-1.7954999999999999
2023-11-03,-14.439999999999998,-12.1085,-2.15,-1.7355
2023-11-06,-11.614,-12.0875,-1.242,-1.6985000000000003
2023-11-07,-8.498000000000001,-12.011999999999999,-0.394,-1.673
2023-11-08,-6.234,-12.027999999999999,0.25,-1.6644999999999999
2023-11-09,-5.308000000000001,-12.1015,0.388,-1.6635000000000002
2023-11-10,-3.754,-11.6845,0.654,-1.56
2023-11-13,-2.588,-11.466,0.8620000000000001,-1.5125000000000002
2023-11-14,-0.6999999999999998,-10.891499999999999,1.4,-1.3695
2023-11-15,1.214,-10.1035,1.968,-1.1485
2023-11-16,3.6159999999999997,-9.187,2.7119999999999997,-0.8790000000000001
2023-11-17,4.788,-8.0695,3.18,-0.5415000000000001
2023-11-20,6.896000000000001,-6.8,3.822,-0.15700000000000008
2023-11-21,7.362,-5.7490000000000006,4.026,0.17799999999999994
2023-11-22,8.018,-4.3175,4.273999999999999,0.6034999999999999
2023-11-24,8.532,-2.6785,4.505999999999999,1.0905
2023-11-27,8.968,-1.1095000000000002,4.672,1.589
2023-11-28,8.778,0.368,4.704,2.0364999999999998
2023-11-29,8.925999999999998,1.7725000000000002,4.776000000000001,2.452
2023-11-30,8.688,2.9215,4.837999999999999,2.8325
2023-12-01,8.662,3.8754999999999997,4.988,3.1485
2023-12-04,8.244,4.5615000000000006,5.072,3.3945
2023-12-05,7.828,5.2285,5.130000000000001,3.6295
2023-12-06,7.142,5.682499999999999,5.13,3.8329999999999997
2023-12-07,7.353999999999999,6.318499999999999,5.186,4.0665
2023-12-08,7.69,7.125,5.215999999999999,4.3555
2023-12-11,8.97,7.7425,5.418,4.585500000000001
2023-12-12,10.628,8.532499999999999,5.7219999999999995,4.8445
2023-12-13,13.378,9.202000000000002,6.362,5.0735
2023-12-14,15.330000000000002,9.8475,6.9239999999999995,5.3055
2023-12-15,17.32,10.551,7.382000000000001,5.523
2023-12-18,19.294,11.369,7.882,5.761
2023-12-19,21.113999999999997,12.087,8.394,5.9875
2023-12-20,20.996000000000002,12.6105,8.312,6.1450000000000005
2023-12-21,21.678,13.2625,8.341999999999999,6.3225
2023-12-22,22.188000000000002,13.965,8.443999999999999,6.5075
2023-12-26,22.662,14.7925,8.508,6.720000000000001
2023-12-27,22.908,15.619499999999999,8.495999999999999,6.9355
2023-12-28,24.268,16.445999999999998,8.815999999999999,7.154999999999999
2023-12-29,24.528,17.2225,8.918000000000001,7.342499999999999
2024-01-02,23.412,17.6525,8.836,7.469499999999999
2024-01-03,21.128,18.0135,8.553999999999998,7.5905000000000005
2024-01-04,18.34,18.247500000000002,8.18,7.698
2024-01-05,15.696000000000002,18.5845,7.830000000000001,7.83
2024-01-08,14.733999999999998,19.0675,7.8260000000000005,8.0025
2024-01-09,15.209999999999999,19.532500000000002,7.918000000000001,8.145
2024-01-10,16.889999999999997,19.9935,8.256,8.3
2024-01-11,19.062,20.356,8.648,8.429499999999999
2024-01-12,21.182,20.535500000000003,9.022,8.495000000000001
2024-01-16,21.942,20.720499999999998,9.036,8.5305
2024-01-17,22.122,20.732999999999997,8.996,8.5485
2024-01-18,22.862000000000002,20.8855,8.995999999999999,8.578500000000002
2024-01-19,24.936,21.311500000000002,9.226,8.6375
2024-01-22,27.088,22.058500000000002,9.49,8.7895
2024-01-23,29.57,22.6935,9.872,8.913
2024-01-24,32.918,23.4155,10.370000000000001,9.03
2024-01-25,35.312,24.048,10.812000000000001,9.1545
2024-01-26,35.75,24.522,11.017999999999999,9.267999999999999
2024-01-29,36.874,25.21,11.32,9.4155
2024-01-30,37.126,25.843,11.552,9.5715
2024-01-31,35.336,26.396499999999996,11.459999999999999,9.686
2024-02-01,34.256,27.330000000000002,11.466,9.8825
2024-02-02,34.992000000000004,28.684999999999995,11.674000000000001,10.141499999999999
2024-02-05,34.794,29.984500000000004,11.676,10.377
2024-02-06,34.99400000000001,30.907999999999998,11.748,10.552000000000001
2024-02-07,37.608,31.996000000000002,12.272,10.7745
2024-02-08,39.548,32.9945,12.606,10.97
2024-02-09,41.006,34.17100000000001,12.852,11.1925
2024-02-12,42.262,35.2545,13.157999999999998,11.411
2024-02-13,42.315999999999995,36.0015,13.122,11.5735
2024-02-14,42.424,37.0715,13.132,11.808499999999999
2024-02-15,42.653999999999996,37.9425,13.266,12.0375
2024-02-16,41.274,38.2555,13.193999999999999,12.1845
2024-02-20,39.596,38.3815,13.02,12.2935
2024-02-21,38.940000000000005,38.344,13.151999999999997,12.3935
2024-02-22,39.727999999999994,38.774,13.516,12.595
2024-02-23,40.014,39.118,13.754000000000001,12.773
2024-02-26,41.041999999999994,39.5785,14.02,12.934999999999999
2024-02-27,42.89,39.8855,14.435999999999998,13.0725
2024-02-28,44.606,40.214,14.8,13.2055
2024-02-29,44.69799999999999,41.11450000000001,14.822,13.435500000000001
2024-03-01,46.208,42.106,14.986,13.653
2024-03-04,47.402,42.681000000000004,15.2,13.8165
2024-03-05,46.82000000000001,42.891999999999996,15.152000000000001,13.941500000000001
2024-03-06,47.227999999999994,43.2725,15.252,14.0815
2024-03-07,48.230000000000004,43.769999999999996,15.49,14.24
2024-03-08,46.763999999999996,43.91,15.442000000000002,14.362
2024-03-11,45.32,43.759499999999996,15.402000000000001,14.454000000000002
2024-03-12,46.682,43.997,15.788,14.599
2024-03-13,46.832,44.4015,16.028,14.807999999999998
2024-03-14,45.465999999999994,44.5305,16.008000000000003,14.958999999999998
2024-03-15,44.364,44.3375,15.989999999999998,15.043000000000001
2024-03-18,44.378,44.5355,16.108,15.1825
2024-03-19,43.379999999999995,44.943,16.124000000000002,15.375
2024-03-20,43.988,45.6635,16.33,15.602500000000001
2024-03-21,45.214,45.902,16.639999999999997,15.74
2024-03-22,47.556000000000004,46.223,16.998,15.854
2024-03-25,48.80800000000001,46.477000000000004,17.19,15.975
2024-03-26,49.58200000000001,46.616,17.23,16.073500000000003
2024-03-27,49.702000000000005,46.9375,17.268,16.2195
2024-03-28,49.25,47.04,17.242,16.345
2024-04-01,48.748,46.858,17.216,16.411499999999997
2024-04-02,47.763999999999996,46.567499999999995,17.104,16.451
2024-04-03,47.24999999999999,46.7235,17.06,16.5505
2024-04-04,45.114,46.409,16.608,16.558500000000002
2024-04-05,44.138,46.017,16.369999999999997,16.565
2024-04-08,43.166,45.9585,16.224,16.607
2024-04-09,43.28,46.0575,16.240000000000002,16.6605
2024-04-10,42.444,45.664,16.028,16.6105
2024-04-11,44.294,45.7745,16.22,16.6065
2024-04-12,43.748,45.5875,15.906,16.5395
2024-04-15,41.775999999999996,45.3115,15.315999999999999,16.438499999999998
2024-04-16,39.512,44.841,14.658000000000001,16.298000000000002
2024-04-17,37.018,44.0735,14.078,16.098999999999997
2024-04-18,32.739999999999995,42.9625,13.296000000000001,15.847999999999999
2024-04-19,28.322000000000003,41.3645,12.626,15.535999999999998
2024-04-22,26.0,39.9225,12.41,15.2915
2024-04-23,24.762,38.829499999999996,12.512,15.128499999999999
2024-04-24,24.762,37.8685,12.73,14.974
2024-04-25,24.81,36.7395,12.904,14.757
2024-04-26,27.586000000000002,35.9485,13.482,14.596
2024-04-29,29.992,35.2335,13.952000000000002,14.4755
2024-04-30,29.776,34.332499999999996,13.785999999999998,14.298999999999998
2024-05-01,28.686,33.2275,13.52,14.088999999999999
2024-05-02,28.907999999999998,32.688,13.55,13.992499999999998
2024-05-03,29.468,32.281,13.632,13.911499999999998
2024-05-06,30.586000000000002,32.088499999999996,13.862,13.885
2024-05-07,33.238,31.822000000000003,14.482,13.8595
2024-05-08,36.462,31.732,15.219999999999999,13.887
2024-05-09,38.938,31.349,15.884,13.9085
2024-05-10,40.102,31.3695,16.304000000000002,14.011000000000001
2024-05-13,40.574,31.788,16.497999999999998,14.180499999999999
2024-05-14,41.574,32.3375,16.77,14.3875
2024-05-15,43.96,33.4675,17.322,14.698000000000002
2024-05-16,46.007999999999996,34.666,17.698,15.009
2024-05-17,47.8,36.239000000000004,18.08,15.374500000000001
2024-05-20,50.025999999999996,37.7945,18.484,15.699000000000002
2024-05-21,51.88000000000001,39.117000000000004,18.842000000000002,15.969999999999999
2024-05-22,52.384,40.373000000000005,18.848000000000003,16.2275
2024-05-23,52.616,41.6175,18.726000000000003,16.4645
2024-05-24,53.762,42.783,18.726,16.685499999999998
2024-05-28,54.628,43.953500000000005,18.724,16.892000000000003
2024-05-29,54.67999999999999,45.343,18.492,17.1465
2024-05-30,53.760000000000005,46.6415,18.174,17.391
2024-05-31,53.266,47.70700000000001,18.232,17.635
2024-06-03,52.044000000000004,48.427,18.096,17.8015
2024-06-04,50.705999999999996,48.9835,17.968,17.9185
2024-06-05,51.836,49.9925,18.282000000000004,18.0965
2024-06-06,53.918000000000006,51.0055,18.747999999999998,18.273
2024-06-07,55.914,51.951,18.982,18.4095
2024-06-10,58.126,52.93300000000001,19.328,18.557499999999997
2024-06-11,60.775999999999996,54.034000000000006,19.7,18.719
2024-06-12,62.90599999999999,55.3255,19.991999999999997,18.901999999999997
2024-06-13,65.61800000000001,56.419999999999995,20.332,19.0255
2024-06-14,68.95,57.6865,20.722,19.1655
2024-06-17,73.21600000000001,59.287,21.224,19.3435
2024-06-18,76.842,60.738,21.736,19.532
2024-06-20,78.32000000000001,61.93549999999999,21.985999999999997,19.688
2024-06-21,78.926,63.05550000000001,22.137999999999998,19.848000000000003
2024-06-24,77.83599999999998,63.991499999999995,22.206,20.0355
2024-06-25,76.33,64.929,22.17,20.2045
2024-06-26,74.86800000000001,65.798,22.094,20.3745
2024-06-27,74.454,66.87899999999999,22.116000000000003,20.594
2024-06-28,73.95,68.103,22.04,20.814500000000002
2024-07-01,74.82,69.38000000000001,22.003999999999998,20.9785
2024-07-02,75.572,70.81099999999999,22.006,21.182
2024-07-03,76.868,72.3385,22.07,21.4
2024-07-05,78.742,73.60549999999999,22.218,21.578
2024-07-08,81.208,74.9255,22.535999999999998,21.7615
2024-07-09,83.56400000000001,76.29249999999999,22.898000000000003,21.9575
2024-07-10,86.17999999999999,77.8245,23.326,22.1815
2024-07-11,86.032,78.6525,23.5,22.35
2024-07-12,85.614,79.2825,23.678,22.4995
