Date,rate_KO,rate_VOO_5D,rate_VOO_20D
2024-04-26,5.38,4.537999999999999,1.9679999999999995
2024-04-29,5.89,5.044,2.0845
2024-04-30,5.43,5.427999999999999,2.223
2024-05-01,5.61,5.537999999999999,2.3975
2024-05-02,5.71,5.604,2.622
2024-05-03,6.01,5.73,2.8434999999999997
2024-05-06,6.31,5.814,3.1005
2024-05-07,6.77,6.082,3.3419999999999996
2024-05-08,7.16,6.3919999999999995,3.6709999999999994
2024-05-09,7.21,6.692,3.9915
2024-05-10,7.85,7.06,4.4094999999999995
2024-05-13,8.39,7.475999999999999,4.866
2024-05-14,7.58,7.638,5.289
2024-05-15,7.63,7.731999999999999,5.676
2024-05-16,7.95,7.88,6.045
2024-05-17,7.46,7.802,6.2825
2024-05-20,6.68,7.459999999999999,6.4485
2024-05-21,7.26,7.396000000000001,6.636
2024-05-22,7.41,7.351999999999999,6.7535
2024-05-23,5.86,6.934,6.777500000000001
2024-05-24,5.71,6.5840000000000005,6.794
2024-05-28,5.4,6.328,6.769499999999999
2024-05-29,5.2,5.916,6.758
2024-05-30,5.66,5.566000000000001,6.7605
2024-05-31,7.29,5.851999999999999,6.839499999999999
2024-06-03,7.17,6.144,6.897499999999999
2024-06-04,8.87,6.837999999999999,7.025499999999999
2024-06-05,8.84,7.566,7.129
2024-06-06,9.23,8.280000000000001,7.232499999999999
2024-06-07,8.82,8.585999999999999,7.313
2024-06-10,8.28,8.808,7.3345
2024-06-11,8.21,8.676,7.3255
2024-06-12,7.08,8.324000000000002,7.3004999999999995
2024-06-13,7.27,7.9319999999999995,7.282500000000001
2024-06-14,6.52,7.4719999999999995,7.211
2024-06-17,6.64,7.144,7.17
2024-06-18,6.66,6.833999999999999,7.169
2024-06-20,5.89,6.595999999999999,7.100499999999999
2024-06-21,6.89,6.5200000000000005,7.0745000000000005
2024-06-24,8.93,7.002,7.228
2024-06-25,8.74,7.422,7.379499999999998
2024-06-26,9.05,7.9,7.562
2024-06-27,8.84,8.489999999999998,7.744
2024-06-28,8.47,8.806000000000001,7.8845
2024-07-01,7.8,8.580000000000002,7.909999999999999
2024-07-02,7.6,8.352,7.9315
2024-07-03,7.88,8.117999999999999,7.882000000000001
2024-07-05,8.55,8.06,7.8675
2024-07-08,7.3,7.8260000000000005,7.770999999999999
2024-07-09,6.86,7.638,7.672999999999999
2024-07-10,7.09,7.536,7.613499999999999
2024-07-11,7.53,7.465999999999999,7.579499999999999
2024-07-12,8.51,7.458000000000001,7.651000000000001
2024-07-15,8.04,7.606,7.6895
2024-07-16,9.47,8.128,7.837000000000001
2024-07-17,11.04,8.918,8.056999999999999
2024-07-18,11.01,9.613999999999999,8.2745
2024-07-19,11.17,10.145999999999999,8.5385
2024-07-22,10.31,10.6,8.7095
2024-07-23,10.63,10.832,8.7945
2024-07-24,12.06,11.036000000000001,8.9605
2024-07-25,12.49,11.331999999999999,9.1325
