Date,rate_CHTR,rate_VOO,Sector,rate_CMCSA,rate_DIS,rate_GOOG,rate_GOOGL,rate_NFLX,rate_T,rate_TMUS,rate_VZ
2022-11-23,-28.05,-9.09,Communication Services,-22.36,-29.61,-22.68,-22.79,-27.07,3.4,29.88,-21.33
2022-11-25,-28.08,-9.1,Communication Services,-22.1,-29.61,-23.63,-23.57,-28.54,3.54,30.66,-21.13
2022-11-28,-29.09,-10.5,Communication Services,-22.23,-31.85,-24.67,-24.67,-29.62,2.2,29.7,-22.7
2022-11-29,-28.95,-10.66,Communication Services,-22.47,-32.56,-25.3,-25.34,-29.67,3.01,28.62,-22.5
2022-11-30,-27.86,-7.97,Communication Services,-19.95,-30.31,-20.63,-20.81,-23.61,4.16,31.02,-21.21
2022-12-01,-27.57,-7.76,Communication Services,-20.24,-29.09,-20.27,-20.31,-20.3,3.69,30.57,-21.98
2022-12-02,-26.95,-7.89,Communication Services,-21.13,-28.51,-20.61,-20.73,-19.47,2.98,31.07,-22.28
2022-12-05,-27.82,-9.46,Communication Services,-22.64,-30.93,-21.34,-21.47,-21.35,1.85,29.59,-24.46
2022-12-06,-30.79,-10.72,Communication Services,-23.46,-33.48,-23.31,-23.4,-23.06,3.87,28.55,-24.82
2022-12-07,-30.13,-10.89,Communication Services,-23.79,-33.58,-24.98,-24.98,-22.37,4.49,28.05,-24.26
2022-12-08,-30.23,-10.21,Communication Services,-23.03,-33.3,-25.91,-25.94,-21.92,3.63,23.86,-24.4
2022-12-09,-29.11,-10.84,Communication Services,-22.27,-32.72,-26.59,-26.62,-19.54,3.48,21.98,-23.8
2022-12-12,-28.42,-9.61,Communication Services,-19.68,-31.82,-26.21,-26.25,-20.72,4.49,22.68,-22.7
2022-12-13,-26.91,-8.96,Communication Services,-19.32,-31.79,-24.43,-24.43,-19.44,3.7,21.13,-22.88
2022-12-14,-38.64,-9.5,Communication Services,-21.85,-32.18,-24.85,-24.87,-20.06,2.74,22.64,-23.71
2022-12-15,-41.36,-11.68,Communication Services,-23.22,-34.77,-28.04,-28.16,-26.84,0.85,20.81,-23.06
2022-12-16,-42.9,-12.71,Communication Services,-23.44,-35.06,-28.31,-28.63,-26.76,0.94,22.64,-24.37
2022-12-19,-42.68,-13.44,Communication Services,-24.39,-38.1,-29.64,-30.05,-27.36,-1.82,22.01,-24.56
2022-12-20,-42.11,-13.72,Communication Services,-23.51,-37.22,-29.26,-29.59,-27.38,-0.79,20.92,-24.64
2022-12-21,-39.91,-12.46,Communication Services,-22.15,-37.29,-28.78,-29.16,-24.97,-0.39,21.89,-23.04
2022-12-22,-39.45,-13.66,Communication Services,-22.68,-37.47,-30.33,-30.58,-25.02,0.2,20.23,-21.96
2022-12-23,-37.62,-13.19,Communication Services,-22.02,-36.51,-29.12,-29.43,-25.71,0.4,20.65,-21.76
2022-12-27,-37.83,-13.52,Communication Services,-22.31,-37.68,-30.59,-30.87,-28.38,1.14,21.48,-20.06
2022-12-28,-37.91,-14.56,Communication Services,-23.08,-39.25,-31.74,-31.95,-30.18,-0.04,19.76,-20.95
2022-12-29,-36.71,-13.08,Communication Services,-22.21,-37.1,-29.79,-30.04,-26.66,1.09,20.12,-20.04
2022-12-30,-36.68,-13.31,Communication Services,-22.37,-37.32,-29.97,-30.21,-25.73,0.89,20.63,-19.75
2023-01-03,-35.38,-13.32,Communication Services,-20.66,-34.99,-28.53,-28.83,-25.12,2.47,19.35,-17.87
2023-01-04,-33.14,-12.72,Communication Services,-18.51,-32.85,-29.3,-29.64,-21.54,4.52,20.13,-15.84
2023-01-05,-31.77,-13.65,Communication Services,-17.66,-32.89,-30.83,-31.12,-21.47,4.9,23.98,-14.68
2023-01-06,-30.61,-11.74,Communication Services,-15.66,-31.45,-29.73,-30.22,-20.0,6.62,27.47,-13.68
2023-01-09,-30.71,-11.8,Communication Services,-16.41,-30.83,-29.22,-29.68,-20.1,3.96,27.64,-15.35
2023-01-10,-29.34,-11.18,Communication Services,-15.68,-30.26,-28.87,-29.36,-17.0,6.3,28.32,-14.17
2023-01-11,-28.64,-10.08,Communication Services,-15.53,-29.7,-26.48,-26.91,-17.07,5.97,27.67,-15.74
2023-01-12,-27.34,-9.75,Communication Services,-13.89,-27.18,-26.75,-27.22,-16.36,5.97,28.62,-14.46
2023-01-13,-26.79,-9.41,Communication Services,-13.35,-27.48,-26.05,-26.43,-15.68,6.73,28.42,-14.35
2023-01-17,-26.81,-9.54,Communication Services,-13.33,-27.11,-26.56,-27.09,-17.33,5.54,26.12,-16.41
2023-01-18,-28.01,-10.98,Communication Services,-14.79,-27.74,-26.86,-27.22,-17.31,3.85,25.19,-18.21
2023-01-19,-27.58,-11.6,Communication Services,-15.11,-27.71,-25.17,-25.69,-19.95,3.42,24.54,-18.03
2023-01-20,-25.39,-10.01,Communication Services,-12.38,-24.52,-20.91,-21.75,-13.26,4.99,24.53,-18.15
2023-01-23,-25.4,-8.94,Communication Services,-10.41,-22.92,-19.38,-20.35,-9.53,4.29,23.88,-18.9
2023-01-24,-26.14,-9.04,Communication Services,-11.37,-22.69,-20.97,-22.01,-7.92,4.61,25.12,-17.29
2023-01-25,-23.98,-9.01,Communication Services,-10.71,-21.16,-22.93,-23.97,-6.89,11.48,27.05,-17.47
2023-01-26,-22.76,-8.06,Communication Services,-10.12,-20.01,-21.0,-22.15,-7.66,9.19,27.58,-17.6
2023-01-27,-25.7,-7.8,Communication Services,-11.65,-20.13,-19.78,-20.68,-8.69,8.92,25.9,-16.84
2023-01-30,-26.34,-8.93,Communication Services,-12.33,-21.54,-21.96,-22.61,-10.6,10.06,26.12,-16.0
2023-01-31,-27.56,-7.66,Communication Services,-12.14,-20.89,-20.44,-21.1,-10.45,11.03,28.11,-14.94
2023-02-01,-24.35,-6.52,Communication Services,-10.78,-19.78,-18.77,-19.39,-8.53,9.92,28.85,-14.36
2023-02-02,-21.91,-5.25,Communication Services,-8.81,-17.07,-13.06,-13.72,-7.52,10.37,25.5,-14.08
2023-02-03,-22.98,-6.21,Communication Services,-10.78,-18.84,-15.83,-16.02,-7.72,8.34,24.03,-14.72
2023-02-06,-23.28,-6.73,Communication Services,-11.58,-19.44,-17.19,-17.48,-8.63,7.2,21.34,-15.18
2023-02-07,-23.65,-5.74,Communication Services,-11.26,-18.36,-14.13,-13.75,-8.34,5.55,22.2,-16.66
2023-02-08,-23.52,-6.59,Communication Services,-13.07,-18.26,-19.51,-20.25,-7.57,5.1,22.89,-16.72
2023-02-09,-25.26,-7.25,Communication Services,-14.78,-19.13,-22.55,-23.68,-8.43,4.15,22.08,-18.15
2023-02-10,-24.68,-7.06,Communication Services,-13.87,-20.55,-22.95,-24.03,-11.43,4.65,22.8,-17.75
2023-02-13,-24.1,-6.18,Communication Services,-12.42,-20.79,-22.86,-24.0,-9.21,5.6,25.23,-17.12
2023-02-14,-24.1,-6.21,Communication Services,-12.48,-20.79,-22.9,-23.94,-8.9,5.03,26.0,-17.1
2023-02-15,-23.45,-5.96,Communication Services,-11.72,-19.73,-21.3,-22.15,-8.57,5.55,26.05,-17.0
2023-02-16,-24.05,-6.98,Communication Services,-11.09,-22.02,-22.28,-23.28,-10.97,5.6,25.36,-18.1
2023-02-17,-24.94,-7.17,Communication Services,-12.35,-22.43,-23.16,-24.2,-11.59,6.55,27.57,-17.33
2023-02-21,-28.23,-8.6,Communication Services,-15.06,-24.54,-25.04,-26.23,-13.94,5.34,25.66,-19.4
2023-02-22,-27.35,-8.69,Communication Services,-14.7,-24.82,-25.23,-26.34,-14.53,6.23,25.86,-19.24
2023-02-23,-27.24,-8.34,Communication Services,-15.37,-24.78,-25.77,-26.95,-17.05,6.08,23.66,-20.77
2023-02-24,-28.8,-9.1,Communication Services,-16.83,-25.75,-27.04,-28.34,-18.51,5.5,23.39,-20.34
2023-02-27,-28.76,-8.85,Communication Services,-16.09,-25.65,-26.49,-27.76,-17.19,4.4,23.15,-20.06
2023-02-28,-30.14,-9.16,Communication Services,-16.48,-26.24,-26.33,-27.6,-17.4,3.76,21.5,-20.2
2023-03-01,-30.39,-9.24,Communication Services,-17.27,-26.39,-25.59,-26.76,-19.04,2.36,20.28,-20.77
2023-03-02,-30.29,-8.66,Communication Services,-16.59,-26.13,-24.22,-25.48,-19.41,2.36,20.16,-20.55
2023-03-03,-29.04,-7.41,Communication Services,-15.99,-24.6,-22.92,-24.2,-18.64,3.15,20.79,-20.85
2023-03-06,-29.2,-7.32,Communication Services,-16.31,-24.93,-21.74,-23.05,-19.38,2.94,22.3,-21.07
2023-03-07,-31.28,-8.65,Communication Services,-18.26,-26.08,-22.85,-24.05,-20.25,2.62,21.58,-21.56
2023-03-08,-32.01,-8.52,Communication Services,-18.9,-25.9,-22.47,-23.74,-19.44,2.08,21.84,-22.33
2023-03-09,-34.01,-10.08,Communication Services,-19.84,-28.17,-24.04,-25.27,-22.87,0.53,20.09,-24.32
2023-03-10,-36.51,-11.27,Communication Services,-20.19,-30.01,-25.34,-26.61,-24.11,1.12,18.76,-24.06
2023-03-13,-35.44,-11.41,Communication Services,-19.75,-30.7,-24.83,-26.23,-23.92,0.42,18.95,-24.34
2023-03-14,-35.28,-10.0,Communication Services,-20.26,-30.15,-22.75,-23.95,-23.56,1.18,21.71,-23.65
2023-03-15,-34.19,-10.53,Communication Services,-18.91,-30.34,-20.91,-22.24,-21.34,0.47,22.9,-23.28
2023-03-16,-33.35,-9.06,Communication Services,-18.13,-29.47,-17.28,-18.88,-19.76,0.91,20.45,-24.26
2023-03-17,-32.68,-10.02,Communication Services,-18.59,-30.26,-16.17,-17.84,-21.41,-0.5,21.24,-23.83
2023-03-20,-32.92,-9.23,Communication Services,-17.71,-29.52,-16.59,-18.16,-21.0,1.45,23.9,-22.52
2023-03-21,-32.25,-8.08,Communication Services,-16.45,-27.8,-13.43,-15.2,-20.84,1.72,23.11,-21.88
2023-03-22,-34.21,-9.56,Communication Services,-18.22,-29.01,-14.74,-16.44,-23.86,0.9,22.08,-22.77
2023-03-23,-34.15,-9.35,Communication Services,-18.74,-28.33,-13.09,-14.65,-17.13,1.28,21.1,-22.64
2023-03-24,-33.82,-9.13,Communication Services,-18.85,-29.62,-13.26,-14.78,-15.09,2.1,21.31,-22.05
2023-03-27,-32.99,-8.98,Communication Services,-17.77,-28.48,-15.68,-17.17,-15.28,3.52,22.46,-21.24
2023-03-28,-33.52,-9.14,Communication Services,-17.66,-29.08,-17.06,-18.32,-16.33,2.7,21.52,-21.35
2023-03-29,-32.74,-7.87,Communication Services,-16.54,-27.56,-16.62,-18.03,-14.17,4.23,22.38,-20.36
2023-03-30,-32.86,-7.33,Communication Services,-16.09,-26.64,-17.09,-18.43,-12.54,4.67,23.02,-19.99
2023-03-31,-31.26,-6.05,Communication Services,-14.38,-25.14,-14.92,-16.15,-10.75,5.6,23.25,-19.51
2023-04-03,-30.83,-5.56,Communication Services,-13.85,-24.86,-13.87,-15.3,-9.82,6.23,24.33,-18.42
2023-04-04,-32.34,-6.08,Communication Services,-14.38,-25.0,-13.73,-15.06,-10.2,7.58,23.96,-17.54
2023-04-05,-31.41,-6.3,Communication Services,-14.05,-24.75,-13.84,-15.23,-11.31,8.88,26.31,-16.6
2023-04-06,-31.94,-5.95,Communication Services,-14.56,-24.7,-11.13,-12.54,-12.07,7.63,26.72,-17.89
2023-04-10,-31.26,-5.85,Communication Services,-13.35,-24.09,-12.47,-13.89,-12.16,7.2,27.03,-18.15
2023-04-11,-30.39,-5.84,Communication Services,-13.02,-24.37,-13.09,-14.69,-12.35,7.85,27.0,-17.95
2023-04-12,-33.27,-6.21,Communication Services,-14.68,-26.22,-13.77,-15.22,-14.18,8.29,26.63,-18.46
2023-04-13,-32.45,-5.01,Communication Services,-13.76,-24.06,-11.53,-13.15,-10.32,9.32,27.35,-18.22
2023-04-14,-33.61,-5.2,Communication Services,-13.96,-24.76,-10.58,-12.08,-12.25,9.16,26.7,-18.42
2023-04-17,-32.72,-4.88,Communication Services,-13.67,-24.46,-12.87,-14.23,-13.75,8.4,27.45,-17.93
2023-04-18,-33.26,-4.82,Communication Services,-13.26,-23.99,-13.89,-15.37,-13.5,8.56,27.31,-19.0
2023-04-19,-33.2,-4.83,Communication Services,-13.31,-25.62,-13.96,-15.62,-16.19,7.91,26.01,-19.71
2023-04-20,-34.65,-5.36,Communication Services,-14.48,-26.13,-13.27,-14.76,-15.62,-3.29,23.62,-22.63
2023-04-21,-35.27,-5.3,Communication Services,-14.46,-25.01,-13.27,-14.67,-14.95,-0.17,23.86,-22.36
2023-04-24,-35.62,-5.18,Communication Services,-15.65,-24.93,-12.58,-14.23,-14.69,-3.94,23.56,-22.82
2023-04-25,-36.93,-6.43,Communication Services,-16.35,-26.18,-14.32,-15.91,-16.34,-4.05,25.36,-22.4
2023-04-26,-37.55,-6.78,Communication Services,-17.21,-27.22,-14.45,-16.02,-16.69,-5.75,25.6,-23.19
2023-04-27,-33.37,-5.24,Communication Services,-8.74,-24.74,-11.31,-12.95,-15.5,-3.5,27.0,-19.31
2023-04-28,-28.47,-4.56,Communication Services,-6.25,-22.82,-11.43,-13.15,-14.46,-3.18,21.9,-19.23
2023-05-01,-28.27,-4.51,Communication Services,-5.52,-22.54,-11.59,-12.98,-15.6,-4.02,20.87,-19.06
2023-05-02,-30.01,-5.49,Communication Services,-6.5,-23.74,-12.97,-14.47,-17.27,-6.35,18.49,-21.2
2023-05-03,-30.07,-6.08,Communication Services,-7.2,-23.55,-12.86,-14.39,-16.82,-6.24,18.11,-20.57
2023-05-04,-31.59,-6.71,Communication Services,-8.7,-26.08,-13.59,-14.96,-16.45,-7.21,19.24,-21.86
2023-05-05,-31.21,-5.15,Communication Services,-8.23,-23.8,-12.78,-14.27,-15.94,-6.02,21.16,-20.88
2023-05-08,-31.27,-5.11,Communication Services,-7.87,-21.98,-11.16,-12.53,-13.79,-6.08,21.68,-20.88
2023-05-09,-33.46,-5.5,Communication Services,-10.06,-22.57,-11.41,-12.86,-13.55,-6.62,19.88,-21.41
2023-05-10,-33.28,-5.1,Communication Services,-9.52,-23.35,-7.89,-9.35,-12.71,-6.51,19.88,-21.29
2023-05-11,-32.95,-5.23,Communication Services,-8.37,-29.96,-4.16,-5.5,-10.31,-6.95,20.44,-21.35
2023-05-12,-33.63,-5.35,Communication Services,-8.73,-30.2,-3.33,-4.75,-11.56,-6.57,21.63,-21.37
2023-05-15,-32.65,-5.04,Communication Services,-8.75,-29.55,-4.11,-5.55,-12.59,-7.0,22.04,-23.07
2023-05-16,-34.18,-5.65,Communication Services,-9.79,-30.96,-1.57,-3.13,-13.14,-9.3,21.27,-24.57
2023-05-17,-33.56,-4.56,Communication Services,-8.55,-29.62,-0.44,-2.06,-11.54,-8.59,19.49,-24.3
2023-05-18,-32.58,-3.65,Communication Services,-6.24,-28.87,1.21,-0.46,-3.49,-9.19,16.63,-24.41
2023-05-19,-33.2,-3.8,Communication Services,-6.54,-30.69,1.0,-0.52,-5.01,-10.5,17.35,-24.57
2023-05-22,-32.99,-3.74,Communication Services,-6.4,-30.33,3.12,1.32,-5.62,-10.12,19.51,-24.76
2023-05-23,-33.97,-4.8,Communication Services,-8.35,-31.84,1.01,-0.69,-7.42,-11.65,19.31,-24.18
2023-05-24,-34.97,-5.51,Communication Services,-9.25,-32.41,-0.33,-2.04,-5.14,-12.47,18.16,-24.95
2023-05-25,-37.21,-4.7,Communication Services,-11.26,-33.11,1.88,0.05,-6.65,-16.86,14.6,-27.14
2023-05-26,-35.16,-3.48,Communication Services,-10.38,-33.0,2.76,0.97,-1.54,-14.94,14.09,-26.76
2023-05-30,-34.57,-3.45,Communication Services,-11.11,-33.35,2.12,0.2,2.09,-14.17,14.06,-26.97
2023-05-31,-35.96,-3.96,Communication Services,-10.68,-33.24,1.08,-0.44,2.67,-13.68,15.85,-25.45
2023-06-01,-34.85,-2.99,Communication Services,-11.14,-32.09,1.86,0.24,4.6,-12.97,16.89,-24.73
2023-06-02,-34.6,-1.6,Communication Services,-10.8,-30.45,2.45,0.89,3.92,-16.22,10.48,-27.1
2023-06-05,-33.52,-1.79,Communication Services,-9.45,-30.27,3.36,1.89,4.71,-15.24,11.34,-27.35
2023-06-06,-34.67,-1.59,Communication Services,-10.2,-29.39,4.29,2.89,3.61,-13.7,8.25,-26.85
2023-06-07,-33.17,-1.91,Communication Services,-8.18,-29.12,0.66,-0.83,3.74,-11.35,6.58,-25.67
2023-06-08,-33.27,-1.33,Communication Services,-7.91,-29.11,0.46,-1.11,6.21,-11.51,9.74,-25.31
2023-06-09,-34.77,-1.17,Communication Services,-8.45,-29.56,0.61,-1.04,8.95,-12.17,10.62,-25.23
2023-06-12,-33.44,-0.27,Communication Services,-7.41,-28.64,1.69,0.05,9.96,-12.28,10.13,-24.94
2023-06-13,-33.45,0.38,Communication Services,-7.43,-28.1,1.74,0.18,12.99,-12.88,9.37,-25.21
2023-06-14,-33.45,0.45,Communication Services,-7.07,-29.17,1.71,0.07,14.31,-12.77,7.84,-24.68
2023-06-15,-31.97,1.72,Communication Services,-5.64,-28.8,2.65,1.03,15.44,-11.73,11.79,-23.19
2023-06-16,-32.28,1.35,Communication Services,-6.25,-30.03,1.5,-0.02,12.02,-11.56,10.25,-23.15
2023-06-20,-34.11,0.89,Communication Services,-7.52,-31.23,1.36,-0.31,12.72,-13.1,10.51,-24.52
2023-06-21,-34.71,0.35,Communication Services,-7.57,-32.08,-0.36,-2.03,10.08,-14.04,11.72,-24.47
2023-06-22,-35.27,0.71,Communication Services,-7.66,-32.19,1.37,-0.28,9.58,-14.2,13.11,-24.43
2023-06-23,-35.2,-0.04,Communication Services,-8.77,-32.49,0.81,-0.83,9.97,-14.92,11.82,-25.15
2023-06-26,-33.13,-0.45,Communication Services,-7.7,-32.03,-1.8,-3.53,7.9,-13.93,13.54,-23.89
2023-06-27,-29.83,0.64,Communication Services,-5.61,-31.76,-1.85,-3.53,8.19,-12.77,14.65,-22.96
2023-06-28,-28.75,0.69,Communication Services,-5.18,-31.93,-0.32,-2.16,11.47,-13.1,14.73,-22.39
2023-06-29,-28.11,0.68,Communication Services,-5.64,-31.84,-1.11,-2.96,11.06,-12.0,15.21,-22.03
2023-06-30,-27.2,1.85,Communication Services,-5.45,-31.59,-0.4,-2.52,14.21,-12.17,16.94,-21.61
2023-07-03,-26.48,2.0,Communication Services,-4.87,-30.03,-0.69,-2.32,14.16,-11.0,16.95,-20.99
2023-07-05,-26.59,1.78,Communication Services,-5.5,-30.57,0.91,-0.89,15.3,-11.27,17.14,-20.57
2023-07-06,-25.79,0.97,Communication Services,-6.11,-31.37,-0.4,-2.16,13.5,-12.37,16.81,-21.3
2023-07-07,-25.76,0.74,Communication Services,-5.62,-31.44,-1.02,-2.64,13.31,-13.78,16.65,-23.87
2023-07-10,-25.65,1.01,Communication Services,-4.67,-31.85,-3.55,-4.98,14.23,-15.64,16.13,-25.46
2023-07-11,-24.14,1.65,Communication Services,-4.36,-30.79,-2.88,-4.43,13.85,-15.86,17.52,-25.78
2023-07-12,-23.65,2.44,Communication Services,-3.73,-30.29,-1.35,-3.01,14.82,-16.46,18.25,-26.05
2023-07-13,-23.47,3.26,Communication Services,-3.31,-30.04,2.8,1.42,16.44,-16.46,18.08,-26.51
2023-07-14,-25.07,3.18,Communication Services,-4.36,-31.46,3.5,2.12,14.28,-19.86,17.24,-27.84
2023-07-17,-25.2,3.53,Communication Services,-4.21,-33.79,2.99,1.51,16.35,-25.19,15.84,-33.2
2023-07-18,-23.16,4.31,Communication Services,-3.48,-33.49,2.2,0.8,22.65,-25.63,16.22,-31.49
2023-07-19,-22.91,4.53,Communication Services,-2.91,-32.66,1.14,-0.59,23.36,-19.35,15.49,-27.9
2023-07-20,-21.77,3.86,Communication Services,-1.86,-33.3,-1.48,-2.86,13.14,-18.97,17.6,-28.6
2023-07-21,-21.93,3.87,Communication Services,-2.53,-32.55,-0.85,-2.2,10.61,-18.41,18.26,-28.09
2023-07-24,-21.1,4.3,Communication Services,-1.69,-33.0,0.42,-0.99,10.83,-17.37,18.66,-27.88
2023-07-25,-21.23,4.56,Communication Services,-1.67,-33.74,1.16,-0.44,10.66,-18.2,19.58,-27.33
2023-07-26,-21.98,4.58,Communication Services,-2.52,-33.57,6.75,5.26,9.38,-17.7,18.42,-27.12
2023-07-27,-20.82,3.99,Communication Services,2.81,-33.95,6.92,5.36,6.96,-19.79,17.41,-28.79
2023-07-28,-21.58,4.84,Communication Services,2.55,-33.36,9.48,7.93,10.17,-20.13,18.24,-27.77
2023-07-31,-20.07,5.01,Communication Services,2.61,-31.24,9.56,8.04,13.53,-19.74,15.65,-27.67
2023-08-01,-18.72,4.66,Communication Services,2.66,-30.51,8.39,6.95,13.17,-20.54,14.92,-28.46
2023-08-02,-17.49,3.53,Communication Services,2.25,-32.56,5.79,4.44,10.95,-20.26,13.71,-28.69
2023-08-03,-16.91,3.31,Communication Services,2.39,-33.17,5.89,4.49,11.27,-21.67,13.37,-29.23
2023-08-04,-17.52,2.92,Communication Services,1.78,-32.56,5.71,4.22,11.42,-22.16,12.74,-30.15
2023-08-07,-17.43,3.63,Communication Services,2.92,-32.16,8.43,6.94,13.71,-22.1,14.42,-30.33
2023-08-08,-17.38,3.32,Communication Services,2.84,-31.41,8.37,6.86,13.24,-21.4,14.18,-30.27
2023-08-09,-17.36,2.85,Communication Services,2.64,-31.78,7.34,5.81,11.46,-21.03,15.08,-30.05
2023-08-10,-16.23,2.89,Communication Services,3.68,-29.32,7.37,5.82,11.66,-21.44,15.09,-29.55
2023-08-11,-16.28,2.83,Communication Services,3.84,-30.9,7.35,5.74,10.08,-20.62,15.47,-29.01
2023-08-14,-16.37,3.23,Communication Services,4.69,-31.02,8.36,6.81,11.24,-21.07,16.2,-28.7
2023-08-15,-16.26,2.44,Communication Services,5.4,-31.95,7.48,5.95,10.53,-21.53,15.67,-29.13
2023-08-16,-16.43,1.94,Communication Services,4.35,-32.33,6.83,5.35,9.08,-21.68,15.48,-29.12
2023-08-17,-16.69,1.39,Communication Services,4.2,-32.55,7.59,6.03,6.9,-22.02,14.41,-29.43
2023-08-18,-17.25,1.45,Communication Services,3.47,-32.53,6.27,4.66,7.16,-21.87,14.28,-29.25
2023-08-21,-17.3,1.9,Communication Services,3.62,-32.57,6.73,5.17,7.82,-21.68,13.94,-29.51
2023-08-22,-18.18,1.71,Communication Services,3.18,-32.62,7.15,5.55,8.67,-21.08,13.72,-29.23
2023-08-23,-17.93,2.43,Communication Services,3.02,-32.6,9.1,7.35,11.17,-21.46,14.38,-29.24
2023-08-24,-18.36,1.53,Communication Services,2.69,-34.36,7.56,5.94,7.59,-21.49,12.69,-28.97
2023-08-25,-17.73,1.97,Communication Services,3.03,-33.89,7.71,5.99,9.17,-21.64,12.7,-29.01
2023-08-28,-15.75,2.41,Communication Services,3.8,-33.47,8.32,6.61,9.52,-21.27,13.73,-28.73
2023-08-29,-13.32,3.38,Communication Services,5.01,-33.35,10.34,8.53,11.58,-19.2,14.6,-27.11
2023-08-30,-14.8,3.66,Communication Services,5.52,-33.41,11.13,9.24,12.39,-19.34,14.97,-27.18
2023-08-31,-14.97,3.58,Communication Services,4.98,-33.72,11.36,9.4,12.21,-19.12,14.33,-26.7
2023-09-01,-16.65,3.65,Communication Services,3.36,-34.11,10.84,8.94,13.02,-19.26,14.64,-26.34
2023-09-05,-18.32,3.35,Communication Services,1.63,-34.34,10.79,9.0,14.51,-19.87,14.4,-27.12
2023-09-06,-16.55,2.76,Communication Services,2.33,-34.48,9.89,8.13,13.9,-19.28,12.49,-27.33
2023-09-07,-17.09,2.49,Communication Services,2.14,-34.78,10.51,8.72,13.3,-19.28,14.9,-28.05
2023-09-08,-16.08,2.62,Communication Services,2.55,-34.0,11.28,9.58,13.21,-20.39,15.18,-28.78
2023-09-11,-13.58,3.26,Communication Services,3.05,-33.28,11.7,9.99,13.83,-19.75,17.29,-27.78
2023-09-12,-13.43,2.72,Communication Services,2.9,-32.36,10.38,8.75,11.21,-20.08,17.16,-27.58
2023-09-13,-12.9,2.84,Communication Services,2.9,-32.52,11.51,9.83,5.69,-19.21,18.3,-27.95
2023-09-14,-10.99,3.7,Communication Services,4.63,-31.73,12.69,10.92,2.81,-16.83,19.63,-27.58
2023-09-15,-11.26,2.45,Communication Services,3.23,-30.86,12.14,10.37,1.94,-15.92,18.65,-28.1
2023-09-18,-9.77,2.56,Communication Services,3.9,-31.31,12.67,11.01,1.31,-16.67,17.74,-28.64
2023-09-19,-10.95,2.36,Communication Services,4.1,-33.76,12.56,10.87,1.76,-16.02,19.11,-28.91
2023-09-20,-11.24,1.42,Communication Services,3.58,-33.26,9.17,7.46,-0.72,-14.16,18.78,-28.49
2023-09-21,-11.5,-0.2,Communication Services,4.03,-33.13,6.59,4.84,-1.26,-15.47,17.06,-29.14
2023-09-22,-11.81,-0.44,Communication Services,3.13,-34.31,6.5,4.69,-2.35,-16.51,16.53,-29.16
2023-09-25,-12.82,-0.03,Communication Services,2.17,-34.5,7.24,5.38,-1.1,-16.84,17.08,-29.41
2023-09-26,-15.01,-1.48,Communication Services,0.74,-35.27,5.05,3.35,-2.5,-17.06,17.45,-29.77
2023-09-27,-14.1,-1.46,Communication Services,1.56,-35.39,6.67,4.92,-2.92,-17.88,16.82,-31.02
2023-09-28,-11.96,-1.26,Communication Services,2.15,-35.2,8.01,6.33,-3.23,-17.11,16.82,-30.7
2023-09-29,-12.86,-1.49,Communication Services,0.97,-34.47,6.98,5.18,-2.92,-17.06,17.11,-31.0
2023-10-02,-12.86,-1.47,Communication Services,1.28,-33.32,9.47,7.67,-2.18,-18.61,16.14,-31.75
2023-10-03,-14.08,-2.77,Communication Services,-1.05,-35.02,7.97,6.29,-3.08,-18.01,13.81,-31.29
2023-10-04,-13.95,-2.07,Communication Services,-1.01,-35.2,10.34,8.51,-3.05,-18.72,15.15,-32.21
2023-10-05,-14.16,-2.15,Communication Services,-2.02,-34.01,10.12,8.38,-4.13,-17.74,14.63,-31.62
2023-10-06,-14.28,-1.01,Communication Services,-1.01,-32.3,12.31,10.36,-1.89,-19.81,15.95,-33.67
2023-10-09,-12.11,-0.36,Communication Services,0.38,-30.89,12.93,11.03,-0.77,-18.28,16.86,-32.4
2023-10-10,-11.66,0.14,Communication Services,1.24,-30.66,12.68,10.74,-3.98,-17.02,18.74,-31.74
2023-10-11,-10.66,0.56,Communication Services,0.72,-30.77,14.69,12.72,-5.85,-18.06,19.32,-32.38
2023-10-12,-11.08,-0.03,Communication Services,-0.04,-31.17,13.56,11.46,-7.05,-19.83,17.69,-33.55
2023-10-13,-10.77,-0.55,Communication Services,-0.25,-31.17,12.19,10.18,-8.45,-20.32,18.13,-34.06
2023-10-16,-9.76,0.47,Communication Services,0.75,-30.08,13.72,11.57,-7.14,-20.05,19.42,-32.83
2023-10-17,-10.11,0.48,Communication Services,1.0,-29.68,14.12,12.06,-8.44,-19.11,19.03,-32.27
2023-10-18,-10.96,-0.85,Communication Services,0.22,-30.91,12.75,10.66,-10.85,-20.54,16.48,-33.26
2023-10-19,-13.38,-1.68,Communication Services,-1.93,-32.06,12.5,10.49,3.23,-15.35,14.94,-32.12
2023-10-20,-14.6,-2.89,Communication Services,-2.41,-32.55,10.7,8.77,3.03,-14.69,14.24,-32.15
2023-10-23,-14.48,-3.06,Communication Services,-2.22,-32.19,11.63,9.49,4.52,-17.06,14.86,-32.53
2023-10-24,-14.3,-2.34,Communication Services,-1.04,-32.62,13.42,11.34,6.27,-13.85,17.62,-26.29
2023-10-25,-15.75,-3.7,Communication Services,-2.66,-34.22,2.58,0.81,5.64,-15.73,17.56,-27.6
2023-10-26,-18.1,-4.87,Communication Services,-10.83,-34.88,-0.03,-1.85,3.68,-16.12,19.11,-25.93
