Date,rate_AAPL,rate_VOO,Sector,rate_ADBE,rate_ADI,rate_ADSK,rate_AMAT,rate_AMD,rate_AVGO,rate_CRM,rate_CSCO,rate_CSIQ,rate_FSLR,rate_IBM,rate_INTC,rate_INTU,rate_IONQ,rate_KLAC,rate_LRCX,rate_MSFT,rate_MU,rate_NVDA,rate_NXPI,rate_ORCL,rate_PLTR,rate_QCOM,rate_SQ,rate_TXN
2022-05-18,-17.75,-14.71,Technology,-23.9,-5.52,-26.81,-24.07,-26.28,-7.95,-32.33,-19.2,-7.32,-20.94,-0.74,-16.85,-36.96,-60.73,-17.46,-25.61,-18.16,-20.46,-36.8,-18.11,-17.29,-46.98,-25.91,-38.32,-6.91
2022-05-19,-19.75,-15.27,Technology,-24.55,-4.93,-24.62,-24.47,-25.98,-11.86,-33.06,-30.2,-2.25,-19.61,-3.18,-17.51,-35.39,-58.02,-16.34,-26.43,-18.46,-22.29,-36.11,-17.93,-18.8,-45.02,-25.84,-34.56,-8.37
2022-05-20,-19.61,-15.25,Technology,-23.68,-4.04,-25.5,-27.36,-28.39,-12.35,-31.35,-28.18,-0.12,-20.45,-4.05,-18.22,-34.44,-59.45,-17.07,-26.12,-18.64,-22.85,-37.7,-15.94,-16.9,-46.52,-25.27,-37.3,-7.18
2022-05-23,-16.44,-13.68,Technology,-22.26,-4.57,-28.52,-25.02,-27.2,-15.05,-31.07,-27.5,-0.97,-20.1,-2.05,-17.53,-33.81,-58.52,-15.7,-24.72,-16.07,-22.08,-36.95,-15.67,-15.21,-46.98,-24.97,-37.33,-7.12
2022-05-24,-18.03,-14.29,Technology,-23.81,-4.39,-30.04,-27.28,-30.17,-15.39,-32.5,-26.81,4.05,-21.87,-0.1,-18.18,-35.98,-61.17,-18.37,-26.6,-16.4,-25.39,-39.71,-16.4,-16.42,-50.0,-26.99,-42.93,-8.24
2022-05-25,-17.93,-13.59,Technology,-23.05,-4.12,-27.37,-25.96,-29.04,-14.2,-31.35,-26.42,-0.8,-20.12,0.34,-17.14,-30.83,-58.81,-16.47,-24.07,-15.48,-24.0,-36.66,-13.86,-15.47,-47.31,-25.47,-41.39,-7.07
2022-05-26,-16.05,-11.92,Technology,-21.91,-3.13,-25.42,-21.54,-24.39,-11.14,-30.16,-24.78,3.0,-17.67,2.19,-14.64,-27.69,-58.52,-12.77,-20.78,-14.4,-20.95,-33.41,-10.17,-13.27,-44.67,-23.45,-37.32,-4.84
2022-05-27,-12.66,-9.77,Technology,-18.27,-1.05,-17.86,-18.56,-21.72,-5.89,-29.04,-23.73,6.35,-12.94,3.96,-12.55,-24.89,-57.3,-8.43,-17.46,-12.07,-17.92,-29.84,-8.65,-11.93,-41.45,-20.69,-32.03,-2.76
2022-05-31,-13.12,-10.26,Technology,-20.45,-0.55,-19.25,-20.04,-22.03,-6.4,-31.1,-24.68,8.92,-14.62,3.64,-12.81,-26.29,-58.59,-9.98,-19.13,-12.51,-17.34,-30.36,-11.5,-12.96,-42.57,-18.75,-34.27,-3.41
2022-06-01,-12.83,-10.69,Technology,-19.58,-2.6,-18.85,-21.35,-21.89,-7.24,-23.72,-23.7,9.3,-13.91,3.97,-13.04,-26.59,-60.17,-11.55,-20.71,-11.99,-17.18,-30.79,-13.5,-12.97,-42.79,-19.97,-37.37,-4.55
2022-06-02,-11.4,-9.06,Technology,-15.32,-0.02,-16.31,-19.42,-16.33,-6.74,-18.55,-22.77,13.24,-9.9,4.5,-11.63,-23.39,-56.47,-8.03,-18.05,-11.31,-15.17,-26.09,-11.97,-11.14,-37.27,-16.54,-33.27,-3.32
2022-06-03,-14.76,-10.5,Technology,-17.48,-2.35,-18.5,-21.03,-18.07,-8.89,-20.03,-23.68,12.13,-9.07,5.25,-14.46,-26.49,-58.46,-10.28,-19.47,-12.75,-21.21,-29.34,-14.52,-12.76,-39.67,-19.34,-36.54,-5.68
2022-06-06,-14.32,-10.26,Technology,-17.54,-2.33,-18.41,-21.0,-18.57,-9.23,-20.9,-23.54,20.6,-12.61,6.5,-14.55,-26.49,-57.64,-10.28,-19.12,-13.16,-20.64,-29.09,-15.61,-11.34,-39.4,-19.78,-36.32,-8.16
2022-06-07,-12.83,-9.4,Technology,-16.8,-1.35,-18.96,-20.54,-18.85,-7.33,-19.07,-23.14,18.84,-12.6,6.42,-14.18,-25.16,-58.54,-9.13,-18.03,-11.97,-20.29,-28.57,-14.77,-11.68,-38.39,-18.96,-35.4,-7.03
2022-06-08,-13.26,-10.37,Technology,-17.66,-2.48,-20.29,-22.73,-21.44,-8.56,-18.21,-24.23,17.49,-12.98,4.99,-18.69,-25.54,-56.15,-10.52,-19.75,-12.63,-22.71,-29.61,-16.97,-13.26,-38.05,-20.62,-35.28,-9.45
2022-06-09,-16.35,-12.42,Technology,-18.11,-4.47,-23.64,-26.3,-23.81,-10.03,-19.09,-25.34,15.23,-15.23,2.89,-21.08,-27.95,-60.04,-13.39,-22.58,-14.41,-25.6,-31.87,-13.67,-15.87,-41.42,-21.9,-41.49,-11.51
2022-06-10,-19.55,-14.93,Technology,-24.23,-7.21,-26.72,-29.95,-26.86,-12.44,-22.78,-26.63,9.56,-17.44,1.59,-22.71,-31.3,-63.1,-17.25,-25.47,-18.14,-29.41,-35.91,-16.28,-18.39,-44.24,-23.89,-45.07,-13.56
2022-06-13,-22.6,-18.12,Technology,-28.4,-12.57,-32.13,-33.75,-32.85,-16.25,-28.07,-27.05,2.2,-23.33,0.8,-25.48,-34.28,-66.02,-22.03,-29.61,-21.54,-33.64,-40.9,-20.92,-22.13,-48.41,-26.46,-51.98,-15.87
2022-06-14,-22.09,-18.32,Technology,-28.55,-12.92,-32.71,-33.54,-32.85,-15.84,-28.75,-27.61,-0.47,-24.76,1.25,-25.16,-34.15,-65.34,-21.41,-29.2,-20.82,-33.8,-40.19,-21.03,-14.06,-47.2,-25.55,-53.85,-15.57
2022-06-15,-20.54,-17.18,Technology,-27.41,-11.21,-30.73,-33.0,-31.09,-14.78,-27.0,-26.11,0.91,-22.24,2.24,-23.75,-31.76,-62.42,-19.63,-28.62,-18.5,-33.32,-37.59,-20.73,-15.29,-45.18,-25.12,-51.87,-14.57
2022-06-16,-23.66,-19.83,Technology,-29.63,-15.09,-35.52,-38.34,-36.64,-19.55,-30.71,-26.92,-4.32,-24.69,1.21,-26.32,-35.04,-64.22,-22.87,-33.98,-20.67,-37.94,-41.08,-25.64,-16.49,-48.21,-30.91,-55.97,-17.04
2022-06-17,-22.78,-19.62,Technology,-30.44,-14.4,-34.18,-38.18,-37.0,-19.31,-29.25,-26.8,3.79,-19.0,0.74,-27.05,-33.29,-62.12,-22.5,-33.8,-19.81,-37.11,-40.03,-25.86,-17.69,-44.37,-30.81,-55.21,-17.67
2022-06-21,-20.28,-17.71,Technology,-30.02,-12.23,-34.53,-34.53,-35.3,-18.48,-27.73,-25.54,5.78,-17.2,2.82,-25.55,-31.96,-61.37,-18.8,-31.74,-17.86,-35.93,-37.44,-25.28,-17.74,-41.2,-28.88,-53.68,-15.9
2022-06-22,-20.58,-17.88,Technology,-29.58,-12.64,-33.65,-35.37,-35.33,-19.72,-27.47,-26.5,5.92,-17.92,2.25,-26.24,-31.36,-62.49,-19.48,-32.87,-18.06,-36.45,-38.22,-26.27,-19.13,-39.18,-30.15,-53.59,-16.37
2022-06-23,-18.89,-17.04,Technology,-27.46,-13.87,-28.14,-35.82,-36.34,-19.65,-25.08,-27.57,9.7,-15.51,3.25,-26.18,-27.91,-61.52,-20.39,-33.1,-16.23,-36.58,-38.73,-27.86,-17.8,-36.15,-31.32,-48.56,-17.16
2022-06-24,-16.92,-14.53,Technology,-25.38,-11.44,-24.64,-33.04,-32.79,-17.63,-19.6,-25.6,9.7,-14.94,5.92,-23.83,-24.99,-61.59,-15.83,-29.14,-13.4,-34.09,-35.33,-25.18,-14.08,-31.23,-28.48,-45.73,-14.56
2022-06-27,-16.92,-14.84,Technology,-26.63,-10.92,-27.19,-32.87,-33.49,-18.17,-21.56,-26.16,15.01,-14.27,6.47,-23.79,-27.22,-63.69,-16.05,-29.2,-14.3,-33.71,-36.3,-25.39,-14.43,-35.07,-27.3,-46.92,-14.73
2022-06-28,-19.37,-16.63,Technology,-29.53,-12.14,-30.69,-34.64,-37.61,-19.34,-25.76,-27.35,7.87,-17.74,5.77,-25.46,-30.42,-64.74,-18.11,-30.95,-16.99,-34.74,-39.65,-27.55,-16.65,-37.16,-24.79,-49.83,-15.53
2022-06-29,-18.33,-16.92,Technology,-28.99,-12.86,-30.68,-36.74,-39.74,-20.64,-26.12,-27.66,1.95,-18.84,4.92,-26.42,-29.84,-66.47,-20.41,-32.65,-15.78,-36.81,-41.31,-29.51,-15.89,-37.7,-25.57,-51.16,-16.27
2022-06-30,-19.79,-17.56,Technology,-29.45,-13.55,-32.57,-37.39,-40.91,-21.38,-28.5,-28.06,5.5,-17.28,5.27,-26.19,-30.57,-67.07,-20.77,-32.79,-16.87,-37.64,-42.75,-30.43,-15.09,-38.78,-26.98,-52.97,-15.8
2022-07-01,-18.0,-16.28,Technology,-28.21,-14.99,-30.97,-39.51,-41.89,-22.06,-26.42,-27.37,5.29,-16.79,5.08,-27.53,-29.26,-65.18,-25.58,-36.52,-15.56,-38.4,-43.93,-30.49,-13.5,-36.42,-28.58,-49.74,-18.07
2022-07-05,-16.52,-16.14,Technology,-26.74,-14.9,-29.83,-39.69,-40.75,-22.3,-24.76,-28.42,2.16,-19.05,2.56,-26.86,-27.25,-64.01,-25.75,-37.42,-14.54,-35.03,-42.31,-30.57,-12.18,-31.18,-27.31,-47.65,-17.77
2022-07-06,-15.74,-15.85,Technology,-25.56,-13.96,-29.89,-39.31,-40.63,-21.29,-24.53,-27.2,-0.81,-19.14,2.9,-26.27,-26.44,-63.56,-26.37,-36.98,-13.49,-34.32,-41.68,-30.65,-12.58,-32.98,-26.62,-48.98,-16.85
2022-07-07,-13.74,-14.65,Technology,-24.03,-11.69,-27.76,-36.42,-37.57,-18.72,-22.86,-26.3,8.77,-13.72,4.93,-24.01,-25.4,-60.15,-21.16,-33.39,-12.79,-32.65,-38.91,-27.72,-12.37,-30.41,-22.44,-46.16,-14.75
2022-07-08,-13.34,-14.7,Technology,-24.31,-10.88,-28.7,-36.12,-37.53,-18.7,-23.35,-26.02,11.64,-11.46,4.66,-24.3,-26.11,-59.99,-20.51,-33.35,-13.03,-32.32,-38.99,-26.65,-12.33,-30.48,-21.52,-47.41,-14.3
2022-07-11,-14.6,-15.64,Technology,-25.31,-12.28,-29.92,-37.9,-39.4,-21.26,-23.84,-26.25,0.17,-15.36,5.05,-25.87,-26.85,-63.59,-21.41,-35.32,-14.03,-33.83,-41.62,-27.74,-12.69,-34.63,-23.68,-50.34,-15.37
2022-07-12,-14.02,-16.4,Technology,-26.95,-11.99,-31.63,-37.82,-39.86,-21.5,-27.31,-26.91,-0.77,-16.42,3.7,-25.85,-29.79,-64.69,-21.26,-34.78,-17.48,-32.27,-41.88,-27.61,-14.1,-35.11,-23.27,-48.94,-14.88
2022-07-13,-14.24,-16.77,Technology,-27.63,-11.32,-32.17,-37.58,-38.95,-21.44,-28.54,-27.19,-0.74,-15.52,2.22,-25.85,-30.24,-65.0,-21.42,-33.83,-17.78,-32.64,-41.57,-26.31,-14.56,-36.54,-21.73,-49.63,-14.97
2022-07-14,-12.5,-16.99,Technology,-27.44,-8.89,-32.16,-35.78,-38.11,-20.97,-29.6,-27.81,-0.4,-13.23,3.61,-24.86,-30.84,-65.32,-19.95,-32.7,-17.35,-32.08,-40.77,-24.04,-15.27,-39.13,-18.14,-50.97,-13.03
2022-07-15,-11.51,-15.46,Technology,-26.13,-6.14,-30.12,-33.83,-36.14,-19.38,-26.86,-26.56,-1.28,-20.25,4.25,-23.05,-28.54,-64.22,-18.2,-31.5,-16.51,-29.6,-39.28,-22.08,-13.7,-38.17,-16.73,-48.2,-11.57
2022-07-18,-13.32,-16.14,Technology,-27.01,-7.74,-29.72,-34.75,-35.89,-19.93,-26.64,-27.36,2.13,-18.13,2.92,-22.87,-29.37,-63.75,-17.4,-32.11,-17.29,-30.83,-37.97,-23.05,-14.34,-38.24,-18.26,-47.98,-12.04
2022-07-19,-11.03,-13.93,Technology,-24.62,-4.08,-26.78,-31.21,-32.4,-17.01,-24.08,-24.92,4.16,-13.7,-2.45,-19.87,-26.63,-62.64,-13.44,-28.43,-15.61,-28.61,-34.55,-19.05,-11.87,-36.12,-15.01,-45.65,-9.34
2022-07-20,-9.84,-13.4,Technology,-22.02,-3.1,-22.25,-28.43,-29.62,-16.56,-20.34,-24.75,8.14,-10.87,-3.71,-19.19,-23.71,-59.57,-10.76,-25.63,-14.74,-27.58,-31.42,-16.2,-11.45,-30.87,-12.52,-41.33,-8.96
2022-07-21,-8.49,-12.55,Technology,-20.62,-1.88,-21.19,-27.31,-28.32,-15.6,-19.09,-23.99,6.59,-10.53,-5.22,-19.09,-21.21,-58.47,-9.76,-23.92,-13.92,-27.19,-30.48,-14.57,-9.08,-28.27,-10.15,-41.35,-8.3
2022-07-22,-9.23,-13.32,Technology,-21.95,-3.01,-22.42,-28.82,-30.66,-16.44,-20.34,-24.19,9.02,-11.35,-4.4,-21.9,-21.2,-61.46,-11.36,-25.8,-15.35,-29.87,-33.29,-16.83,-8.64,-32.71,-11.38,-43.66,-9.74
2022-07-25,-9.89,-13.24,Technology,-23.83,-3.14,-22.51,-29.28,-31.1,-16.34,-22.57,-24.4,13.59,-9.45,-4.19,-21.98,-22.7,-60.99,-12.2,-26.81,-15.84,-31.17,-34.43,-17.31,-8.69,-33.8,-11.64,-43.95,-10.12
2022-07-26,-10.56,-14.25,Technology,-26.24,-3.89,-23.54,-30.74,-32.9,-16.67,-25.53,-25.26,9.19,-10.16,-4.53,-22.37,-24.81,-62.73,-13.36,-28.39,-18.04,-31.72,-36.32,-17.15,-9.7,-35.72,-13.52,-47.88,-11.4
2022-07-27,-7.99,-12.07,Technology,-23.68,-0.02,-19.51,-27.57,-29.32,-13.96,-21.27,-23.89,15.31,-6.28,-3.76,-19.95,-21.48,-59.73,-9.61,-25.23,-12.68,-29.19,-31.48,-13.87,-7.46,-31.48,-11.55,-42.91,-5.58
2022-07-28,-7.71,-10.99,Technology,-21.64,0.77,-16.1,-26.39,-27.87,-13.01,-20.85,-22.22,21.87,7.99,-3.68,-20.88,-18.77,-58.23,-7.44,-22.56,-10.24,-28.98,-30.73,-13.07,-6.04,-30.73,-15.54,-41.41,-3.29
2022-07-29,-5.15,-9.72,Technology,-20.39,2.12,-14.47,-25.82,-25.67,-12.7,-19.67,-22.65,24.87,20.97,-2.52,-27.64,-17.44,-57.36,-4.1,-20.15,-8.86,-29.22,-30.05,-12.72,-5.07,-29.23,-16.33,-40.33,-1.58
2022-08-01,-5.5,-9.72,Technology,-19.67,1.78,-13.4,-24.86,-23.23,-12.23,-19.59,-22.2,20.67,20.79,-1.55,-25.66,-18.3,-57.01,-3.49,-19.28,-9.47,-27.7,-28.21,-12.1,-5.41,-27.66,-14.58,-37.94,-1.58
2022-08-02,-6.12,-10.15,Technology,-19.83,1.48,-13.97,-25.59,-21.76,-12.85,-19.32,-22.66,22.7,20.93,-1.68,-27.07,-18.49,-55.44,-4.04,-19.29,-10.23,-27.76,-27.97,-13.52,-6.39,-25.36,-14.75,-37.19,-2.22
2022-08-03,-3.6,-9.12,Technology,-17.74,3.92,-13.31,-23.5,-22.47,-10.97,-17.43,-21.65,21.82,19.85,-1.38,-26.31,-15.99,-53.1,-1.59,-16.73,-8.42,-26.24,-26.91,-11.73,-5.47,-23.93,-13.84,-31.93,0.31
2022-08-04,-3.73,-9.18,Technology,-16.87,4.19,-12.29,-22.43,-19.05,-10.24,-16.91,-22.07,24.45,20.6,-1.77,-27.59,-15.92,-51.3,-1.32,-15.9,-8.14,-25.73,-25.98,-12.18,-5.44,-23.31,-13.06,-30.98,0.9
2022-08-05,-3.92,-9.31,Technology,-16.46,4.31,-12.36,-23.18,-19.99,-10.4,-17.26,-22.54,27.84,22.22,-1.31,-27.99,-15.56,-49.97,-1.63,-17.28,-8.31,-27.77,-26.63,-13.1,-5.49,-22.65,-13.4,-32.13,0.65
2022-08-08,-4.12,-9.37,Technology,-16.33,3.7,-12.65,-24.11,-21.3,-11.12,-17.4,-22.53,28.96,25.08,-1.23,-28.01,-15.85,-51.72,-3.11,-18.49,-8.93,-28.63,-30.08,-13.7,-6.29,-30.98,-14.42,-33.44,0.04
2022-08-09,-4.1,-9.62,Technology,-17.34,1.49,-13.34,-28.03,-23.75,-12.54,-19.61,-22.65,29.88,25.76,-2.83,-29.2,-16.42,-53.95,-8.14,-22.75,-8.49,-30.45,-31.98,-16.61,-6.04,-33.71,-16.51,-35.76,-1.86
2022-08-10,-2.41,-8.33,Technology,-15.8,3.39,-11.14,-25.44,-21.85,-10.57,-17.73,-21.35,32.48,27.38,-1.8,-28.02,-14.48,-50.63,-5.37,-20.04,-6.97,-28.67,-29.27,-13.69,-5.39,-32.09,-14.74,-31.66,0.16
2022-08-11,-2.7,-8.33,Technology,-16.26,3.18,-10.88,-25.21,-22.36,-11.13,-18.29,-21.49,31.26,27.4,-1.27,-27.72,-14.4,-52.04,-5.67,-19.77,-7.44,-27.94,-29.68,-13.56,-5.71,-32.9,-14.41,-33.18,-0.24
2022-08-12,-1.29,-7.26,Technology,-14.86,5.08,-9.34,-22.89,-20.89,-9.7,-17.36,-20.66,32.45,28.41,-0.52,-27.0,-13.44,-51.28,-4.22,-17.53,-6.36,-25.78,-27.62,-11.24,-4.04,-30.55,-13.05,-32.13,1.0
2022-08-15,-0.86,-6.98,Technology,-14.16,5.33,-9.06,-23.18,-20.8,-9.62,-17.01,-20.68,31.82,28.48,-0.05,-26.68,-13.12,-50.47,-3.69,-17.67,-6.02,-26.05,-26.76,-11.21,-4.08,-30.55,-12.72,-32.79,1.01
2022-08-16,-0.93,-6.87,Technology,-14.6,5.16,-9.16,-23.78,-21.22,-10.41,-17.43,-20.48,27.15,28.29,0.76,-26.88,-13.25,-39.86,-4.29,-18.39,-6.18,-26.7,-27.15,-11.76,-3.74,-31.35,-13.53,-33.22,0.27
2022-08-17,-0.34,-7.3,Technology,-15.83,3.36,-10.58,-24.95,-22.24,-11.83,-17.9,-20.6,24.92,28.18,1.37,-27.44,-14.42,-42.59,-5.24,-19.73,-6.48,-28.42,-28.56,-13.54,-3.96,-32.81,-14.1,-36.11,-2.16
2022-08-18,-0.5,-7.11,Technology,-15.68,3.36,-10.41,-23.89,-21.1,-9.67,-17.91,-17.51,43.88,28.42,2.01,-26.87,-14.49,-43.8,-4.07,-19.15,-6.72,-27.37,-27.43,-12.74,-3.91,-34.13,-13.01,-36.42,-1.52
2022-08-19,-1.5,-7.96,Technology,-17.45,2.93,-12.05,-25.59,-23.46,-10.76,-19.11,-18.27,33.76,28.04,1.66,-27.98,-16.13,-49.1,-5.79,-21.9,-7.58,-29.27,-29.82,-13.51,-4.44,-37.13,-14.46,-39.21,-2.25
2022-08-22,-3.02,-9.24,Technology,-19.18,2.09,-13.67,-27.38,-25.1,-12.9,-21.06,-19.4,40.61,27.89,0.26,-30.06,-18.25,-50.15,-7.8,-23.9,-9.37,-30.97,-31.94,-15.99,-6.24,-39.2,-16.77,-39.91,-4.08
2022-08-23,-3.15,-9.38,Technology,-19.3,2.3,-14.4,-26.85,-25.28,-12.78,-21.35,-19.74,40.32,27.85,-0.14,-29.91,-17.83,-50.1,-7.35,-23.22,-9.65,-31.32,-31.55,-15.53,-6.28,-39.5,-17.11,-41.03,-3.68
2022-08-24,-3.04,-9.2,Technology,-19.91,2.02,-14.19,-27.06,-25.16,-12.67,-20.17,-20.12,42.47,30.25,-0.89,-30.03,-15.87,-49.32,-7.31,-23.32,-9.79,-30.97,-31.44,-15.83,-6.47,-39.06,-16.89,-40.12,-3.8
2022-08-25,-2.08,-8.33,Technology,-20.13,3.26,-12.68,-25.38,-22.78,-10.56,-21.97,-19.9,42.06,32.18,-0.52,-28.62,-15.86,-47.97,-4.93,-21.7,-9.13,-28.71,-29.61,-13.91,-5.89,-37.47,-14.97,-39.03,-1.91
2022-08-26,-4.53,-10.4,Technology,-23.07,0.23,-15.95,-28.34,-25.98,-13.76,-24.52,-21.46,41.54,32.22,-2.29,-30.72,-17.97,-51.35,-7.9,-24.36,-11.46,-31.5,-33.99,-17.39,-7.71,-39.85,-18.02,-42.14,-4.8
2022-08-29,-5.39,-10.79,Technology,-23.81,-1.03,-16.49,-29.42,-27.42,-14.49,-26.0,-21.66,41.73,32.18,-2.32,-31.3,-19.38,-51.35,-8.89,-25.3,-12.08,-31.98,-35.2,-18.11,-8.09,-40.49,-18.53,-42.75,-5.38
2022-08-30,-6.35,-11.42,Technology,-23.84,-2.03,-17.27,-30.39,-28.26,-15.35,-26.16,-22.19,39.26,32.61,-2.68,-32.24,-19.82,-52.97,-9.95,-25.5,-12.57,-32.54,-36.1,-18.16,-8.13,-40.59,-19.57,-42.02,-5.83
2022-08-31,-7.0,-11.87,Technology,-24.05,-2.52,-17.56,-30.61,-29.37,-16.15,-27.23,-22.78,42.91,36.24,-3.24,-32.71,-19.99,-52.65,-10.46,-26.01,-12.89,-32.36,-37.12,-18.53,-8.12,-40.94,-20.41,-42.1,-6.4
2022-09-01,-6.54,-11.4,Technology,-23.81,-2.79,-17.05,-30.89,-29.96,-16.5,-27.29,-21.57,41.36,35.5,-2.57,-32.08,-20.23,-52.07,-11.36,-25.96,-12.79,-30.93,-39.22,-18.11,-6.99,-41.02,-20.79,-41.11,-5.89
2022-09-02,-7.35,-11.98,Technology,-24.12,-3.6,-17.91,-31.15,-31.06,-15.62,-27.25,-22.34,40.13,34.54,-3.48,-32.81,-20.87,-52.52,-11.67,-26.16,-13.71,-31.69,-39.99,-18.74,-7.49,-41.46,-21.34,-42.42,-7.04
2022-09-06,-7.84,-12.17,Technology,-24.1,-3.76,-18.04,-31.6,-31.86,-15.84,-27.83,-22.48,41.0,35.34,-3.99,-33.97,-21.03,-52.88,-12.44,-26.52,-14.3,-32.53,-40.47,-19.26,-8.17,-42.05,-22.03,-42.98,-7.0
2022-09-07,-7.14,-10.9,Technology,-22.21,-2.47,-15.35,-30.59,-31.24,-14.88,-27.23,-21.69,46.14,41.58,-3.38,-33.46,-18.51,-55.1,-10.9,-25.79,-12.99,-32.76,-39.59,-18.22,-7.49,-41.35,-21.07,-41.2,-5.74
2022-09-08,-7.95,-10.38,Technology,-21.49,-1.64,-14.0,-29.33,-28.78,-13.84,-25.68,-21.14,38.61,43.95,-2.86,-33.26,-17.88,-55.56,-7.77,-24.71,-12.86,-32.33,-38.5,-17.26,-7.31,-40.34,-20.93,-39.02,-4.41
2022-09-09,-6.39,-9.13,Technology,-19.46,-0.44,-13.31,-27.47,-26.71,-12.23,-23.25,-20.51,36.9,42.47,-2.37,-31.87,-16.02,-54.42,-5.98,-22.94,-11.07,-30.06,-36.92,-16.04,-5.89,-38.47,-19.15,-36.11,-3.21
2022-09-12,-3.13,-8.23,Technology,-19.17,0.41,-12.02,-27.61,-27.34,-11.21,-21.96,-19.51,33.35,43.31,-1.36,-31.67,-15.12,-50.39,-6.27,-23.47,-10.4,-29.51,-36.45,-15.62,-4.57,-36.89,-18.62,-35.36,-3.29
2022-09-13,-8.54,-12.01,Technology,-24.55,-4.12,-14.67,-31.84,-33.55,-15.28,-25.32,-23.31,35.2,43.28,-3.81,-36.36,-19.69,-53.03,-10.39,-27.73,-15.07,-34.52,-42.19,-22.09,-5.8,-40.88,-23.32,-40.01,-7.55
2022-09-14,-7.71,-11.7,Technology,-23.95,-2.89,-14.6,-31.66,-33.21,-14.15,-24.35,-23.56,35.92,42.32,-3.49,-36.59,-18.37,-51.43,-8.94,-27.52,-15.0,-35.11,-42.2,-20.19,-10.44,-39.75,-21.81,-40.84,-6.15
2022-09-15,-9.37,-12.63,Technology,-35.96,-4.35,-17.4,-32.9,-33.85,-15.85,-26.8,-24.67,30.28,38.74,-5.08,-37.29,-20.96,-51.67,-11.21,-28.84,-17.18,-35.6,-43.03,-20.08,-12.66,-36.89,-23.29,-40.34,-7.54
2022-09-16,-10.31,-13.28,Technology,-37.82,-3.47,-19.86,-32.93,-33.97,-15.47,-28.27,-24.65,29.62,42.37,-3.8,-36.46,-20.8,-53.82,-11.66,-29.51,-17.38,-35.41,-41.91,-19.96,-14.33,-38.62,-23.31,-43.85,-6.15
2022-09-19,-8.18,-12.65,Technology,-38.48,-3.28,-19.12,-32.32,-33.76,-15.57,-27.68,-24.65,29.51,43.55,-3.47,-36.05,-20.68,-54.62,-11.95,-29.51,-17.45,-36.28,-41.14,-18.46,-14.05,-38.02,-22.32,-44.82,-5.62
2022-09-20,-6.78,-13.61,Technology,-39.47,-3.18,-19.88,-33.49,-35.03,-17.01,-29.06,-25.87,23.58,40.35,-4.52,-37.07,-21.73,-55.61,-13.07,-30.48,-18.13,-37.83,-42.02,-19.53,-15.21,-39.87,-23.44,-46.7,-5.72
2022-09-21,-8.62,-15.08,Technology,-40.42,-4.02,-20.9,-34.25,-35.68,-18.8,-30.05,-27.55,24.48,42.29,-5.53,-38.1,-23.37,-56.18,-14.85,-31.26,-19.27,-38.67,-41.66,-20.37,-16.86,-39.33,-23.53,-48.4,-7.24
2022-09-22,-9.18,-15.78,Technology,-40.27,-5.97,-23.0,-35.75,-39.84,-19.55,-28.9,-28.3,21.36,39.03,-5.25,-38.95,-25.51,-58.07,-17.32,-33.22,-18.61,-39.19,-44.66,-22.33,-17.74,-41.8,-24.09,-51.35,-7.62
2022-09-23,-10.51,-17.14,Technology,-40.77,-8.12,-24.03,-36.3,-41.13,-21.01,-30.33,-29.13,19.75,37.39,-7.16,-40.12,-26.0,-59.71,-18.7,-34.25,-19.6,-38.67,-44.85,-23.39,-19.53,-41.57,-25.57,-51.07,-8.35
2022-09-26,-10.32,-17.92,Technology,-42.28,-8.82,-24.26,-37.29,-42.52,-22.06,-30.65,-29.26,18.55,35.98,-7.68,-41.28,-25.67,-59.54,-19.72,-35.76,-19.75,-40.12,-46.08,-23.87,-20.87,-40.57,-26.43,-52.86,-8.81
2022-09-27,-9.74,-18.14,Technology,-42.16,-8.19,-22.66,-36.39,-41.78,-21.65,-29.46,-29.37,25.01,39.9,-7.88,-41.45,-24.77,-59.13,-18.49,-34.87,-20.1,-38.07,-45.28,-23.1,-22.13,-39.79,-26.07,-52.06,-8.67
2022-09-28,-10.86,-16.92,Technology,-41.38,-6.42,-21.45,-35.02,-40.77,-21.45,-28.86,-27.96,26.97,43.62,-7.12,-40.94,-23.21,-57.21,-16.62,-34.04,-18.57,-37.56,-43.88,-21.66,-21.33,-37.37,-26.92,-48.65,-7.5
2022-09-29,-15.15,-18.62,Technology,-42.02,-8.07,-22.06,-36.19,-44.36,-24.08,-30.42,-29.28,21.04,38.58,-7.96,-42.55,-25.49,-59.63,-17.9,-35.91,-19.74,-38.75,-46.12,-24.34,-23.39,-36.28,-29.39,-51.36,-9.93
2022-09-30,-17.65,-19.84,Technology,-42.64,-9.76,-23.13,-38.04,-45.02,-25.1,-31.8,-30.26,21.08,39.87,-10.06,-43.86,-27.22,-57.21,-19.96,-36.68,-21.25,-38.65,-46.47,-26.06,-23.8,-35.89,-30.51,-52.13,-11.97
2022-10-03,-14.79,-17.32,Technology,-39.59,-5.92,-20.33,-33.96,-41.62,-22.4,-29.17,-27.34,22.53,42.93,-7.85,-40.25,-24.85,-54.24,-16.0,-31.87,-18.21,-35.77,-43.73,-23.27,-20.79,-34.15,-27.25,-50.17,-8.92
