Date,rate_AVGO,rate_VOO_5D,rate_VOO_20D
2024-05-09,101.81,101.638,100.079
2024-05-10,105.98,103.31400000000001,99.90299999999999
2024-05-13,106.7,104.15,100.0215
2024-05-14,113.25,106.516,100.325
2024-05-15,121.89,109.926,101.42099999999999
2024-05-16,118.19,113.202,102.5155
2024-05-17,115.6,115.126,103.902
2024-05-20,118.48,117.482,105.279
2024-05-21,116.2,118.072,106.3495
2024-05-22,115.12,116.718,107.30699999999999
2024-05-23,115.28,116.13600000000001,107.97999999999999
2024-05-24,117.53,116.522,108.37950000000001
2024-05-28,118.24,116.474,108.857
2024-05-29,114.88,116.21,109.4645
2024-05-30,110.78,115.34199999999998,110.39299999999999
2024-05-31,105.3,113.346,111.0805
2024-06-03,102.54,110.348,111.32750000000001
2024-06-04,103.9,107.47999999999999,111.39650000000002
2024-06-05,116.43,107.79,112.147
2024-06-06,114.63,108.55999999999999,112.6365
2024-06-07,115.44,110.58800000000001,113.31800000000001
2024-06-10,120.6,114.2,114.049
2024-06-11,123.73,118.16599999999998,114.90050000000001
2024-06-12,128.98,120.676,115.68700000000001
2024-06-13,156.92,129.134,117.4385
2024-06-14,165.46,139.138,119.80199999999999
2024-06-17,179.75,150.96800000000002,123.0095
2024-06-18,175.73,161.368,125.872
2024-06-20,165.36,168.644,128.32999999999998
2024-06-21,153.78,168.01600000000002,130.263
2024-06-24,143.65,163.654,131.6815
2024-06-25,141.91,156.08599999999998,132.9005
2024-06-26,143.62,149.66400000000002,134.1695
2024-06-27,142.8,145.15200000000002,135.5655
2024-06-28,145.69,143.534,137.311
2024-07-01,148.6,144.524,139.476
2024-07-02,150.73,146.288,141.8855
2024-07-03,159.93,149.55,144.68699999999998
2024-07-05,156.61,152.31199999999998,146.696
2024-07-08,162.06,155.586,149.0675
2024-07-09,160.32,157.93,151.3115
2024-07-10,161.9,160.164,153.37650000000002
2024-07-11,156.51,159.48000000000002,155.0155
2024-07-12,155.81,159.32,156.357
