Date,rate_TMO,rate_VOO_5D,rate_VOO_20D
2024-03-25,-1.0,0.21000000000000002,0.7875
2024-03-26,-1.8,-0.26,0.806
2024-03-27,-0.02,-0.28400000000000003,0.8644999999999999
2024-03-28,0.29,-0.384,0.954
2024-04-01,-0.34,-0.5740000000000001,0.9605
2024-04-02,-1.33,-0.64,0.8735000000000002
2024-04-03,-0.58,-0.396,0.7994999999999999
2024-04-04,-1.49,-0.6900000000000001,0.6224999999999999
2024-04-05,0.0,-0.748,0.46849999999999997
2024-04-08,-0.11,-0.7020000000000001,0.3095
2024-04-09,1.64,-0.10800000000000001,0.22299999999999995
2024-04-10,-0.96,-0.18400000000000005,0.024999999999999977
2024-04-11,-0.82,-0.050000000000000044,-0.133
2024-04-12,-2.39,-0.5280000000000001,-0.29850000000000004
2024-04-15,-3.63,-1.232,-0.5195000000000001
2024-04-16,-4.2,-2.4,-0.7344999999999999
2024-04-17,-5.44,-3.2960000000000003,-1.034
2024-04-18,-6.42,-4.416,-1.36
2024-04-19,-5.86,-5.11,-1.6925000000000001
2024-04-22,-5.25,-5.434,-1.9855
2024-04-23,-0.78,-4.75,-1.9745000000000001
2024-04-24,-0.3,-3.722,-1.8995000000000002
2024-04-25,-1.27,-2.6919999999999997,-1.9620000000000002
2024-04-26,-0.95,-1.7100000000000002,-2.024
2024-04-29,-0.39,-0.738,-2.0265
2024-04-30,-1.78,-0.9380000000000001,-2.049
2024-05-01,-0.7,-1.0180000000000002,-2.055
2024-05-02,-1.33,-1.03,-2.0469999999999997
2024-05-03,-1.14,-1.068,-2.104
2024-05-06,-0.94,-1.1780000000000002,-2.1454999999999997
2024-05-07,-1.06,-1.034,-2.2805
2024-05-08,-0.92,-1.0779999999999998,-2.2785
2024-05-09,-0.2,-0.852,-2.2474999999999996
2024-05-10,2.37,-0.15,-2.0095
2024-05-13,1.97,0.43200000000000005,-1.7295000000000003
2024-05-14,2.67,1.1780000000000002,-1.386
2024-05-15,3.38,2.038,-0.9450000000000001
2024-05-16,3.07,2.6919999999999997,-0.47050000000000003
2024-05-17,2.75,2.768,-0.040000000000000015
2024-05-20,2.53,2.88,0.3489999999999999
2024-05-21,1.97,2.74,0.48649999999999993
2024-05-22,2.07,2.478,0.6049999999999999
2024-05-23,1.23,2.11,0.73
2024-05-24,1.09,1.7779999999999998,0.8319999999999999
2024-05-28,-0.58,1.1560000000000001,0.8225
2024-05-29,-1.35,0.4920000000000001,0.844
2024-05-30,-2.01,-0.32399999999999995,0.7785
2024-05-31,-1.25,-0.82,0.7825
2024-06-03,-1.0,-1.238,0.7895
2024-06-04,-0.98,-1.318,0.7875
2024-06-05,-0.1,-1.068,0.8354999999999999
2024-06-06,0.62,-0.542,0.9125
2024-06-07,0.82,-0.128,0.9635
2024-06-10,0.88,0.248,0.8889999999999999
2024-06-11,-0.04,0.43599999999999994,0.7885
2024-06-12,-0.07,0.442,0.6514999999999999
2024-06-13,-0.57,0.20400000000000001,0.4539999999999999
2024-06-14,-0.67,-0.094,0.26699999999999996
2024-06-17,-1.34,-0.538,0.06249999999999996
2024-06-18,-1.14,-0.758,-0.12100000000000004
2024-06-20,-3.16,-1.376,-0.37750000000000006
2024-06-21,-1.91,-1.6440000000000001,-0.5765
2024-06-24,-1.68,-1.846,-0.7220000000000001
2024-06-25,-3.3,-2.238,-0.9415000000000001
2024-06-26,-3.01,-2.612,-1.063
2024-06-27,-4.28,-2.836,-1.2095
2024-06-28,-3.9,-3.2340000000000004,-1.3039999999999998
2024-07-01,-5.73,-4.044,-1.528
2024-07-02,-7.06,-4.796,-1.831
2024-07-03,-6.77,-5.548,-2.1205000000000003
2024-07-05,-6.01,-5.894,-2.416
2024-07-08,-6.66,-6.446,-2.7800000000000002
2024-07-09,-7.41,-6.782000000000001,-3.1915
2024-07-10,-6.56,-6.6819999999999995,-3.5635
2024-07-11,-5.57,-6.442,-3.84
2024-07-12,-4.65,-6.17,-4.069
