Date,rate_PFE,rate_VOO_5D,rate_VOO_20D
2024-03-22,-39.96,-39.403999999999996,-40.21
2024-03-25,-39.81,-39.532,-40.145500000000006
2024-03-26,-39.46,-39.55,-40.0325
2024-03-27,-39.04,-39.513999999999996,-39.9145
2024-03-28,-39.11,-39.476,-39.748
2024-04-01,-38.5,-39.184000000000005,-39.591499999999996
2024-04-02,-38.87,-38.996,-39.37949999999999
2024-04-03,-39.59,-39.022000000000006,-39.224000000000004
2024-04-04,-40.83,-39.379999999999995,-39.25
2024-04-05,-40.81,-39.72,-39.232
2024-04-08,-40.98,-40.215999999999994,-39.269
2024-04-09,-40.54,-40.55,-39.408
2024-04-10,-41.56,-40.944,-39.559000000000005
2024-04-11,-41.51,-41.08,-39.730000000000004
2024-04-12,-42.57,-41.432,-39.9445
2024-04-15,-42.46,-41.728,-40.132999999999996
2024-04-16,-42.95,-42.21,-40.322
2024-04-17,-43.54,-42.606,-40.5305
2024-04-18,-43.61,-43.025999999999996,-40.75
2024-04-19,-42.26,-42.964,-40.898
2024-04-22,-41.69,-42.81,-40.984500000000004
2024-04-23,-41.55,-42.53,-41.0715
2024-04-24,-41.66,-42.153999999999996,-41.1815
2024-04-25,-43.9,-42.212,-41.424499999999995
2024-04-26,-43.59,-42.478,-41.6485
2024-04-29,-43.06,-42.751999999999995,-41.87650000000001
2024-04-30,-43.1,-43.062,-42.088
2024-05-01,-38.97,-42.524,-42.057
2024-05-02,-37.84,-41.312,-41.9075
2024-05-03,-37.6,-40.114,-41.747
2024-05-06,-36.84,-38.87,-41.54
2024-05-07,-37.7,-37.790000000000006,-41.398
2024-05-08,-36.59,-37.31400000000001,-41.1495
2024-05-09,-36.79,-37.104,-40.9135
2024-05-10,-37.17,-37.01800000000001,-40.6435
2024-05-13,-36.22,-36.894000000000005,-40.3315
2024-05-14,-36.35,-36.624,-40.0015
2024-05-15,-35.37,-36.379999999999995,-39.593
2024-05-16,-35.15,-36.052,-39.17
2024-05-17,-35.77,-35.772,-38.8455
2024-05-20,-36.02,-35.732,-38.562000000000005
2024-05-21,-35.95,-35.652,-38.282
2024-05-22,-33.63,-35.303999999999995,-37.8805
2024-05-23,-35.66,-35.406000000000006,-37.468500000000006
2024-05-24,-35.24,-35.3,-37.051
2024-05-28,-36.53,-35.402,-36.7245
2024-05-29,-37.6,-35.732000000000006,-36.4495
2024-05-30,-36.75,-36.35600000000001,-36.338499999999996
2024-05-31,-35.73,-36.37,-36.233
2024-06-03,-33.7,-36.062,-36.038
2024-06-04,-33.36,-35.428000000000004,-35.864000000000004
2024-06-05,-33.25,-34.55800000000001,-35.6415
2024-06-06,-34.67,-34.142,-35.5455
2024-06-07,-35.09,-34.013999999999996,-35.4605
2024-06-10,-36.06,-34.486000000000004,-35.404999999999994
2024-06-11,-36.14,-35.042,-35.401
2024-06-12,-36.91,-35.774,-35.429
2024-06-13,-36.94,-36.228,-35.5075
2024-06-14,-37.19,-36.648,-35.609500000000004
2024-06-17,-38.33,-37.102,-35.7375
2024-06-18,-37.39,-37.352,-35.806
2024-06-20,-36.67,-37.303999999999995,-35.842
2024-06-21,-36.67,-37.25,-35.994
2024-06-24,-35.32,-36.876,-35.977000000000004
2024-06-25,-36.15,-36.440000000000005,-36.0225
2024-06-26,-37.42,-36.446,-36.06699999999999
2024-06-27,-36.57,-36.426,-36.0155
2024-06-28,-36.17,-36.326,-35.98649999999999
2024-07-01,-35.05,-36.272000000000006,-35.9525
2024-07-02,-35.92,-36.226,-36.0635
2024-07-03,-36.22,-35.986000000000004,-36.2065
2024-07-05,-35.43,-35.758,-36.3155
2024-07-08,-35.7,-35.664,-36.367000000000004
2024-07-09,-36.18,-35.89,-36.421499999999995
2024-07-10,-34.74,-35.654,-36.3555
2024-07-11,-34.04,-35.218,-36.2505
2024-07-12,-33.45,-34.822,-36.0775
