Date,rate_BAC,rate_VOO,Sector,rate_BLK,rate_C,rate_COIN,rate_JPM,rate_MA,rate_MS,rate_PYPL,rate_V
2022-11-18,-14.36,-10.49,Financial Services,-10.45,-16.42,-69.93,-10.16,-1.65,-7.78,-41.25,0.81
2022-11-21,-14.1,-10.8,Financial Services,-10.15,-16.05,-72.54,-10.57,-3.18,-7.9,-44.17,-1.3
2022-11-22,-13.76,-9.64,Financial Services,-9.25,-15.39,-71.13,-9.54,-1.29,-7.39,-44.66,0.6
2022-11-23,-13.54,-9.09,Financial Services,-8.98,-16.97,-69.7,-8.79,-0.25,-7.16,-44.09,1.26
2022-11-25,-13.37,-9.1,Financial Services,-8.84,-16.9,-70.54,-8.66,0.49,-6.3,-44.54,2.24
2022-11-28,-14.95,-10.5,Financial Services,-10.39,-18.44,-71.7,-9.9,-1.39,-7.19,-44.65,1.04
2022-11-29,-14.66,-10.66,Financial Services,-11.15,-17.9,-71.31,-8.59,-1.8,-6.06,-46.22,-0.0
2022-11-30,-12.88,-7.97,Financial Services,-10.93,-16.57,-69.58,-7.63,1.93,-4.17,-45.69,3.76
2022-12-01,-15.23,-7.76,Financial Services,-10.04,-17.15,-68.22,-8.57,3.1,-4.13,-44.53,3.67
2022-12-02,-16.19,-7.89,Financial Services,-10.99,-17.99,-66.68,-9.19,2.89,-4.97,-47.13,3.97
2022-12-05,-19.49,-9.46,Financial Services,-11.01,-20.47,-67.75,-11.39,1.8,-7.1,-47.83,2.13
2022-12-06,-22.7,-10.72,Financial Services,-11.29,-21.55,-70.16,-11.25,-0.58,-9.35,-48.78,-0.02
2022-12-07,-23.27,-10.89,Financial Services,-11.41,-22.06,-70.93,-11.31,-0.61,-9.57,-47.28,-0.62
2022-12-08,-23.93,-10.21,Financial Services,-12.06,-22.03,-69.89,-10.44,0.43,-8.19,-47.41,-0.01
2022-12-09,-24.06,-10.84,Financial Services,-11.66,-21.75,-71.62,-10.89,-0.22,-7.43,-47.86,-0.2
2022-12-12,-23.3,-9.61,Financial Services,-11.4,-20.25,-70.03,-9.61,2.38,-5.81,-47.7,2.56
2022-12-13,-23.25,-8.96,Financial Services,-9.64,-18.87,-72.71,-9.7,2.14,-4.22,-47.77,1.83
2022-12-14,-24.31,-9.5,Financial Services,-11.13,-19.9,-71.69,-10.13,2.22,-6.44,-48.52,1.96
2022-12-15,-25.47,-11.68,Financial Services,-12.71,-22.2,-73.2,-12.27,-0.46,-9.16,-50.51,-0.59
2022-12-16,-25.63,-12.71,Financial Services,-12.47,-22.66,-74.15,-12.79,-0.55,-10.09,-50.87,-1.07
2022-12-19,-24.81,-13.44,Financial Services,-13.39,-23.37,-75.13,-12.3,-1.64,-11.4,-51.08,-2.05
2022-12-20,-24.51,-13.72,Financial Services,-13.5,-23.57,-75.27,-11.88,-1.2,-11.8,-51.22,-1.79
2022-12-21,-23.39,-12.46,Financial Services,-10.9,-21.86,-75.14,-10.91,-0.48,-10.06,-50.9,-1.11
2022-12-22,-24.05,-13.66,Financial Services,-12.07,-23.27,-75.53,-11.9,-1.57,-10.57,-51.35,-1.94
2022-12-23,-23.87,-13.19,Financial Services,-12.0,-22.8,-74.91,-11.49,-1.03,-10.83,-51.03,-1.57
2022-12-27,-23.73,-13.52,Financial Services,-12.08,-22.58,-76.88,-11.19,-0.36,-11.9,-51.52,-1.35
2022-12-28,-23.18,-14.56,Financial Services,-12.44,-22.18,-76.96,-10.71,-1.46,-12.52,-52.06,-1.97
2022-12-29,-22.33,-13.08,Financial Services,-10.51,-21.26,-75.4,-10.21,0.18,-11.72,-49.96,-0.51
2022-12-30,-22.37,-13.31,Financial Services,-11.43,-21.14,-74.98,-9.63,0.06,-11.94,-49.49,-0.65
2023-01-03,-20.97,-13.32,Financial Services,-10.75,-19.72,-74.45,-8.75,-0.18,-10.97,-46.05,-0.81
2023-01-04,-19.52,-12.72,Financial Services,-9.55,-17.7,-71.5,-7.92,2.09,-10.02,-43.86,1.64
2023-01-05,-19.69,-13.65,Financial Services,-12.07,-18.06,-74.57,-8.61,1.15,-10.77,-44.87,0.93
2023-01-06,-18.89,-11.74,Financial Services,-7.59,-17.09,-74.77,-6.88,5.61,-9.08,-44.72,4.07
2023-01-09,-20.11,-11.8,Financial Services,-5.76,-16.69,-71.01,-7.26,6.55,-9.0,-44.29,4.47
2023-01-10,-19.57,-11.18,Financial Services,-5.24,-15.55,-67.27,-6.43,6.56,-7.67,-43.69,5.65
2023-01-11,-18.96,-10.08,Financial Services,-5.41,-14.64,-66.84,-5.74,8.5,-7.15,-43.24,6.13
2023-01-12,-18.75,-9.75,Financial Services,-5.65,-13.98,-64.01,-5.84,9.06,-6.01,-42.36,6.85
2023-01-13,-16.96,-9.41,Financial Services,-5.64,-12.53,-62.17,-3.47,7.84,-4.84,-42.57,6.58
2023-01-17,-18.63,-9.54,Financial Services,-6.16,-11.85,-59.04,-4.96,7.69,0.77,-42.07,6.55
2023-01-18,-20.51,-10.98,Financial Services,-6.45,-13.38,-62.0,-7.8,5.97,0.25,-44.13,4.88
2023-01-19,-21.66,-11.6,Financial Services,-8.58,-13.49,-62.6,-9.02,5.69,-2.26,-44.53,5.33
2023-01-20,-20.2,-10.01,Financial Services,-7.14,-10.48,-58.27,-8.8,8.06,-0.1,-42.85,7.17
2023-01-23,-19.1,-8.94,Financial Services,-6.37,-8.93,-57.66,-7.33,8.71,0.82,-42.56,7.11
2023-01-24,-18.51,-9.04,Financial Services,-5.88,-9.91,-59.47,-6.53,9.05,-0.86,-42.5,6.97
2023-01-25,-17.81,-9.01,Financial Services,-5.98,-9.07,-60.08,-6.08,9.63,-0.73,-42.84,7.45
2023-01-26,-16.7,-8.06,Financial Services,-5.04,-8.56,-59.88,-5.51,8.39,0.17,-41.62,7.36
2023-01-27,-16.44,-7.8,Financial Services,-5.01,-9.14,-53.58,-5.28,7.61,0.54,-40.89,10.54
2023-01-30,-16.8,-8.93,Financial Services,-6.39,-9.33,-57.51,-6.08,6.91,-0.39,-42.46,9.44
2023-01-31,-16.37,-7.66,Financial Services,-5.01,-8.51,-55.76,-5.52,6.77,1.03,-41.13,9.96
2023-02-01,-14.99,-6.52,Financial Services,-4.49,-8.44,-49.17,-5.64,7.51,1.88,-39.2,10.05
2023-02-02,-14.51,-5.25,Financial Services,-3.52,-8.32,-37.55,-6.06,7.73,2.91,-36.36,9.43
2023-02-03,-13.82,-6.21,Financial Services,-5.14,-10.48,-42.59,-4.65,7.47,3.13,-37.37,9.7
2023-02-06,-13.96,-6.73,Financial Services,-6.9,-10.64,-42.62,-4.11,7.23,2.6,-39.61,9.38
2023-02-07,-13.02,-5.74,Financial Services,-7.09,-10.17,-44.64,-2.96,7.79,2.92,-38.96,10.13
2023-02-08,-13.65,-6.59,Financial Services,-8.43,-10.14,-45.91,-3.63,6.52,2.66,-41.47,9.68
2023-02-09,-15.47,-7.25,Financial Services,-10.12,-12.16,-52.19,-5.11,6.54,1.73,-42.4,9.34
2023-02-10,-15.8,-7.06,Financial Services,-9.2,-11.94,-53.82,-4.7,5.56,2.13,-40.7,8.49
2023-02-13,-15.63,-6.18,Financial Services,-7.56,-10.4,-54.26,-3.68,6.65,3.14,-41.67,9.16
2023-02-14,-15.7,-6.21,Financial Services,-8.51,-9.33,-52.36,-3.26,6.41,4.13,-43.25,9.38
2023-02-15,-15.84,-5.96,Financial Services,-9.12,-8.97,-44.91,-2.86,6.32,4.37,-42.78,9.17
2023-02-16,-16.5,-6.98,Financial Services,-10.48,-9.59,-47.62,-4.18,5.74,3.26,-43.64,7.83
2023-02-17,-16.34,-7.17,Financial Services,-10.1,-9.66,-47.9,-3.9,3.96,3.21,-45.14,6.84
2023-02-21,-18.29,-8.6,Financial Services,-12.59,-12.42,-50.16,-5.64,2.53,1.55,-44.72,5.56
2023-02-22,-18.83,-8.69,Financial Services,-13.61,-12.07,-50.81,-6.36,2.26,1.25,-44.54,5.3
2023-02-23,-18.9,-8.34,Financial Services,-13.07,-11.48,-49.95,-5.61,2.41,1.83,-44.75,5.78
2023-02-24,-19.02,-9.1,Financial Services,-14.09,-11.82,-52.79,-4.77,1.74,1.62,-45.94,5.09
2023-02-27,-19.02,-8.85,Financial Services,-14.14,-11.32,-52.41,-3.95,2.4,0.75,-45.78,5.44
2023-02-28,-18.8,-9.16,Financial Services,-13.36,-10.93,-47.92,-3.15,2.34,0.56,-45.91,5.25
2023-03-01,-18.75,-9.24,Financial Services,-14.12,-9.31,-46.98,-3.61,1.8,0.25,-44.73,4.43
2023-03-02,-20.25,-8.66,Financial Services,-13.48,-9.48,-47.7,-4.58,2.37,0.15,-44.53,4.74
2023-03-03,-18.71,-7.41,Financial Services,-12.37,-7.85,-47.1,-2.88,3.99,2.26,-42.97,6.85
2023-03-06,-18.87,-7.32,Financial Services,-13.19,-8.14,-48.4,-3.43,5.48,2.31,-42.62,8.18
2023-03-07,-21.42,-8.65,Financial Services,-14.86,-10.05,-49.09,-6.22,3.52,0.02,-43.99,6.53
2023-03-08,-22.45,-8.52,Financial Services,-14.9,-10.74,-48.21,-6.77,3.27,-0.14,-43.31,6.07
2023-03-09,-27.18,-10.08,Financial Services,-17.72,-14.35,-52.06,-11.72,1.99,-3.79,-43.24,5.07
2023-03-10,-27.81,-11.27,Financial Services,-19.71,-14.8,-55.69,-9.52,-0.06,-5.91,-45.06,3.29
2023-03-13,-31.93,-11.41,Financial Services,-20.84,-21.04,-51.21,-11.12,-0.73,-7.94,-45.66,2.52
2023-03-14,-31.33,-10.0,Financial Services,-19.37,-16.39,-48.42,-8.86,1.56,-5.93,-45.2,4.49
2023-03-15,-31.97,-10.53,Financial Services,-20.11,-20.9,-46.96,-13.12,0.22,-10.58,-44.7,3.41
2023-03-16,-30.84,-9.06,Financial Services,-19.47,-19.5,-44.31,-11.45,0.2,-8.93,-44.38,3.92
2023-03-17,-33.56,-10.02,Financial Services,-19.5,-21.89,-38.53,-14.76,0.67,-11.81,-45.38,3.89
2023-03-20,-33.72,-9.23,Financial Services,-18.67,-22.17,-38.4,-13.87,0.57,-10.33,-45.22,4.25
2023-03-21,-31.73,-8.08,Financial Services,-16.39,-20.45,-31.23,-11.58,2.05,-7.11,-42.62,6.04
2023-03-22,-33.98,-9.56,Financial Services,-18.08,-22.84,-36.78,-13.84,1.05,-8.36,-44.38,5.14
2023-03-23,-35.57,-9.35,Financial Services,-17.66,-23.3,-45.57,-14.07,2.0,-10.12,-45.7,6.34
2023-03-24,-35.17,-9.13,Financial Services,-18.5,-23.9,-44.33,-15.37,1.22,-12.07,-44.72,5.61
2023-03-27,-31.96,-8.98,Financial Services,-18.08,-20.96,-48.62,-12.96,2.07,-11.35,-45.15,5.97
2023-03-28,-32.84,-9.14,Financial Services,-18.34,-20.19,-48.21,-12.7,1.98,-11.11,-45.6,5.28
2023-03-29,-31.54,-7.87,Financial Services,-17.0,-18.9,-46.37,-12.53,3.45,-9.69,-44.5,6.68
2023-03-30,-32.42,-7.33,Financial Services,-16.53,-18.69,-47.3,-12.79,3.38,-9.83,-44.34,6.23
2023-03-31,-31.7,-6.05,Financial Services,-15.54,-17.25,-44.53,-11.74,4.55,-8.07,-43.19,7.7
2023-04-03,-31.04,-5.56,Financial Services,-15.53,-17.19,-46.71,-11.58,5.29,-8.55,-42.72,9.17
2023-04-04,-32.48,-6.08,Financial Services,-16.42,-18.27,-47.58,-12.74,4.58,-10.96,-42.75,8.54
2023-04-05,-33.29,-6.3,Financial Services,-16.8,-18.83,-49.02,-13.28,4.55,-11.99,-43.97,8.78
2023-04-06,-32.81,-5.95,Financial Services,-16.75,-18.67,-48.48,-13.38,3.9,-11.61,-42.97,7.76
2023-04-10,-32.58,-5.85,Financial Services,-16.33,-17.52,-44.65,-13.1,3.53,-11.8,-43.3,7.96
2023-04-11,-30.74,-5.84,Financial Services,-15.13,-16.32,-41.31,-12.67,4.65,-10.67,-44.0,8.91
2023-04-12,-31.29,-6.21,Financial Services,-15.58,-16.81,-43.24,-12.69,3.99,-10.28,-44.06,8.61
2023-04-13,-31.1,-5.01,Financial Services,-15.0,-16.15,-42.33,-12.36,6.21,-10.05,-42.55,10.91
2023-04-14,-28.8,-5.2,Financial Services,-12.48,-12.17,-41.54,-5.81,6.99,-8.99,-41.79,11.53
2023-04-17,-26.77,-4.88,Financial Services,-11.62,-11.95,-43.34,-5.07,7.08,-6.31,-41.19,11.28
2023-04-18,-26.32,-4.82,Financial Services,-12.15,-11.26,-43.73,-4.01,6.96,-5.73,-41.87,11.34
2023-04-19,-27.52,-4.83,Financial Services,-12.0,-10.69,-46.07,-4.13,7.1,-5.1,-42.7,10.85
2023-04-20,-27.9,-5.36,Financial Services,-11.86,-12.46,-49.34,-4.4,7.72,-5.12,-44.01,11.81
2023-04-21,-27.97,-5.3,Financial Services,-13.75,-13.11,-50.55,-4.59,7.78,-4.41,-43.56,11.55
2023-04-24,-28.24,-5.18,Financial Services,-14.58,-13.11,-54.11,-4.46,7.64,-5.36,-43.48,10.94
2023-04-25,-30.45,-6.43,Financial Services,-16.35,-15.1,-53.44,-6.52,5.89,-7.6,-45.37,9.67
2023-04-26,-31.41,-6.78,Financial Services,-17.45,-16.94,-54.83,-8.17,5.39,-7.2,-45.16,9.09
2023-04-27,-30.33,-5.24,Financial Services,-15.98,-16.64,-54.59,-6.94,7.34,-5.3,-43.49,9.43
2023-04-28,-29.39,-4.56,Financial Services,-14.94,-16.57,-54.91,-6.14,9.13,-5.6,-42.18,10.93
2023-05-01,-29.33,-4.51,Financial Services,-15.61,-15.91,-56.72,-4.05,8.89,-7.57,-41.95,10.61
2023-05-02,-31.44,-5.49,Financial Services,-17.02,-18.1,-55.73,-5.35,7.83,-9.27,-44.08,8.22
2023-05-03,-32.15,-6.08,Financial Services,-18.13,-18.68,-58.1,-7.03,7.51,-10.86,-44.73,7.79
2023-05-04,-34.23,-6.71,Financial Services,-19.45,-20.03,-57.49,-8.09,7.85,-13.08,-44.44,7.62
2023-05-05,-32.51,-5.15,Financial Services,-17.88,-17.54,-49.93,-6.6,10.23,-10.73,-42.05,10.29
2023-05-08,-32.56,-5.11,Financial Services,-18.04,-17.47,-50.05,-6.41,10.47,-11.19,-41.64,10.49
2023-05-09,-32.63,-5.5,Financial Services,-18.97,-17.19,-48.26,-6.82,9.74,-11.26,-48.98,10.95
2023-05-10,-33.45,-5.1,Financial Services,-19.75,-17.45,-46.2,-6.78,9.63,-11.93,-50.91,10.05
2023-05-11,-33.28,-5.23,Financial Services,-18.18,-18.05,-48.14,-7.05,9.87,-13.07,-50.3,9.94
2023-05-12,-34.01,-5.35,Financial Services,-17.8,-19.07,-50.7,-8.27,9.46,-13.32,-52.2,10.1
2023-05-15,-32.66,-5.04,Financial Services,-17.84,-18.01,-47.79,-7.56,9.88,-12.73,-51.77,10.75
2023-05-16,-33.36,-5.65,Financial Services,-19.18,-19.38,-50.25,-8.16,9.11,-13.87,-52.89,9.67
2023-05-17,-30.43,-4.56,Financial Services,-17.12,-16.19,-47.56,-5.46,10.74,-11.73,-52.38,10.68
2023-05-18,-30.67,-3.65,Financial Services,-14.83,-17.41,-48.22,-4.77,11.95,-11.13,-52.53,11.11
2023-05-19,-31.54,-3.8,Financial Services,-15.15,-18.62,-51.18,-4.98,10.4,-13.47,-52.79,10.98
2023-05-22,-30.99,-3.74,Financial Services,-14.58,-18.47,-47.53,-5.73,10.15,-13.44,-51.18,10.04
2023-05-23,-30.4,-4.8,Financial Services,-15.79,-18.26,-49.21,-6.69,7.31,-13.06,-51.97,6.91
2023-05-24,-31.57,-5.51,Financial Services,-16.59,-20.78,-49.84,-7.53,5.92,-14.54,-52.12,5.82
2023-05-25,-31.4,-4.7,Financial Services,-15.91,-21.24,-51.12,-7.31,6.33,-12.68,-53.99,6.34
2023-05-26,-31.06,-3.48,Financial Services,-14.47,-20.58,-51.07,-6.46,7.47,-11.74,-53.34,7.11
2023-05-30,-31.18,-3.45,Financial Services,-14.31,-20.41,-47.45,-6.11,5.66,-12.24,-51.93,5.53
2023-05-31,-32.32,-3.96,Financial Services,-16.27,-21.08,-46.57,-7.28,5.01,-13.98,-51.98,5.24
2023-06-01,-31.67,-2.99,Financial Services,-14.58,-19.74,-44.45,-5.91,6.41,-13.37,-50.09,7.64
2023-06-02,-29.42,-1.6,Financial Services,-12.98,-17.13,-43.62,-3.98,7.19,-11.0,-49.39,8.71
2023-06-05,-29.84,-1.79,Financial Services,-13.64,-17.28,-48.64,-4.91,6.3,-11.64,-48.96,7.76
2023-06-06,-28.15,-1.59,Financial Services,-12.61,-15.53,-54.79,-4.74,8.94,-9.41,-48.56,8.45
2023-06-07,-27.54,-1.91,Financial Services,-13.43,-14.13,-53.36,-3.83,6.54,-8.74,-49.33,7.05
2023-06-08,-28.15,-1.33,Financial Services,-13.14,-13.97,-51.94,-3.8,5.48,-8.94,-49.17,6.01
2023-06-09,-28.05,-1.17,Financial Services,-12.67,-13.61,-53.34,-3.61,5.94,-9.05,-49.76,6.25
2023-06-12,-28.39,-0.27,Financial Services,-12.92,-13.34,-55.7,-3.62,7.64,-7.76,-49.57,7.48
2023-06-13,-27.73,0.38,Financial Services,-12.1,-12.92,-54.1,-2.92,6.53,-6.87,-49.71,6.17
2023-06-14,-28.42,0.45,Financial Services,-11.68,-13.72,-52.8,-3.28,7.48,-7.19,-49.68,6.19
2023-06-15,-27.81,1.72,Financial Services,-9.38,-13.15,-52.49,-2.19,8.69,-6.06,-47.91,7.48
2023-06-16,-28.25,1.35,Financial Services,-10.42,-13.81,-51.33,-2.08,7.98,-7.07,-47.45,8.77
2023-06-20,-29.03,0.89,Financial Services,-11.87,-14.84,-50.02,-2.57,7.44,-8.5,-45.52,7.62
2023-06-21,-29.77,0.35,Financial Services,-12.1,-15.2,-49.15,-2.72,7.87,-8.91,-46.07,7.99
2023-06-22,-31.26,0.71,Financial Services,-13.29,-16.59,-49.68,-4.58,8.34,-10.85,-45.77,8.53
2023-06-23,-31.78,-0.04,Financial Services,-13.16,-17.67,-46.22,-5.08,8.91,-11.82,-47.05,9.07
2023-06-26,-30.94,-0.45,Financial Services,-13.19,-17.28,-45.81,-4.85,8.23,-11.81,-47.44,7.54
2023-06-27,-30.57,0.64,Financial Services,-12.64,-17.0,-38.89,-4.84,9.47,-10.92,-47.61,8.03
2023-06-28,-30.99,0.69,Financial Services,-12.57,-17.3,-38.14,-5.26,9.03,-11.39,-47.77,8.32
2023-06-29,-29.54,0.68,Financial Services,-12.2,-17.19,-36.67,-1.96,11.13,-10.07,-47.9,11.32
2023-06-30,-29.47,1.85,Financial Services,-11.84,-17.64,-37.44,-0.59,12.72,-9.9,-47.22,12.82
2023-07-03,-27.64,2.0,Financial Services,-11.31,-16.05,-29.52,0.2,12.64,-8.66,-45.2,12.78
2023-07-05,-27.94,1.78,Financial Services,-11.4,-15.95,-30.89,-1.13,12.85,-9.17,-44.61,13.46
2023-07-06,-29.89,0.97,Financial Services,-12.9,-18.46,-31.11,-2.1,12.41,-11.87,-46.74,13.2
2023-07-07,-29.28,0.74,Financial Services,-12.47,-17.83,-30.57,-1.33,11.16,-11.84,-46.23,12.08
2023-07-10,-28.96,1.01,Financial Services,-10.99,-17.95,-28.41,-0.79,12.14,-11.8,-44.27,12.87
2023-07-11,-28.08,1.65,Financial Services,-9.27,-16.42,-21.49,0.75,13.49,-10.17,-43.21,13.82
2023-07-12,-27.24,2.44,Financial Services,-7.33,-14.9,-24.28,1.25,14.19,-9.32,-43.23,14.48
2023-07-13,-26.48,3.26,Financial Services,-5.63,-14.37,-5.92,1.73,14.16,-8.85,-41.8,14.92
2023-07-14,-27.85,3.18,Financial Services,-7.08,-17.81,-7.4,2.34,14.63,-9.3,-42.03,14.86
2023-07-17,-27.14,3.53,Financial Services,-7.1,-16.9,-7.19,4.79,14.55,-8.69,-40.93,15.19
2023-07-18,-23.93,4.31,Financial Services,-5.74,-15.54,-7.9,4.98,13.49,-2.83,-40.23,13.91
2023-07-19,-21.89,4.53,Financial Services,-4.71,-14.65,-3.77,5.38,13.52,-1.55,-40.35,14.17
2023-07-20,-21.49,3.86,Financial Services,-4.27,-14.84,-10.38,6.67,13.47,-0.87,-41.3,13.45
2023-07-21,-20.78,3.87,Financial Services,-4.23,-15.49,-10.7,5.85,13.32,-0.65,-41.33,13.3
2023-07-24,-19.12,4.3,Financial Services,-3.57,-14.4,-12.17,7.93,15.23,0.04,-40.77,13.89
2023-07-25,-20.36,4.56,Financial Services,-4.87,-15.42,-12.99,7.13,14.59,-0.22,-41.26,13.0
2023-07-26,-19.72,4.58,Financial Services,-5.22,-14.7,-11.53,7.77,14.79,-1.15,-40.94,12.31
2023-07-27,-20.85,3.99,Financial Services,-6.95,-14.0,-16.5,6.58,13.34,-1.98,-41.9,11.15
2023-07-28,-20.98,4.84,Financial Services,-5.81,-14.84,-15.04,7.19,13.06,-3.22,-40.57,11.72
2023-07-31,-20.73,5.01,Financial Services,-5.75,-14.4,-12.34,7.9,13.3,-3.23,-39.32,12.59
2023-08-01,-21.1,4.66,Financial Services,-6.43,-15.15,-15.1,7.3,13.68,-3.8,-38.72,13.25
2023-08-02,-21.98,3.53,Financial Services,-8.21,-16.48,-17.61,6.29,12.06,-5.48,-40.17,12.26
2023-08-03,-21.53,3.31,Financial Services,-9.09,-16.66,-17.39,6.83,12.75,-5.66,-45.81,12.79
2023-08-04,-21.76,2.92,Financial Services,-9.07,-17.54,-19.71,6.64,12.37,-6.03,-46.7,12.89
2023-08-07,-20.56,3.63,Financial Services,-8.8,-17.32,-20.63,7.06,13.63,-5.73,-45.66,14.01
2023-08-08,-21.64,3.32,Financial Services,-10.26,-18.22,-19.32,6.64,12.89,-6.21,-46.37,13.24
2023-08-09,-22.36,2.85,Financial Services,-10.72,-19.19,-21.64,5.63,12.99,-6.92,-47.04,13.41
2023-08-10,-22.22,2.89,Financial Services,-10.26,-19.32,-22.24,5.52,13.68,-6.86,-46.6,13.55
2023-08-11,-21.6,2.83,Financial Services,-10.39,-19.01,-23.74,5.95,13.25,-6.81,-47.32,13.5
2023-08-14,-22.23,3.23,Financial Services,-10.64,-19.64,-23.86,6.1,13.97,-7.1,-46.32,14.5
2023-08-15,-23.91,2.44,Financial Services,-12.37,-20.75,-24.88,4.28,13.18,-7.95,-48.48,13.51
2023-08-16,-25.02,1.94,Financial Services,-12.42,-21.46,-25.0,3.99,13.17,-8.08,-48.36,13.33
2023-08-17,-25.03,1.39,Financial Services,-12.27,-21.68,-27.15,3.27,12.83,-8.22,-48.97,12.72
2023-08-18,-25.32,1.45,Financial Services,-12.59,-21.94,-28.64,3.43,12.75,-8.88,-48.5,12.97
2023-08-21,-25.25,1.9,Financial Services,-12.48,-22.17,-27.33,3.66,12.94,-9.34,-48.45,13.39
2023-08-22,-26.46,1.71,Financial Services,-12.96,-23.46,-27.57,2.24,13.82,-10.25,-47.61,13.74
2023-08-23,-26.45,2.43,Financial Services,-11.87,-23.39,-25.73,2.69,14.43,-9.96,-47.16,14.29
2023-08-24,-26.16,1.53,Financial Services,-12.35,-23.39,-28.36,2.63,13.79,-9.92,-47.76,13.39
2023-08-25,-26.36,1.97,Financial Services,-12.11,-23.19,-27.98,2.54,14.78,-10.08,-47.49,14.38
2023-08-28,-25.92,2.41,Financial Services,-11.85,-23.09,-28.33,2.78,15.64,-9.25,-47.21,14.77
2023-08-29,-25.22,3.38,Financial Services,-10.84,-22.6,-21.25,3.33,16.04,-8.41,-46.74,15.25
2023-08-30,-25.44,3.66,Financial Services,-10.44,-23.03,-21.81,3.06,16.25,-8.62,-46.21,15.53
2023-08-31,-26.07,3.58,Financial Services,-10.04,-23.13,-24.53,2.21,16.13,-8.7,-46.73,15.36
2023-09-01,-25.04,3.65,Financial Services,-9.38,-22.31,-25.07,2.39,16.09,-8.1,-45.22,15.8
2023-09-05,-25.6,3.35,Financial Services,-10.23,-22.59,-25.38,1.66,15.71,-8.74,-45.13,14.95
2023-09-06,-26.15,2.76,Financial Services,-10.41,-22.58,-24.95,1.52,16.02,-9.35,-45.79,15.27
2023-09-07,-26.77,2.49,Financial Services,-10.77,-23.67,-21.65,0.73,16.35,-9.66,-46.7,15.68
2023-09-08,-26.2,2.62,Financial Services,-10.82,-23.92,-21.38,0.8,16.4,-8.55,-47.25,15.74
2023-09-11,-25.9,3.26,Financial Services,-10.18,-23.92,-22.73,1.22,16.8,-10.0,-46.47,15.72
2023-09-12,-24.65,2.72,Financial Services,-10.01,-21.92,-22.07,2.51,16.71,-7.86,-45.73,15.75
2023-09-13,-24.88,2.84,Financial Services,-10.02,-20.66,-23.44,2.55,16.72,-6.07,-45.7,15.97
2023-09-14,-24.07,3.7,Financial Services,-8.84,-19.25,-20.07,4.49,16.07,-4.16,-44.35,13.3
2023-09-15,-24.98,2.45,Financial Services,-10.0,-20.04,-21.29,4.19,16.28,-4.85,-44.55,13.12
2023-09-18,-25.19,2.56,Financial Services,-10.31,-20.17,-21.8,4.4,16.9,-4.53,-45.62,14.63
2023-09-19,-25.47,2.36,Financial Services,-11.06,-20.09,-25.1,4.27,16.35,-4.75,-46.26,14.15
2023-09-20,-25.73,1.42,Financial Services,-11.74,-20.8,-26.48,3.83,15.88,-6.2,-47.39,13.39
2023-09-21,-27.01,-0.2,Financial Services,-13.58,-21.89,-28.61,3.04,14.78,-8.6,-49.3,11.07
2023-09-22,-28.06,-0.44,Financial Services,-14.68,-23.35,-31.89,2.06,14.61,-10.29,-49.93,10.39
2023-09-25,-28.17,-0.03,Financial Services,-15.0,-23.16,-31.14,2.56,14.65,-10.56,-49.1,9.63
2023-09-26,-29.28,-1.48,Financial Services,-16.36,-24.65,-32.31,1.5,13.1,-11.48,-49.04,7.93
2023-09-27,-29.02,-1.46,Financial Services,-16.78,-24.2,-31.36,2.09,13.12,-12.04,-50.4,7.87
2023-09-28,-28.27,-1.26,Financial Services,-16.55,-22.83,-27.89,3.35,13.98,-11.46,-49.68,8.85
2023-09-29,-28.74,-1.49,Financial Services,-16.39,-22.96,-27.97,1.57,13.22,-12.02,-49.44,8.1
2023-10-02,-29.91,-1.47,Financial Services,-16.5,-23.67,-27.22,0.69,12.95,-13.11,-48.4,8.51
2023-10-03,-31.95,-2.77,Financial Services,-18.71,-24.85,-29.9,-0.04,11.76,-15.65,-49.49,7.38
2023-10-04,-31.87,-2.07,Financial Services,-17.32,-24.95,-28.96,0.4,12.43,-14.51,-48.4,8.48
2023-10-05,-31.56,-2.15,Financial Services,-16.84,-24.82,-27.87,0.09,12.54,-14.45,-49.33,9.52
2023-10-06,-31.53,-1.01,Financial Services,-15.84,-23.54,-24.23,1.6,13.48,-13.19,-49.08,10.23
2023-10-09,-30.91,-0.36,Financial Services,-16.43,-23.22,-23.62,1.37,12.67,-13.64,-48.92,9.95
2023-10-10,-29.09,0.14,Financial Services,-16.64,-21.91,-23.12,1.98,14.17,-13.4,-49.13,10.95
2023-10-11,-29.07,0.56,Financial Services,-16.55,-21.75,-25.29,2.33,14.02,-14.72,-48.82,10.53
2023-10-12,-29.38,-0.03,Financial Services,-17.36,-21.75,-27.36,2.1,14.05,-15.89,-50.31,11.04
2023-10-13,-29.74,-0.55,Financial Services,-18.43,-21.93,-29.04,3.61,13.55,-15.91,-50.84,11.45
2023-10-16,-29.15,0.47,Financial Services,-17.45,-22.83,-27.34,3.51,14.38,-14.9,-49.75,12.56
2023-10-17,-27.5,0.48,Financial Services,-17.37,-22.36,-25.18,3.29,14.55,-13.18,-49.61,13.08
2023-10-18,-28.31,-0.85,Financial Services,-19.81,-23.73,-28.57,2.16,12.21,-19.04,-50.8,11.35
2023-10-19,-29.22,-1.68,Financial Services,-19.08,-24.5,-29.36,1.73,10.75,-21.15,-51.67,9.65
