Date,rate_VTI,rate_VOO_5D,rate_VOO_20D
2024-04-01,15.42,15.357999999999999,14.4465
2024-04-02,14.46,15.242,14.4815
2024-04-03,14.62,15.191999999999998,14.5815
2024-04-04,13.38,14.728,14.588
2024-04-05,14.41,14.457999999999998,14.594
2024-04-08,14.53,14.280000000000001,14.6375
2024-04-09,14.69,14.325999999999999,14.6975
2024-04-10,13.47,14.095999999999998,14.65
2024-04-11,14.2,14.26,14.645
2024-04-12,12.64,13.906,14.579999999999998
2024-04-15,11.34,13.268,14.478
2024-04-16,11.01,12.532,14.336000000000002
2024-04-17,10.38,11.914,14.132499999999999
2024-04-18,10.16,11.106,13.864999999999998
2024-04-19,9.32,10.442000000000002,13.534
2024-04-22,10.36,10.246,13.288
2024-04-23,11.66,10.376000000000001,13.119
2024-04-24,11.68,10.636,12.9595
2024-04-25,11.16,10.835999999999999,12.7325
2024-04-26,12.18,11.408000000000001,12.5535
2024-04-29,12.61,11.858,12.413
2024-04-30,10.78,11.681999999999999,12.229000000000001
2024-05-01,10.33,11.412,12.0145
2024-05-02,11.44,11.468,11.9175
2024-05-03,12.73,11.578,11.8335
2024-05-06,13.91,11.838000000000001,11.8025
2024-05-07,14.01,12.484,11.7685
2024-05-08,13.93,13.204000000000002,11.7915
2024-05-09,14.59,13.834,11.811
2024-05-10,14.7,14.228,11.914
2024-05-13,14.76,14.398,12.085
2024-05-14,15.31,14.657999999999998,12.3
2024-05-15,16.72,15.216,12.616999999999999
2024-05-16,16.4,15.577999999999998,12.928999999999998
2024-05-17,16.57,15.951999999999998,13.2915
2024-05-20,16.69,16.338,13.607999999999999
2024-05-21,16.92,16.66,13.871
2024-05-22,16.53,16.622000000000003,14.113500000000002
2024-05-23,15.55,16.452,14.332999999999998
2024-05-24,16.38,16.413999999999998,14.542999999999997
2024-05-28,16.38,16.351999999999997,14.7315
2024-05-29,15.43,16.054,14.963999999999999
2024-05-30,14.87,15.722,15.190999999999999
2024-05-31,15.75,15.762,15.4065
2024-06-03,15.52,15.59,15.546000000000001
2024-06-04,15.51,15.416,15.626000000000001
2024-06-05,16.9,15.709999999999999,15.770499999999998
2024-06-06,16.8,16.096,15.914000000000001
2024-06-07,16.58,16.262,16.0135
2024-06-10,16.97,16.552,16.127000000000002
2024-06-11,17.16,16.881999999999998,16.247
2024-06-12,18.25,17.151999999999997,16.394
2024-06-13,18.31,17.454,16.473499999999998
2024-06-14,18.22,17.782,16.564500000000002
2024-06-17,19.11,18.21,16.691499999999998
2024-06-18,19.4,18.657999999999998,16.827
2024-06-20,19.11,18.83,16.936500000000002
2024-06-21,18.93,18.954,17.056499999999996
2024-06-24,18.73,19.056,17.2155
2024-06-25,19.06,19.046,17.3495
2024-06-26,19.05,18.976,17.483
2024-06-27,19.3,19.014000000000003,17.6765
2024-06-28,18.6,18.948,17.863
2024-07-01,18.49,18.9,18.0
2024-07-02,19.03,18.894,18.1755
2024-07-03,19.42,18.968,18.371
2024-07-05,19.91,19.09,18.5215
2024-07-08,20.04,19.378,18.683500000000002
2024-07-09,20.02,19.684000000000005,18.8555
2024-07-10,20.94,20.066000000000003,19.054
2024-07-11,20.51,20.284,19.2215
2024-07-12,21.14,20.53,19.366
