Date,rate_AMZN,rate_AMZN_5D,rate_AMZN_20D,rate_VOO,rate_VOO_5D,rate_VOO_20D
2023-04-24,-22.39,-23.473999999999997,-25.5285,-5.18,-5.098000000000001,-6.087
2023-04-25,-25.03,-23.434,-25.337,-6.43,-5.42,-5.9595
2023-04-26,-23.28,-23.334,-25.029,-6.78,-5.8100000000000005,-5.841500000000001
2023-04-27,-19.77,-22.462,-24.654,-5.24,-5.786,-5.71
2023-04-28,-22.94,-22.682000000000002,-24.500999999999998,-4.56,-5.638,-5.5715
2023-05-01,-24.87,-23.178000000000004,-24.491,-4.51,-5.504,-5.4944999999999995
2023-05-02,-23.73,-22.918,-24.419999999999998,-5.49,-5.316,-5.4910000000000005
2023-05-03,-23.71,-23.004,-24.4035,-6.08,-5.176,-5.4910000000000005
2023-05-04,-23.46,-23.741999999999997,-24.272,-6.71,-5.47,-5.5115
2023-05-05,-22.26,-23.606,-24.115000000000002,-5.15,-5.588,-5.471500000000001
2023-05-08,-22.14,-23.06,-23.956,-5.11,-5.708,-5.4345
2023-05-09,-21.57,-22.628000000000004,-23.687,-5.5,-5.71,-5.4174999999999995
2023-05-10,-18.97,-21.68,-23.2125,-5.1,-5.514,-5.362
2023-05-11,-17.52,-20.492,-22.8305,-5.23,-5.218000000000001,-5.372999999999999
2023-05-12,-18.92,-19.824,-22.5225,-5.35,-5.258,-5.3805000000000005
2023-05-15,-18.24,-19.044,-22.189,-5.04,-5.244,-5.3885
2023-05-16,-16.63,-18.056,-21.759,-5.65,-5.274,-5.430000000000001
2023-05-17,-15.1,-17.282000000000004,-21.325,-4.56,-5.166,-5.416500000000001
2023-05-18,-13.16,-16.41,-20.776500000000002,-3.65,-4.85,-5.331
2023-05-19,-14.55,-15.535999999999998,-20.412,-3.8,-4.54,-5.255999999999999
2023-05-22,-15.45,-14.978,-20.065,-3.74,-4.28,-5.184
2023-05-23,-15.47,-14.746,-19.587,-4.8,-4.109999999999999,-5.1025
2023-05-24,-14.18,-14.562000000000001,-19.131999999999998,-5.51,-4.3,-5.039
2023-05-25,-15.46,-15.022,-18.916500000000003,-4.7,-4.51,-5.012
2023-05-26,-11.73,-14.458000000000002,-18.356,-3.48,-4.446,-4.958
2023-05-30,-10.6,-13.488,-17.642500000000002,-3.45,-4.388,-4.905
2023-05-31,-11.39,-12.672,-17.0255,-3.96,-4.220000000000001,-4.8285
2023-06-01,-9.58,-11.752,-16.319000000000003,-2.99,-3.716,-4.674
2023-06-02,-8.51,-10.362,-15.5715,-1.6,-3.096,-4.4185
2023-06-05,-7.75,-9.565999999999999,-14.846,-1.79,-2.758,-4.250500000000001
2023-06-06,-6.79,-8.804,-14.0785,-1.59,-2.386,-4.0745
2023-06-07,-10.72,-8.67,-13.536000000000001,-1.91,-1.9760000000000002,-3.8950000000000005
2023-06-08,-8.52,-8.457999999999998,-13.013499999999999,-1.33,-1.6440000000000001,-3.7065000000000006
2023-06-09,-9.12,-8.58,-12.5935,-1.17,-1.558,-3.5035000000000003
2023-06-12,-6.82,-8.394,-11.988499999999998,-0.27,-1.254,-3.2495
2023-06-13,-6.76,-8.388,-11.4145,0.38,-0.86,-2.9785
2023-06-14,-6.91,-7.6259999999999994,-10.9285,0.45,-0.388,-2.6735
2023-06-15,-6.48,-7.218000000000001,-10.497499999999999,1.72,0.22200000000000003,-2.3594999999999997
2023-06-16,-7.49,-6.892,-10.214,1.35,0.7260000000000001,-2.1095
2023-06-20,-7.31,-6.99,-9.852,0.89,0.958,-1.875
2023-06-21,-7.9,-7.218000000000001,-9.4745,0.35,0.9520000000000002,-1.6705
2023-06-22,-4.59,-6.7540000000000004,-8.9305,0.71,1.004,-1.395
2023-06-23,-5.1,-6.478,-8.4765,-0.04,0.652,-1.1215
2023-06-26,-6.35,-6.249999999999999,-8.020999999999999,-0.45,0.292,-0.909
2023-06-27,-5.09,-5.805999999999999,-7.689,0.64,0.242,-0.7030000000000001
2023-06-28,-5.19,-5.264,-7.4185,0.69,0.30999999999999994,-0.496
2023-06-29,-5.96,-5.538,-7.147,0.68,0.304,-0.26400000000000007
2023-06-30,-4.3,-5.378,-6.883,1.85,0.682,-0.022
2023-07-03,-4.3,-4.968,-6.672500000000001,2.0,1.1720000000000002,0.158
2023-07-05,-4.2,-4.790000000000001,-6.495,1.78,1.4,0.3365
2023-07-06,-5.42,-4.836,-6.4265,0.97,1.456,0.46449999999999997
2023-07-07,-4.56,-4.555999999999999,-6.1185,0.74,1.468,0.597
2023-07-10,-6.15,-4.926,-6.0,1.01,1.3,0.7140000000000001
2023-07-11,-5.05,-5.0760000000000005,-5.7965,1.65,1.23,0.8550000000000001
2023-07-12,-3.7,-4.976,-5.6405,2.44,1.3619999999999999,0.9904999999999999
2023-07-13,-1.36,-4.164,-5.370500000000001,3.26,1.8199999999999998,1.1345
2023-07-14,-1.11,-3.474,-5.0805,3.18,2.308,1.2710000000000001
2023-07-17,-1.85,-2.614,-4.848999999999999,3.53,2.812,1.3615
2023-07-18,-2.37,-2.0780000000000003,-4.593,4.31,3.344,1.5095
2023-07-19,-0.59,-1.456,-4.257,4.53,3.7619999999999996,1.6915
2023-07-20,-4.38,-2.06,-4.081,3.86,3.882,1.8669999999999998
2023-07-21,-4.35,-2.7079999999999997,-4.069,3.87,4.0200000000000005,2.025
2023-07-24,-5.19,-3.376,-4.0735,4.3,4.1739999999999995,2.242
2023-07-25,-4.95,-3.8920000000000003,-4.0035,4.56,4.224,2.4925
2023-07-26,-5.65,-4.904,-4.031499999999999,4.58,4.234,2.6895
2023-07-27,-5.58,-5.144,-4.051,3.99,4.26,2.8545000000000003
2023-07-28,-2.75,-4.824,-3.8905000000000003,4.84,4.454,3.0625
2023-07-31,-1.69,-4.124,-3.7600000000000002,5.01,4.595999999999999,3.2205
2023-08-01,-3.07,-3.7479999999999998,-3.6985,4.66,4.616,3.3534999999999995
2023-08-02,-5.54,-3.7260000000000004,-3.7655000000000003,3.53,4.406000000000001,3.441
2023-08-03,-5.04,-3.618,-3.7465,3.31,4.27,3.558
2023-08-04,2.52,-2.5639999999999996,-3.3925000000000005,2.92,3.886,3.6670000000000003
2023-08-07,4.4,-1.3459999999999996,-2.865,3.63,3.6100000000000003,3.7979999999999996
2023-08-08,3.17,-0.09799999999999986,-2.4539999999999997,3.32,3.342,3.8815
2023-08-09,2.03,1.416,-2.1675,2.85,3.2060000000000004,3.9019999999999997
2023-08-10,2.42,2.9080000000000004,-1.9785,2.89,3.1220000000000003,3.8835
2023-08-11,2.34,2.872,-1.8059999999999998,2.83,3.104,3.8659999999999997
2023-08-14,3.51,2.694,-1.538,3.23,3.024,3.851
2023-08-15,2.05,2.4699999999999998,-1.3170000000000002,2.44,2.848,3.7574999999999994
2023-08-16,0.74,2.212,-1.2505,1.94,2.666,3.6279999999999992
2023-08-17,0.2,1.768,-1.0215,1.39,2.366,3.5044999999999993
2023-08-18,-0.18,1.264,-0.8130000000000001,1.45,2.09,3.3835
2023-08-21,0.55,0.6719999999999999,-0.526,1.9,1.8239999999999998,3.2634999999999996
2023-08-22,0.33,0.328,-0.262,1.71,1.6780000000000002,3.1209999999999996
2023-08-23,0.97,0.374,0.069,2.43,1.7759999999999998,3.0134999999999996
2023-08-24,-0.87,0.16000000000000003,0.3045,1.53,1.8039999999999998,2.8905
2023-08-25,-0.16,0.164,0.434,1.97,1.908,2.747
2023-08-28,-0.22,0.010000000000000009,0.5075,2.41,2.0100000000000002,2.617
2023-08-29,0.66,0.07600000000000001,0.694,3.38,2.3440000000000003,2.553
2023-08-30,0.74,0.030000000000000027,1.008,3.66,2.59,2.5595
2023-08-31,2.21,0.646,1.3705,3.58,3.0,2.573
2023-09-01,2.22,1.122,1.3555,3.65,3.336,2.6094999999999997
2023-09-05,1.81,1.528,1.226,3.35,3.524,2.5955
2023-09-06,0.63,1.522,1.099,2.76,3.4,2.5675
2023-09-07,2.32,1.8380000000000003,1.1135,2.49,3.166,2.5495
2023-09-08,2.59,1.9140000000000001,1.1219999999999999,2.62,2.974,2.5360000000000005
2023-09-11,6.04,2.678,1.307,3.26,2.896,2.5575
2023-09-12,4.68,3.252,1.3655000000000002,2.72,2.77,2.532
2023-09-13,7.3,4.586,1.6280000000000001,2.84,2.786,2.5520000000000005
2023-09-14,7.21,5.564,1.9515,3.7,3.028,2.6399999999999997
2023-09-15,4.08,5.862,2.1454999999999997,2.45,2.9939999999999998,2.693
2023-09-18,3.78,5.41,2.3434999999999997,2.56,2.854,2.7485
2023-09-19,2.06,4.886,2.419,2.36,2.782,2.7715000000000005
2023-09-20,0.35,3.496,2.4200000000000004,1.42,2.498,2.757
2023-09-21,-4.01,1.2519999999999998,2.171,-0.2,1.718,2.6255
2023-09-22,-4.16,-0.3960000000000001,2.0065,-0.44,1.1400000000000001,2.527
2023-09-25,-2.59,-1.67,1.8849999999999998,-0.03,0.622,2.4270000000000005
2023-09-26,-6.48,-3.378,1.5719999999999998,-1.48,-0.146,2.2325
2023-09-27,-6.48,-4.744000000000001,1.2149999999999999,-1.46,-0.722,1.9904999999999997
2023-09-28,-6.48,-5.238,0.8539999999999999,-1.26,-0.9339999999999999,1.7445
2023-09-29,-5.64,-5.534000000000001,0.4615,-1.49,-1.1440000000000001,1.491
2023-10-02,-3.84,-5.784000000000001,0.15849999999999995,-1.47,-1.432,1.2349999999999999
2023-10-03,-7.31,-5.95,-0.29750000000000004,-2.77,-1.69,0.929
2023-10-04,-5.65,-5.784000000000001,-0.6115,-2.07,-1.812,0.6875
2023-10-05,-6.41,-5.7700000000000005,-1.048,-2.15,-1.9899999999999998,0.45549999999999996
2023-10-06,-4.94,-5.63,-1.4245,-1.01,-1.8939999999999997,0.274
2023-10-09,-4.72,-5.806,-1.9625,-0.36,-1.672,0.09300000000000001
2023-10-10,-3.82,-5.108,-2.3875,0.14,-1.0899999999999999,-0.03599999999999999
2023-10-11,-2.09,-4.396,-2.857,0.56,-0.564,-0.14999999999999997
2023-10-12,-1.72,-3.4579999999999997,-3.3035000000000005,-0.03,-0.13999999999999999,-0.33649999999999997
2023-10-13,-3.6,-3.19,-3.6875,-0.55,-0.048,-0.48650000000000004
2023-10-16,-1.56,-2.558,-3.9545000000000003,0.47,0.118,-0.591
2023-10-17,-2.36,-2.2659999999999996,-4.1755,0.48,0.186,-0.6849999999999999
2023-10-18,-4.83,-2.814,-4.4345,-0.85,-0.09600000000000002,-0.7985
2023-10-19,-4.63,-3.396,-4.4655000000000005,-1.68,-0.426,-0.8724999999999999
2023-10-20,-7.02,-4.08,-4.6085,-2.89,-0.8940000000000001,-0.9949999999999999
2023-10-23,-5.99,-4.965999999999999,-4.778499999999999,-3.06,-1.6,-1.1465
2023-10-24,-4.51,-5.396,-4.680000000000001,-2.34,-2.164,-1.1895
2023-10-25,-9.81,-6.392,-4.846500000000001,-3.7,-2.7340000000000004,-1.3015
2023-10-26,-11.16,-7.698,-5.0805,-4.87,-3.372,-1.482
2023-10-27,-5.12,-7.3180000000000005,-5.0545,-5.28,-3.85,-1.6715
2023-10-30,-1.44,-6.4079999999999995,-4.9345,-4.16,-4.069999999999999,-1.8060000000000003
2023-10-31,-1.16,-5.738,-4.627,-3.59,-4.319999999999999,-1.847
2023-11-01,1.7,-3.436000000000001,-4.2595,-2.49,-4.078,-1.8679999999999999
2023-11-02,2.47,-0.71,-3.8155,-0.7,-3.2439999999999998,-1.7954999999999999
2023-11-03,2.86,0.8859999999999999,-3.4254999999999995,0.19,-2.15,-1.7355
2023-11-06,3.69,1.9119999999999997,-3.005,0.38,-1.242,-1.6985000000000003
2023-11-07,5.86,3.316,-2.521,0.65,-0.394,-1.673
2023-11-08,5.4,4.056,-2.1465,0.73,0.25,-1.6644999999999999
2023-11-09,4.32,4.426,-1.8445,-0.01,0.388,-1.6635000000000002
2023-11-10,6.49,5.151999999999999,-1.3399999999999999,1.52,0.654,-1.56
2023-11-13,5.77,5.5680000000000005,-0.9734999999999999,1.42,0.8620000000000001,-1.5125000000000002
2023-11-14,8.13,6.022,-0.44899999999999984,3.34,1.4,-1.3695
2023-11-15,6.22,6.186,0.1035000000000001,3.57,1.968,-1.1485
2023-11-16,5.95,6.5120000000000005,0.6325000000000001,3.71,2.7119999999999997,-0.8790000000000001
2023-11-17,7.68,6.75,1.3675000000000002,3.86,3.18,-0.5415000000000001
2023-11-20,8.38,7.272,2.0860000000000003,4.63,3.822,-0.15700000000000008
2023-11-21,6.98,7.042,2.6605,4.36,4.026,0.17799999999999994
2023-11-22,8.74,7.546000000000001,3.588,4.81,4.273999999999999,0.6034999999999999
2023-11-24,8.76,8.108,4.5840000000000005,4.87,4.505999999999999,1.0905
2023-11-27,9.38,8.448,5.309,4.69,4.672,1.589
2023-11-28,8.9,8.552,5.8260000000000005,4.79,4.704,2.0364999999999998
2023-11-29,8.42,8.84,6.305,4.72,4.776000000000001,2.452
2023-11-30,8.26,8.744,6.633,5.12,4.837999999999999,2.8325
2023-12-01,8.74,8.74,6.9465,5.62,4.988,3.1485
2023-12-04,7.27,8.318,7.167,5.11,5.072,3.3945
2023-12-05,8.71,8.28,7.418000000000001,5.08,5.130000000000001,3.6295
2023-12-06,7.05,8.006,7.477500000000001,4.72,5.13,3.8329999999999997
2023-12-07,8.71,8.096,7.643000000000001,5.4,5.186,4.0665
2023-12-08,9.09,8.166,7.8815,5.77,5.215999999999999,4.3555
2023-12-11,8.01,8.314,7.9575000000000005,6.12,5.418,4.585500000000001
2023-12-12,9.16,8.404,8.127,6.6,5.7219999999999995,4.8445
2023-12-13,10.13,9.02,8.227,7.92,6.362,5.0735
2023-12-14,9.11,9.1,8.371500000000001,8.21,6.9239999999999995,5.3055
2023-12-15,10.95,9.472,8.621500000000001,8.06,7.382000000000001,5.523
2023-12-18,13.9,10.65,8.932500000000001,8.62,7.882,5.761
2023-12-19,13.69,11.556000000000001,9.198,9.16,8.394,5.9875
2023-12-20,12.48,12.026,9.473,7.51,8.312,6.1450000000000005
2023-12-21,13.73,12.95,9.7225,8.36,8.341999999999999,6.3225
2023-12-22,13.42,13.443999999999999,9.9555,8.57,8.443999999999999,6.5075
2023-12-26,13.42,13.348000000000003,10.1575,8.94,8.508,6.720000000000001
2023-12-27,13.37,13.284,10.381,9.1,8.495999999999999,6.9355
2023-12-28,13.39,13.466,10.6295,9.11,8.815999999999999,7.154999999999999
2023-12-29,12.34,13.187999999999999,10.8335,8.87,8.918000000000001,7.342499999999999
2024-01-02,10.68,12.64,10.930499999999999,8.16,8.836,7.469499999999999
2024-01-03,9.62,11.879999999999999,11.048,7.53,8.553999999999998,7.5905000000000005
2024-01-04,6.78,10.562000000000001,10.9515,7.23,8.18,7.698
2024-01-05,7.27,9.338,10.9625,7.36,7.830000000000001,7.83
2024-01-08,10.1,8.889999999999999,11.032,8.85,7.8260000000000005,8.0025
2024-01-09,11.77,9.107999999999999,11.166,8.62,7.918000000000001,8.145
2024-01-10,13.5,9.884,11.4405,9.22,8.256,8.3
2024-01-11,14.57,11.441999999999998,11.711,9.19,8.648,8.429499999999999
2024-01-12,14.16,12.819999999999999,11.9125,9.23,9.022,8.495000000000001
2024-01-16,13.09,13.418000000000001,12.111500000000001,8.92,9.036,8.5305
2024-01-17,12.02,13.468,12.165,8.42,8.996,8.5485
2024-01-18,13.34,13.436000000000002,12.136999999999999,9.22,8.995999999999999,8.578500000000002
2024-01-19,14.69,13.459999999999999,12.187,10.34,9.226,8.6375
2024-01-22,14.28,13.484,12.277,10.55,9.49,8.7895
2024-01-23,15.19,13.904,12.35,10.83,9.872,8.913
2024-01-24,15.81,14.662,12.4695,10.91,10.370000000000001,9.03
2024-01-25,16.46,15.285999999999998,12.621500000000001,11.43,10.812000000000001,9.1545
2024-01-26,17.46,15.84,12.825999999999999,11.37,11.017999999999999,9.267999999999999
2024-01-29,19.04,16.791999999999998,13.108499999999998,12.06,11.32,9.4155
2024-01-30,17.38,17.23,13.360500000000002,11.99,11.552,9.5715
2024-01-31,14.58,16.984,13.5555,10.45,11.459999999999999,9.686
2024-02-01,17.27,17.146,13.937999999999999,11.46,11.466,9.8825
2024-02-02,26.31,18.916,14.9145,12.41,11.674000000000001,10.141499999999999
2024-02-05,25.23,20.154000000000003,15.8125,12.07,11.676,10.377
2024-02-06,24.39,21.556,16.527,12.35,11.748,10.552000000000001
2024-02-07,25.39,23.718,17.208,13.07,12.272,10.7745
2024-02-08,24.89,25.242,17.777499999999996,13.13,12.606,10.97
2024-02-09,28.24,25.627999999999997,18.461,13.64,12.852,11.1925
2024-02-12,26.7,25.922000000000004,19.088,13.6,13.157999999999998,11.411
2024-02-13,24.01,25.845999999999997,19.634,12.17,13.122,11.5735
2024-02-14,25.71,25.910000000000004,20.3185,13.12,13.132,11.808499999999999
2024-02-15,24.85,25.901999999999997,20.894,13.8,13.266,12.0375
2024-02-16,24.64,25.182,21.3915,13.28,13.193999999999999,12.1845
2024-02-20,22.87,24.416000000000004,21.821,12.73,13.02,12.2935
2024-02-21,23.97,24.408,22.259999999999998,12.83,13.151999999999997,12.3935
2024-02-22,28.33,24.932,22.886000000000003,14.94,13.516,12.595
2024-02-23,28.63,25.688,23.494500000000002,14.99,13.754000000000001,12.773
2024-02-26,28.44,26.448,24.0435,14.61,14.02,12.934999999999999
2024-02-27,27.57,27.387999999999998,24.470000000000002,14.81,14.435999999999998,13.0725
2024-02-28,27.3,28.054000000000002,24.966,14.65,14.8,13.2055
2024-02-29,29.93,28.374000000000002,25.7335,15.05,14.822,13.435500000000001
2024-03-01,30.45,28.738,26.392500000000002,15.81,14.986,13.653
2024-03-04,29.99,29.048000000000002,26.5765,15.68,15.2,13.8165
2024-03-05,27.48,29.03,26.689,14.57,15.152000000000001,13.941500000000001
2024-03-06,27.04,28.977999999999998,26.821499999999997,15.15,15.252,14.0815
2024-03-07,29.44,28.880000000000003,27.024,16.24,15.49,14.24
2024-03-08,28.38,28.466,27.198500000000003,15.57,15.442000000000002,14.362
2024-03-11,25.92,27.651999999999997,27.0825,15.48,15.402000000000001,14.454000000000002
2024-03-12,28.41,27.838,27.168,16.5,15.788,14.599
2024-03-13,29.26,28.282,27.430500000000002,16.35,16.028,14.807999999999998
2024-03-14,30.86,28.566000000000003,27.688,16.14,16.008000000000003,14.958999999999998
2024-03-15,27.71,28.432000000000006,27.831,15.48,15.989999999999998,15.043000000000001
2024-03-18,27.75,28.798000000000002,27.9865,16.07,16.108,15.1825
2024-03-19,28.79,28.874000000000002,28.282500000000006,16.58,16.124000000000002,15.375
2024-03-20,30.43,29.108000000000004,28.6055,17.38,16.33,15.602500000000001
2024-03-21,30.43,29.022,28.710500000000003,17.69,16.639999999999997,15.74
2024-03-22,30.95,29.669999999999998,28.8265,17.27,16.998,15.854
2024-03-25,31.57,30.433999999999997,28.983000000000004,17.03,17.19,15.975
2024-03-26,30.54,30.784000000000002,29.1315,16.78,17.23,16.073500000000003
2024-03-27,31.65,31.028,29.349,17.57,17.268,16.2195
2024-03-28,32.05,31.351999999999997,29.454999999999995,17.56,17.242,16.345
2024-04-01,31.92,31.546000000000003,29.5285,17.14,17.216,16.411499999999997
2024-04-02,31.72,31.576,29.615000000000002,16.47,17.104,16.451
2024-04-03,32.96,32.06,29.889,16.56,17.06,16.5505
2024-04-04,31.23,31.976,30.0985,15.31,16.608,16.558500000000002
2024-04-05,34.86,32.538,30.3695,16.37,16.369999999999997,16.565
2024-04-08,34.95,33.14399999999999,30.698,16.41,16.224,16.607
2024-04-09,35.19,33.838,31.1615,16.55,16.240000000000002,16.6605
2024-04-10,35.33,34.312,31.5075,15.5,16.028,16.6105
2024-04-11,36.89,35.443999999999996,31.889,16.27,16.22,16.6065
2024-04-12,35.42,35.556,32.117,14.8,15.906,16.5395
2024-04-15,34.16,35.397999999999996,32.439499999999995,13.46,15.315999999999999,16.438499999999998
2024-04-16,33.98,35.156,32.751,13.26,14.658000000000001,16.298000000000002
2024-04-17,32.72,34.634,32.9475,12.6,14.078,16.098999999999997
2024-04-18,31.45,33.546,32.9985,12.36,13.296000000000001,15.847999999999999
2024-04-19,28.62,32.186,32.908,11.45,12.626,15.535999999999998
2024-04-22,30.22,31.398000000000003,32.8715,12.38,12.41,15.2915
2024-04-23,31.78,30.958000000000006,32.882,13.77,12.512,15.128499999999999
2024-04-24,29.79,30.372000000000003,32.8445,13.69,12.73,14.974
2024-04-25,27.82,29.646000000000004,32.653,13.23,12.904,14.757
2024-04-26,31.84,30.29,32.6425,14.34,13.482,14.596
2024-04-29,32.74,30.794,32.683499999999995,14.73,13.952000000000002,14.4755
2024-04-30,28.55,30.148000000000003,32.525,12.94,13.785999999999998,14.298999999999998
2024-05-01,30.83,30.356,32.4185,12.36,13.52,14.088999999999999
2024-05-02,34.79,31.75,32.596500000000006,13.38,13.55,13.992499999999998
2024-05-03,35.82,32.546,32.6445,14.75,13.632,13.911499999999998
2024-05-06,37.54,33.50600000000001,32.773999999999994,15.88,13.862,13.885
2024-05-07,37.58,35.312,32.8935,16.04,14.482,13.8595
2024-05-08,37.04,36.553999999999995,32.979,16.05,15.219999999999999,13.887
2024-05-09,38.11,37.218,33.04,16.7,15.884,13.9085
2024-05-10,36.67,37.388,33.102500000000006,16.85,16.304000000000002,14.011000000000001
2024-05-13,36.03,37.086,33.196000000000005,16.85,16.497999999999998,14.180499999999999
2024-05-14,36.39,36.848,33.316500000000005,17.4,16.77,14.3875
2024-05-15,35.61,36.562,33.461,18.81,17.322,14.698000000000002
2024-05-16,33.92,35.724000000000004,33.5845,18.58,17.698,15.009
2024-05-17,34.69,35.328,33.888,18.76,18.08,15.374500000000001
2024-05-20,33.85,34.892,34.069500000000005,18.87,18.484,15.699000000000002
2024-05-21,33.57,34.327999999999996,34.159,19.19,18.842000000000002,15.969999999999999
2024-05-22,33.56,33.918,34.347500000000004,18.84,18.848000000000003,16.2275
2024-05-23,32.05,33.544,34.559000000000005,17.97,18.726000000000003,16.4645
2024-05-24,31.84,32.974000000000004,34.559000000000005,18.76,18.726,16.685499999999998
2024-05-28,32.85,32.774,34.564499999999995,18.86,18.724,16.892000000000003
2024-05-29,32.75,32.61,34.7745,18.03,18.492,17.1465
2024-05-30,30.8,32.05800000000001,34.773,17.25,18.174,17.391
2024-05-31,28.72,31.392000000000003,34.469500000000004,18.26,18.232,17.635
2024-06-03,29.59,30.942,34.158,18.08,18.096,17.8015
2024-06-04,30.31,30.433999999999997,33.7965,18.22,17.968,17.9185
2024-06-05,31.7,30.224,33.5025,19.6,18.282000000000004,18.0965
2024-06-06,34.37,30.938,33.369,19.58,18.747999999999998,18.273
2024-06-07,33.87,31.968,33.157,19.43,18.982,18.4095
2024-06-10,35.85,33.22,33.116,19.81,19.328,18.557499999999997
2024-06-11,35.97,34.352,33.113,20.08,19.7,18.719
2024-06-12,35.72,35.156,33.0795,21.06,19.991999999999997,18.901999999999997
2024-06-13,33.52,34.986000000000004,32.975,21.28,20.332,19.0255
2024-06-14,33.39,34.89,32.9485,21.38,20.722,19.1655
2024-06-17,33.68,34.456,32.897999999999996,22.32,21.224,19.3435
2024-06-18,32.78,33.818,32.8445,22.64,21.736,19.532
2024-06-20,35.16,33.706,32.924,22.31,21.985999999999997,19.688
2024-06-21,37.31,34.464,33.11149999999999,22.04,22.137999999999998,19.848000000000003
2024-06-24,34.77,34.74,33.2475,21.72,22.206,20.0355
2024-06-25,35.33,35.07,33.422,22.14,22.17,20.2045
2024-06-26,40.59,36.632,33.809,22.26,22.094,20.3745
2024-06-27,43.66,38.332,34.3545,22.42,22.116000000000003,20.594
2024-06-28,40.33,38.936,34.831,21.66,22.04,20.814500000000002
2024-07-01,42.48,40.477999999999994,35.519,21.54,22.003999999999998,20.9785
2024-07-02,44.48,42.308,36.2635,22.15,22.006,21.182
2024-07-03,42.76,42.742,36.886,22.58,22.07,21.4
2024-07-05,44.48,42.906,37.525,23.16,22.218,21.578
2024-07-08,43.98,43.635999999999996,38.0055,23.25,22.535999999999998,21.7615
2024-07-09,44.01,43.94199999999999,38.5125,23.35,22.898000000000003,21.9575
2024-07-10,44.34,43.914,38.937,24.29,23.326,22.1815
2024-07-11,40.93,43.548,39.184999999999995,23.45,23.5,22.35
2024-07-12,40.53,42.757999999999996,39.4255,24.05,23.678,22.4995
2024-07-15,39.26,41.814,39.7125,24.34,23.896,22.652499999999996
2024-07-16,39.48,40.908,40.016999999999996,24.73,24.171999999999997,22.82
2024-07-17,35.81,39.202,40.1235,23.77,24.068,22.8925
2024-07-18,32.8,37.576,40.1245,23.26,24.03,22.9235
2024-07-19,32.35,35.94,39.983999999999995,22.81,23.782,22.948500000000003
2024-07-22,31.94,34.476,39.715500000000006,23.5,23.613999999999997,23.0215
2024-07-23,34.72,33.524,39.713,23.35,23.338,23.103
2024-07-24,30.7,32.501999999999995,39.4815,21.18,22.82,23.055
2024-07-25,29.99,31.939999999999998,38.951499999999996,20.72,22.312,22.978
