Date,rate_CRM,rate_VOO_5D,rate_VOO_20D
2024-04-26,25.91,26.148000000000003,31.820999999999998
2024-04-29,26.57,26.324,31.221500000000002
2024-04-30,23.48,25.622000000000003,30.428500000000003
2024-05-01,22.97,24.862,29.593499999999995
2024-05-02,24.5,24.686,29.073499999999996
2024-05-03,25.19,24.542,28.413
2024-05-06,26.07,24.442,27.8005
2024-05-07,26.77,25.1,27.208500000000004
2024-05-08,27.57,26.02,26.719
2024-05-09,25.86,26.292,26.154500000000002
2024-05-10,26.54,26.562,25.732999999999997
2024-05-13,26.92,26.732,25.814999999999998
2024-05-14,26.59,26.696000000000005,25.778
2024-05-15,31.46,27.474,26.009500000000003
2024-05-16,30.17,28.336000000000002,26.2765
2024-05-17,30.59,29.146000000000004,26.5995
2024-05-20,31.25,30.012,26.877499999999998
2024-05-21,29.75,30.644,27.015499999999996
2024-05-22,29.78,30.308,27.166000000000004
2024-05-23,27.4,29.754,27.267000000000003
2024-05-24,24.55,28.546000000000003,27.199
2024-05-28,23.43,26.982,27.042
2024-05-29,24.24,25.880000000000003,27.079999999999995
2024-05-30,-0.07,19.91,25.928000000000004
2024-05-31,7.38,15.906,25.072
2024-06-03,8.23,12.642,24.224
2024-06-04,7.44,9.443999999999999,23.2925
2024-06-05,8.19,6.234,22.363500000000002
2024-06-06,11.0,8.447999999999999,21.535000000000004
2024-06-07,10.59,9.09,20.7715
2024-06-10,10.58,9.559999999999999,19.973499999999998
2024-06-11,10.2,10.112,19.1375
2024-06-12,7.85,10.044,18.200499999999998
2024-06-13,4.79,8.802000000000001,16.867
2024-06-14,6.1,7.903999999999999,15.663499999999999
2024-06-17,5.44,6.876,14.405999999999997
2024-06-18,6.05,6.045999999999999,13.145999999999997
2024-06-20,10.59,6.593999999999999,12.187999999999999
2024-06-21,12.07,8.05,11.3025
2024-06-24,9.74,8.778,10.4195
2024-06-25,10.57,9.804,9.720499999999998
2024-06-26,11.2,10.834,9.109
2024-06-27,15.61,11.838,8.677499999999998
2024-06-28,17.54,12.931999999999999,9.557999999999998
2024-07-01,16.86,14.356,10.032
2024-07-02,16.85,15.612,10.463
2024-07-03,19.0,17.171999999999997,11.041
2024-07-05,20.01,18.052,11.632000000000001
2024-07-08,17.38,18.02,11.951
2024-07-09,15.14,17.676,12.1785
2024-07-10,15.21,17.348000000000003,12.41
2024-07-11,14.55,16.458000000000002,12.627500000000001
2024-07-12,15.84,15.624,13.027000000000001
