Date,rate_COKE,rate_VOO_5D,rate_VOO_20D
2024-04-26,37.16,38.647999999999996,37.223499999999994
2024-04-29,39.06,38.757999999999996,37.2055
2024-04-30,37.74,38.594,37.275999999999996
2024-05-01,37.83,38.07,37.394
2024-05-02,39.53,38.263999999999996,37.536
2024-05-03,41.53,39.138,37.691500000000005
2024-05-06,42.25,39.775999999999996,37.7595
2024-05-07,66.72,45.571999999999996,39.1295
2024-05-08,56.3,49.266,40.185500000000005
2024-05-09,56.75,52.71,41.1805
2024-05-10,57.48,55.89999999999999,42.2425
2024-05-13,57.46,58.94199999999999,43.3385
2024-05-14,57.67,57.13199999999999,44.443
2024-05-15,57.4,57.352,45.544
2024-05-16,54.77,56.955999999999996,46.601
2024-05-17,55.4,56.54,47.55650000000001
2024-05-20,56.55,56.35799999999999,48.4585
2024-05-21,61.18,57.05999999999999,49.5895
2024-05-22,63.35,58.25,50.7345
2024-05-23,60.26,59.348,51.819500000000005
2024-05-24,62.66,60.8,53.094500000000004
2024-05-28,62.11,61.912,54.247
2024-05-29,61.65,62.00599999999999,55.442499999999995
2024-05-30,61.37,61.60999999999999,56.6195
2024-05-31,61.16,61.79,57.701
2024-06-03,60.35,61.327999999999996,58.64200000000001
2024-06-04,60.88,61.081999999999994,59.5735
2024-06-05,62.68,61.288,59.371500000000005
2024-06-06,65.45,62.104,59.82899999999999
2024-06-07,65.89,63.05,60.28599999999999
2024-06-10,64.88,63.955999999999996,60.656000000000006
2024-06-11,68.24,65.428,61.19500000000001
2024-06-12,66.43,66.178,61.633
2024-06-13,64.58,66.00399999999999,61.992
2024-06-14,63.34,65.494,62.42049999999999
2024-06-17,62.98,65.114,62.7995
2024-06-18,66.49,64.764,63.2965
2024-06-20,59.24,63.326,63.1995
2024-06-21,61.98,62.806,63.13099999999999
2024-06-24,67.92,63.721999999999994,63.513999999999996
2024-06-25,70.7,65.26599999999999,63.91600000000001
2024-06-26,71.95,66.358,64.40799999999999
2024-06-27,73.07,69.124,64.97900000000001
2024-06-28,75.0,71.728,65.6605
2024-07-01,77.11,73.566,66.458
2024-07-02,76.51,74.728,67.26599999999999
2024-07-03,74.72,75.28200000000001,67.958
2024-07-05,72.77,75.22200000000001,68.4625
2024-07-08,74.34,75.09,68.907
2024-07-09,72.78,74.224,69.25150000000001
2024-07-10,73.5,73.622,69.6825
2024-07-11,73.24,73.326,69.93249999999999
2024-07-12,73.54,73.47999999999999,70.288
2024-07-15,71.45,72.902,70.63149999999999
2024-07-16,73.9,73.126,71.15950000000001
2024-07-17,71.65,72.756,71.593
2024-07-18,74.71,73.05,72.00399999999999
2024-07-19,74.19,73.18,72.7515
2024-07-22,75.01,73.892,73.40299999999999
2024-07-23,78.74,74.86,73.94399999999999
2024-07-24,77.09,75.94800000000001,74.2635
2024-07-25,78.12,76.63,74.572
