Date,rate_VZ,rate_VOO_5D,rate_VOO_20D
2024-03-25,-11.1,-12.174,-12.858500000000001
2024-03-26,-11.14,-11.792,-12.747499999999999
2024-03-27,-9.65,-11.175999999999998,-12.5805
2024-03-28,-8.73,-10.559999999999999,-12.359
2024-04-01,-7.9,-9.704,-12.1265
2024-04-02,-7.34,-8.952000000000002,-11.877500000000001
2024-04-03,-6.69,-8.062000000000001,-11.6005
2024-04-04,-7.53,-7.638,-11.3205
2024-04-05,-8.25,-7.542,-11.0335
2024-04-08,-9.09,-7.780000000000001,-10.786
2024-04-09,-11.01,-8.514,-10.7015
2024-04-10,-11.71,-9.518,-10.652
2024-04-11,-12.49,-10.51,-10.6555
2024-04-12,-13.44,-11.548,-10.653500000000001
2024-04-15,-12.6,-12.25,-10.579
2024-04-16,-13.33,-12.714,-10.5885
2024-04-17,-13.31,-13.034,-10.6015
2024-04-18,-12.55,-13.046000000000001,-10.5925
2024-04-19,-11.77,-12.712,-10.5905
2024-04-22,-15.87,-13.366,-10.775
2024-04-23,-13.48,-13.396,-10.894
2024-04-24,-13.94,-13.522,-11.034
2024-04-25,-14.53,-13.918000000000001,-11.278
2024-04-26,-13.53,-14.27,-11.518
2024-04-29,-12.64,-13.624,-11.754999999999999
2024-04-30,-13.94,-13.716,-12.084999999999999
2024-05-01,-14.32,-13.792000000000002,-12.4665
2024-05-02,-14.9,-13.866,-12.834999999999999
2024-05-03,-14.99,-14.158000000000001,-13.172
2024-05-06,-14.05,-14.440000000000001,-13.419999999999998
2024-05-07,-14.09,-14.470000000000002,-13.574000000000002
2024-05-08,-13.72,-14.35,-13.6745
2024-05-09,-13.05,-13.98,-13.7025
2024-05-10,-11.73,-13.328,-13.617
2024-05-13,-11.43,-12.803999999999998,-13.5585
2024-05-14,-11.54,-12.294,-13.469
2024-05-15,-11.54,-11.858,-13.380500000000001
2024-05-16,-12.06,-11.66,-13.356
2024-05-17,-12.47,-11.807999999999998,-13.391
2024-05-20,-12.34,-11.99,-13.214500000000001
2024-05-21,-13.43,-12.367999999999999,-13.212
2024-05-22,-13.06,-12.672,-13.168000000000001
2024-05-23,-13.85,-13.030000000000001,-13.134
2024-05-24,-13.17,-13.170000000000002,-13.116
2024-05-28,-14.0,-13.502,-13.184000000000001
2024-05-29,-14.57,-13.73,-13.2155
2024-05-30,-11.89,-13.496,-13.094
2024-05-31,-10.1,-12.746,-12.854000000000003
2024-06-03,-10.3,-12.172,-12.6195
2024-06-04,-9.04,-11.180000000000001,-12.369
2024-06-05,-9.5,-10.166,-12.1395
2024-06-06,-9.54,-9.696000000000002,-11.930499999999999
2024-06-07,-10.38,-9.751999999999999,-11.797
2024-06-10,-11.53,-9.998,-11.786999999999999
2024-06-11,-11.51,-10.492,-11.791
2024-06-12,-12.92,-11.175999999999998,-11.86
2024-06-13,-12.9,-11.848,-11.928
2024-06-14,-13.14,-12.4,-11.982
2024-06-17,-13.6,-12.813999999999998,-12.038499999999999
2024-06-18,-12.24,-12.959999999999999,-12.0335
2024-06-20,-11.89,-12.754000000000001,-11.956500000000002
2024-06-21,-11.89,-12.552000000000001,-11.898
2024-06-24,-9.87,-11.898,-11.699
2024-06-25,-10.06,-11.190000000000001,-11.5435
2024-06-26,-10.19,-10.78,-11.353
2024-06-27,-10.63,-10.528,-11.156
2024-06-28,-9.71,-10.092,-11.047
2024-07-01,-8.48,-9.814,-10.966
2024-07-02,-9.87,-9.776,-10.9445
2024-07-03,-9.82,-9.702000000000002,-10.9835
2024-07-05,-9.5,-9.475999999999999,-10.9835
2024-07-08,-8.93,-9.319999999999999,-10.953
2024-07-09,-9.44,-9.512,-10.906
2024-07-10,-9.92,-9.522,-10.825500000000002
2024-07-11,-9.44,-9.446000000000002,-10.722
2024-07-12,-9.15,-9.376000000000001,-10.5335
2024-07-15,-10.55,-9.7,-10.416
2024-07-16,-9.11,-9.634,-10.214500000000001
2024-07-17,-7.84,-9.218,-9.926499999999999
2024-07-18,-7.75,-8.879999999999999,-9.702000000000002
2024-07-19,-8.73,-8.796000000000001,-9.544
2024-07-22,-14.26,-9.538,-9.6625
2024-07-23,-14.7,-10.655999999999999,-9.904
2024-07-24,-12.99,-11.686,-10.0505
2024-07-25,-12.38,-12.612,-10.16
