Date,rate_HD,rate_HD_5D,rate_HD_20D,rate_VOO,rate_VOO_5D,rate_VOO_20D
2023-04-25,-15.4,-14.736,-16.3765,-6.43,-5.42,-5.9595
2023-04-26,-17.72,-15.232,-16.256999999999998,-6.78,-5.8100000000000005,-5.841500000000001
2023-04-27,-16.07,-15.492,-16.0905,-5.24,-5.786,-5.71
2023-04-28,-14.22,-15.464000000000002,-15.8595,-4.56,-5.638,-5.5715
2023-05-01,-14.7,-15.622,-15.789999999999997,-4.51,-5.504,-5.4944999999999995
2023-05-02,-15.65,-15.672,-15.821000000000002,-5.49,-5.316,-5.4910000000000005
2023-05-03,-15.99,-15.325999999999999,-15.8305,-6.08,-5.176,-5.4910000000000005
2023-05-04,-18.04,-15.719999999999999,-15.855499999999997,-6.71,-5.47,-5.5115
2023-05-05,-16.96,-16.268,-15.8255,-5.15,-5.588,-5.471500000000001
2023-05-08,-17.43,-16.814,-15.854500000000002,-5.11,-5.708,-5.4345
2023-05-09,-16.68,-17.02,-15.882499999999999,-5.5,-5.71,-5.4174999999999995
2023-05-10,-17.12,-17.246000000000002,-15.886,-5.1,-5.514,-5.362
2023-05-11,-17.5,-17.137999999999998,-15.9325,-5.23,-5.218000000000001,-5.372999999999999
2023-05-12,-16.71,-17.088,-15.940000000000001,-5.35,-5.258,-5.3805000000000005
2023-05-15,-17.26,-17.054,-16.02,-5.04,-5.244,-5.3885
2023-05-16,-19.02,-17.522,-16.2375,-5.65,-5.274,-5.430000000000001
2023-05-17,-16.17,-17.332,-16.284,-4.56,-5.166,-5.416500000000001
2023-05-18,-15.39,-16.91,-16.315,-3.65,-4.85,-5.331
2023-05-19,-16.6,-16.888,-16.427,-3.8,-4.54,-5.255999999999999
2023-05-22,-16.66,-16.768,-16.5645,-3.74,-4.28,-5.184
2023-05-23,-15.45,-16.054000000000002,-16.567,-4.8,-4.109999999999999,-5.1025
2023-05-24,-16.54,-16.128,-16.508,-5.51,-4.3,-5.039
2023-05-25,-17.77,-16.604000000000003,-16.593,-4.7,-4.51,-5.012
2023-05-26,-16.05,-16.494,-16.6845,-3.48,-4.446,-4.958
2023-05-30,-16.17,-16.396,-16.758000000000003,-3.45,-4.388,-4.905
2023-05-31,-18.7,-17.046,-16.9105,-3.96,-4.220000000000001,-4.8285
2023-06-01,-16.94,-17.126,-16.958,-2.99,-3.716,-4.674
2023-06-02,-14.81,-16.534000000000002,-16.7965,-1.6,-3.096,-4.4185
2023-06-05,-15.62,-16.448,-16.729499999999998,-1.79,-2.758,-4.250500000000001
2023-06-06,-14.79,-16.172,-16.5975,-1.59,-2.386,-4.0745
2023-06-07,-13.17,-15.065999999999999,-16.422,-1.91,-1.9760000000000002,-3.8950000000000005
2023-06-08,-13.34,-14.346,-16.233,-1.33,-1.6440000000000001,-3.7065000000000006
2023-06-09,-14.41,-14.266,-16.078500000000002,-1.17,-1.558,-3.5035000000000003
2023-06-12,-13.41,-13.823999999999998,-15.913499999999999,-0.27,-1.254,-3.2495
2023-06-13,-13.63,-13.592000000000002,-15.732,0.38,-0.86,-2.9785
2023-06-14,-13.74,-13.706,-15.468,0.45,-0.388,-2.6735
2023-06-15,-13.08,-13.654,-15.3135,1.72,0.22200000000000003,-2.3594999999999997
2023-06-16,-13.55,-13.482,-15.2215,1.35,0.7260000000000001,-2.1095
2023-06-20,-13.25,-13.45,-15.053999999999998,0.89,0.958,-1.875
2023-06-21,-13.45,-13.414000000000001,-14.893499999999998,0.35,0.9520000000000002,-1.6705
2023-06-22,-13.32,-13.330000000000002,-14.787,0.71,1.004,-1.395
2023-06-23,-13.42,-13.398000000000001,-14.631,-0.04,0.652,-1.1215
2023-06-26,-11.4,-12.968,-14.3125,-0.45,0.292,-0.909
2023-06-27,-9.74,-12.266,-13.997000000000003,0.64,0.242,-0.7030000000000001
2023-06-28,-11.8,-11.936,-13.7785,0.69,0.30999999999999994,-0.496
2023-06-29,-11.42,-11.556000000000001,-13.4145,0.68,0.304,-0.26400000000000007
2023-06-30,-10.62,-10.996,-13.098499999999998,1.85,0.682,-0.022
2023-07-03,-10.58,-10.831999999999999,-12.887,2.0,1.1720000000000002,0.158
2023-07-05,-10.39,-10.962,-12.625499999999999,1.78,1.4,0.3365
2023-07-06,-12.5,-11.102,-12.511,0.97,1.456,0.46449999999999997
2023-07-07,-12.31,-11.280000000000001,-12.468,0.74,1.468,0.597
2023-07-10,-10.51,-11.258,-12.3265,1.01,1.3,0.7140000000000001
2023-07-11,-9.62,-11.065999999999999,-12.087,1.65,1.23,0.8550000000000001
2023-07-12,-8.6,-10.708,-11.8465,2.44,1.3619999999999999,0.9904999999999999
2023-07-13,-9.37,-10.081999999999999,-11.6335,3.26,1.8199999999999998,1.1345
2023-07-14,-8.87,-9.394,-11.39,3.18,2.308,1.2710000000000001
2023-07-17,-8.99,-9.09,-11.185500000000001,3.53,2.812,1.3615
2023-07-18,-8.79,-8.924,-10.947500000000002,4.31,3.344,1.5095
2023-07-19,-8.04,-8.812,-10.687,4.53,3.7619999999999996,1.6915
2023-07-20,-8.15,-8.568000000000001,-10.422,3.86,3.882,1.8669999999999998
2023-07-21,-7.77,-8.347999999999999,-10.144499999999999,3.87,4.0200000000000005,2.025
2023-07-24,-6.5,-7.85,-9.798499999999999,4.3,4.1739999999999995,2.242
2023-07-25,-6.49,-7.390000000000001,-9.553,4.56,4.224,2.4925
2023-07-26,-5.24,-6.830000000000001,-9.328,4.58,4.234,2.6895
2023-07-27,-5.21,-6.242,-8.9985,3.99,4.26,2.8545000000000003
2023-07-28,-4.74,-5.636,-8.6645,4.84,4.454,3.0625
2023-07-31,-4.05,-5.146,-8.336,5.01,4.595999999999999,3.2205
2023-08-01,-4.46,-4.74,-8.03,4.66,4.616,3.3534999999999995
2023-08-02,-5.45,-4.782,-7.7829999999999995,3.53,4.406000000000001,3.441
2023-08-03,-5.07,-4.754,-7.411499999999999,3.31,4.27,3.558
2023-08-04,-6.02,-5.01,-7.0969999999999995,2.92,3.886,3.6670000000000003
2023-08-07,-5.26,-5.252,-6.8345,3.63,3.6100000000000003,3.7979999999999996
2023-08-08,-5.55,-5.47,-6.631,3.32,3.342,3.8815
2023-08-09,-5.47,-5.473999999999999,-6.474500000000001,2.85,3.2060000000000004,3.9019999999999997
2023-08-10,-5.21,-5.502,-6.2665,2.89,3.1220000000000003,3.8835
2023-08-11,-4.85,-5.268,-6.065499999999999,2.83,3.104,3.8659999999999997
2023-08-14,-5.1,-5.235999999999999,-5.871,3.23,3.024,3.851
2023-08-15,-4.67,-5.0600000000000005,-5.665,2.44,2.848,3.7574999999999994
2023-08-16,-4.5,-4.866,-5.488,1.94,2.666,3.6279999999999992
2023-08-17,-5.62,-4.948,-5.3614999999999995,1.39,2.366,3.5044999999999993
2023-08-18,-5.6,-5.098,-5.253,1.45,2.09,3.3835
2023-08-21,-6.24,-5.3260000000000005,-5.24,1.9,1.8239999999999998,3.2634999999999996
2023-08-22,-6.16,-5.624,-5.2235,1.71,1.6780000000000002,3.1209999999999996
2023-08-23,-5.85,-5.894,-5.254,2.43,1.7759999999999998,3.0134999999999996
2023-08-24,-6.52,-6.074,-5.3195,1.53,1.8039999999999998,2.8905
2023-08-25,-6.47,-6.247999999999999,-5.406,1.97,1.908,2.747
2023-08-28,-5.89,-6.178,-5.497999999999999,2.41,2.0100000000000002,2.617
2023-08-29,-5.22,-5.989999999999999,-5.536,3.38,2.3440000000000003,2.553
2023-08-30,-4.98,-5.816,-5.5125,3.66,2.59,2.5595
2023-08-31,-5.05,-5.522,-5.5115,3.58,3.0,2.573
2023-09-01,-4.43,-5.114,-5.4319999999999995,3.65,3.336,2.6094999999999997
2023-09-05,-5.42,-5.0200000000000005,-5.4399999999999995,3.35,3.524,2.5955
2023-09-06,-5.84,-5.144,-5.4544999999999995,2.76,3.4,2.5675
2023-09-07,-5.21,-5.1899999999999995,-5.4415,2.49,3.166,2.5495
2023-09-08,-5.13,-5.206,-5.4375,2.62,2.974,2.5360000000000005
2023-09-11,-5.22,-5.364,-5.456,3.26,2.896,2.5575
2023-09-12,-5.81,-5.441999999999999,-5.4915,2.72,2.77,2.532
2023-09-13,-5.92,-5.458,-5.554,2.84,2.786,2.5520000000000005
2023-09-14,-4.87,-5.39,-5.5725,3.7,3.028,2.6399999999999997
2023-09-15,-7.17,-5.798,-5.65,2.45,2.9939999999999998,2.693
2023-09-18,-8.33,-6.419999999999999,-5.786499999999999,2.56,2.854,2.7485
2023-09-19,-9.08,-7.074,-5.9285,2.36,2.782,2.7715000000000005
2023-09-20,-10.13,-7.9159999999999995,-6.127000000000001,1.42,2.498,2.757
2023-09-21,-11.29,-9.2,-6.398999999999999,-0.2,1.718,2.6255
2023-09-22,-11.58,-10.081999999999999,-6.651999999999999,-0.44,1.1400000000000001,2.527
2023-09-25,-11.37,-10.690000000000001,-6.897,-0.03,0.622,2.4270000000000005
2023-09-26,-12.49,-11.372,-7.227000000000001,-1.48,-0.146,2.2325
2023-09-27,-12.7,-11.886,-7.600999999999999,-1.46,-0.722,1.9904999999999997
2023-09-28,-12.22,-12.072,-7.962999999999999,-1.26,-0.9339999999999999,1.7445
2023-09-29,-12.6,-12.276,-8.340499999999999,-1.49,-1.1440000000000001,1.491
2023-10-02,-13.01,-12.604000000000001,-8.7695,-1.47,-1.432,1.2349999999999999
2023-10-03,-15.25,-13.156,-9.261,-2.77,-1.69,0.929
2023-10-04,-15.12,-13.64,-9.724999999999998,-2.07,-1.812,0.6875
2023-10-05,-15.32,-14.26,-10.230500000000001,-2.15,-1.9899999999999998,0.45549999999999996
2023-10-06,-15.0,-14.74,-10.724,-1.01,-1.8939999999999997,0.274
2023-10-09,-14.28,-14.994,-11.177000000000001,-0.36,-1.672,0.09300000000000001
2023-10-10,-13.17,-14.578,-11.545,0.14,-1.0899999999999999,-0.03599999999999999
2023-10-11,-13.51,-14.256,-11.924499999999998,0.56,-0.564,-0.14999999999999997
2023-10-12,-14.95,-14.181999999999999,-12.4285,-0.03,-0.13999999999999999,-0.33649999999999997
2023-10-13,-15.26,-14.234,-12.833000000000002,-0.55,-0.048,-0.48650000000000004
2023-10-16,-13.71,-14.12,-13.101999999999999,0.47,0.118,-0.591
2023-10-17,-14.11,-14.307999999999998,-13.3535,0.48,0.186,-0.6849999999999999
2023-10-18,-15.75,-14.756,-13.6345,-0.85,-0.09600000000000002,-0.7985
2023-10-19,-16.74,-15.113999999999999,-13.907,-1.68,-0.426,-0.8724999999999999
2023-10-20,-16.84,-15.429999999999998,-14.169999999999998,-2.89,-0.8940000000000001,-0.9949999999999999
2023-10-23,-17.23,-16.133999999999997,-14.463,-3.06,-1.6,-1.1465
2023-10-24,-17.73,-16.857999999999997,-14.725,-2.34,-2.164,-1.1895
2023-10-25,-18.41,-17.389999999999997,-15.010499999999999,-3.7,-2.7340000000000004,-1.3015
2023-10-26,-19.25,-17.892000000000003,-15.361999999999998,-4.87,-3.372,-1.482
2023-10-27,-19.7,-18.464,-15.717000000000002,-5.28,-3.85,-1.6715
2023-10-30,-18.26,-18.67,-15.979500000000002,-4.16,-4.069999999999999,-1.8060000000000003
2023-10-31,-17.34,-18.592000000000002,-16.084,-3.59,-4.319999999999999,-1.847
2023-11-01,-16.46,-18.202,-16.151000000000003,-2.49,-4.078,-1.8679999999999999
2023-11-02,-14.24,-17.2,-16.097,-0.7,-3.2439999999999998,-1.7954999999999999
2023-11-03,-13.94,-16.048000000000002,-16.044,0.19,-2.15,-1.7355
2023-11-06,-14.23,-15.242,-16.0415,0.38,-1.242,-1.6985000000000003
2023-11-07,-14.17,-14.607999999999999,-16.0915,0.65,-0.394,-1.673
2023-11-08,-13.84,-14.084,-16.107999999999997,0.73,0.25,-1.6644999999999999
2023-11-09,-16.15,-14.466,-16.168,-0.01,0.388,-1.6635000000000002
2023-11-10,-15.08,-14.693999999999999,-16.159,1.52,0.654,-1.56
2023-11-13,-16.09,-15.065999999999999,-16.278,1.42,0.8620000000000001,-1.5125000000000002
2023-11-14,-11.6,-14.551999999999998,-16.1525,3.34,1.4,-1.3695
2023-11-15,-10.28,-13.84,-15.879,3.57,1.968,-1.1485
2023-11-16,-10.79,-12.768,-15.5815,3.71,2.7119999999999997,-0.8790000000000001
2023-11-17,-10.55,-11.862,-15.267000000000001,3.86,3.18,-0.5415000000000001
2023-11-20,-10.28,-10.7,-14.9195,4.63,3.822,-0.15700000000000008
2023-11-21,-11.11,-10.602,-14.5885,4.36,4.026,0.17799999999999994
2023-11-22,-9.99,-10.544,-14.1675,4.81,4.273999999999999,0.6034999999999999
2023-11-24,-9.56,-10.297999999999998,-13.683000000000002,4.87,4.505999999999999,1.0905
2023-11-27,-9.5,-10.088,-13.172999999999998,4.69,4.672,1.589
2023-11-28,-8.8,-9.792,-12.7,4.79,4.704,2.0364999999999998
2023-11-29,-9.47,-9.464,-12.3065,4.72,4.776000000000001,2.452
2023-11-30,-8.75,-9.216,-11.921000000000001,5.12,4.837999999999999,2.8325
2023-12-01,-6.86,-8.676,-11.552,5.62,4.988,3.1485
2023-12-04,-5.61,-7.898000000000001,-11.1355,5.11,5.072,3.3945
2023-12-05,-5.76,-7.290000000000001,-10.712,5.08,5.130000000000001,3.6295
2023-12-06,-5.01,-6.398000000000001,-10.254,4.72,5.13,3.8329999999999997
2023-12-07,-4.99,-5.646,-9.811499999999999,5.4,5.186,4.0665
2023-12-08,-4.91,-5.256,-9.249500000000001,5.77,5.215999999999999,4.3555
2023-12-11,-3.52,-4.838,-8.6715,6.12,5.418,4.585500000000001
2023-12-12,-2.98,-4.282,-8.016,6.6,5.7219999999999995,4.8445
2023-12-13,-0.04,-3.2879999999999994,-7.438,7.92,6.362,5.0735
2023-12-14,2.38,-1.814,-6.805,8.21,6.9239999999999995,5.3055
2023-12-15,3.01,-0.23000000000000007,-6.115,8.06,7.382000000000001,5.523
2023-12-18,2.09,0.8919999999999998,-5.483,8.62,7.882,5.761
2023-12-19,2.4,1.968,-4.849,9.16,8.394,5.9875
2023-12-20,1.56,2.288,-4.2155000000000005,7.51,8.312,6.1450000000000005
2023-12-21,1.64,2.1399999999999997,-3.6339999999999995,8.36,8.341999999999999,6.3225
2023-12-22,1.55,1.848,-3.0785000000000005,8.57,8.443999999999999,6.5075
2023-12-26,1.72,1.7740000000000002,-2.5175,8.94,8.508,6.720000000000001
2023-12-27,1.53,1.6,-2.0010000000000003,9.1,8.495999999999999,6.9355
2023-12-28,1.25,1.5379999999999998,-1.465,9.11,8.815999999999999,7.154999999999999
2023-12-29,1.05,1.42,-0.975,8.87,8.918000000000001,7.342499999999999
2024-01-02,0.68,1.246,-0.5980000000000001,8.16,8.836,7.469499999999999
2024-01-03,-0.89,0.724,-0.362,7.53,8.553999999999998,7.5905000000000005
2024-01-04,-0.81,0.256,-0.11450000000000005,7.23,8.18,7.698
2024-01-05,0.39,0.084,0.15549999999999994,7.36,7.830000000000001,7.83
2024-01-08,1.6,0.194,0.485,8.85,7.8260000000000005,8.0025
2024-01-09,1.2,0.298,0.7905,8.62,7.918000000000001,8.145
2024-01-10,3.62,1.2,1.1475000000000002,9.22,8.256,8.3
2024-01-11,3.56,2.0740000000000003,1.4745,9.19,8.648,8.429499999999999
2024-01-12,3.37,2.67,1.645,9.23,9.022,8.495000000000001
2024-01-16,3.99,3.148,1.7254999999999998,8.92,9.036,8.5305
2024-01-17,3.37,3.582,1.7434999999999998,8.42,8.996,8.5485
2024-01-18,3.87,3.632,1.8325000000000002,9.22,8.995999999999999,8.578500000000002
2024-01-19,4.9,3.9,1.9575,10.34,9.226,8.6375
2024-01-22,3.6,3.946,2.0595000000000003,10.55,9.49,8.7895
2024-01-23,2.07,3.5620000000000003,2.0810000000000004,10.83,9.872,8.913
2024-01-24,1.16,3.12,2.0614999999999997,10.91,10.370000000000001,9.03
2024-01-25,2.11,2.768,2.081,11.43,10.812000000000001,9.1545
2024-01-26,3.24,2.436,2.1665,11.37,11.017999999999999,9.267999999999999
2024-01-29,3.34,2.384,2.271,12.06,11.32,9.4155
2024-01-30,3.72,2.714,2.4045,11.99,11.552,9.5715
2024-01-31,2.59,3.0,2.5,10.45,11.459999999999999,9.686
2024-02-01,4.45,3.468,2.7670000000000003,11.46,11.466,9.8825
2024-02-02,3.69,3.558,2.992,12.41,11.674000000000001,10.141499999999999
2024-02-05,3.13,3.5159999999999996,3.1290000000000004,12.07,11.676,10.377
2024-02-06,3.44,3.4599999999999995,3.221,12.35,11.748,10.552000000000001
2024-02-07,5.23,3.9879999999999995,3.4225000000000003,13.07,12.272,10.7745
2024-02-08,5.51,4.2,3.5169999999999995,13.13,12.606,10.97
2024-02-09,5.36,4.534,3.607,13.64,12.852,11.1925
2024-02-12,5.99,5.106,3.7380000000000004,13.6,13.157999999999998,11.411
2024-02-13,3.77,5.172000000000001,3.7269999999999994,12.17,13.122,11.5735
2024-02-14,3.96,4.918000000000001,3.7565000000000004,13.12,13.132,11.808499999999999
2024-02-15,4.76,4.768,3.8009999999999997,13.8,13.266,12.0375
2024-02-16,5.12,4.720000000000001,3.8120000000000003,13.28,13.193999999999999,12.1845
2024-02-20,5.18,4.558,3.8909999999999996,12.73,13.02,12.2935
2024-02-21,5.62,4.928,4.0685,12.83,13.151999999999997,12.3935
2024-02-22,7.66,5.667999999999999,4.3934999999999995,14.94,13.516,12.595
2024-02-23,7.83,6.282,4.679499999999999,14.99,13.754000000000001,12.773
2024-02-26,7.73,6.803999999999999,4.904,14.61,14.02,12.934999999999999
2024-02-27,8.86,7.540000000000001,5.18,14.81,14.435999999999998,13.0725
2024-02-28,9.44,8.304,5.465999999999999,14.65,14.8,13.2055
2024-02-29,10.3,8.831999999999999,5.8515,15.05,14.822,13.435500000000001
2024-03-01,11.19,9.504,6.1885,15.81,14.986,13.653
2024-03-04,10.05,9.968,6.5065,15.68,15.2,13.8165
2024-03-05,9.5,10.096,6.825,14.57,15.152000000000001,13.941500000000001
2024-03-06,9.22,10.052,7.114,15.15,15.252,14.0815
2024-03-07,8.96,9.784,7.300500000000001,16.24,15.49,14.24
2024-03-08,8.05,9.156000000000002,7.427499999999999,15.57,15.442000000000002,14.362
2024-03-11,7.53,8.652000000000001,7.536,15.48,15.402000000000001,14.454000000000002
2024-03-12,8.4,8.432,7.656499999999999,16.5,15.788,14.599
2024-03-13,9.67,8.522000000000002,7.9515,16.35,16.028,14.807999999999998
2024-03-14,8.61,8.452000000000002,8.184000000000001,16.14,16.008000000000003,14.958999999999998
2024-03-15,8.02,8.446,8.347,15.48,15.989999999999998,15.043000000000001
2024-03-18,7.64,8.468,8.473,16.07,16.108,15.1825
2024-03-19,9.79,8.745999999999999,8.7035,16.58,16.124000000000002,15.375
2024-03-20,11.23,9.057999999999998,8.984,17.38,16.33,15.602500000000001
2024-03-21,14.32,10.2,9.317,17.69,16.639999999999997,15.74
2024-03-22,12.91,11.178,9.571,17.27,16.998,15.854
2024-03-25,10.97,11.844,9.733,17.03,17.19,15.975
2024-03-26,9.94,11.874,9.786999999999999,16.78,17.23,16.073500000000003
2024-03-27,11.65,11.958,9.897499999999999,17.57,17.268,16.2195
2024-03-28,10.99,11.291999999999998,9.932,17.56,17.242,16.345
2024-04-01,6.42,9.994,9.6935,17.14,17.216,16.411499999999997
2024-04-02,4.99,8.798,9.4405,16.47,17.104,16.451
2024-04-03,4.11,7.632,9.171,16.56,17.06,16.5505
2024-04-04,3.48,5.997999999999999,8.884,15.31,16.608,16.558500000000002
2024-04-05,3.54,4.508,8.613,16.37,16.369999999999997,16.565
2024-04-08,4.72,4.167999999999999,8.4465,16.41,16.224,16.607
2024-04-09,4.54,4.078,8.297,16.55,16.240000000000002,16.6605
2024-04-10,1.44,3.5439999999999996,7.949,15.5,16.028,16.6105
2024-04-11,0.52,2.952,7.491499999999999,16.27,16.22,16.6065
2024-04-12,-0.77,2.09,7.022499999999999,14.8,15.906,16.5395
2024-04-15,-2.18,0.71,6.5125,13.46,15.315999999999999,16.438499999999998
2024-04-16,-3.07,-0.812,5.977,13.26,14.658000000000001,16.298000000000002
2024-04-17,-3.64,-1.828,5.3055,12.6,14.078,16.098999999999997
2024-04-18,-3.62,-2.6559999999999997,4.563,12.36,13.296000000000001,15.847999999999999
2024-04-19,-2.91,-3.084,3.7015000000000002,11.45,12.626,15.535999999999998
2024-04-22,-2.7,-3.188,2.9210000000000003,12.38,12.41,15.2915
2024-04-23,-1.87,-2.948,2.279,13.77,12.512,15.128499999999999
2024-04-24,-3.59,-2.938,1.6024999999999998,13.69,12.73,14.974
2024-04-25,-3.88,-2.9899999999999998,0.8260000000000002,13.23,12.904,14.757
2024-04-26,-2.99,-3.0060000000000002,0.12699999999999995,14.34,13.482,14.596
2024-04-29,-2.5,-2.966,-0.31900000000000006,14.73,13.952000000000002,14.4755
2024-04-30,-3.24,-3.2399999999999998,-0.7305,12.94,13.785999999999998,14.298999999999998
2024-05-01,-3.82,-3.286,-1.1270000000000002,12.36,13.52,14.088999999999999
2024-05-02,-2.82,-3.0740000000000003,-1.4420000000000002,13.38,13.55,13.992499999999998
2024-05-03,-0.76,-2.6279999999999997,-1.657,14.75,13.632,13.911499999999998
2024-05-06,-0.92,-2.3120000000000003,-1.939,15.88,13.862,13.885
2024-05-07,-1.37,-1.9380000000000002,-2.2344999999999997,16.04,14.482,13.8595
2024-05-08,-1.9,-1.554,-2.4015,16.05,15.219999999999999,13.887
2024-05-09,0.54,-0.882,-2.4005,16.7,15.884,13.9085
2024-05-10,0.26,-0.6780000000000002,-2.3489999999999998,16.85,16.304000000000002,14.011000000000001
2024-05-13,-1.29,-0.752,-2.3045,16.85,16.497999999999998,14.180499999999999
2024-05-14,-1.42,-0.7619999999999999,-2.222,17.4,16.77,14.3875
2024-05-15,0.91,-0.19999999999999998,-1.9944999999999997,18.81,17.322,14.698000000000002
2024-05-16,-0.79,-0.466,-1.8530000000000002,18.58,17.698,15.009
2024-05-17,-0.36,-0.59,-1.7255000000000003,18.76,18.08,15.374500000000001
2024-05-20,-2.19,-0.7699999999999999,-1.7,18.87,18.484,15.699000000000002
2024-05-21,-2.67,-1.02,-1.7400000000000002,19.19,18.842000000000002,15.969999999999999
2024-05-22,-4.26,-2.054,-1.7734999999999999,18.84,18.848000000000003,16.2275
2024-05-23,-5.31,-2.9579999999999997,-1.845,17.97,18.726000000000003,16.4645
2024-05-24,-5.82,-4.05,-1.9865,18.76,18.726,16.685499999999998
2024-05-28,-4.79,-4.57,-2.101,18.86,18.724,16.892000000000003
2024-05-29,-5.59,-5.154,-2.2185,18.03,18.492,17.1465
2024-05-30,-4.66,-5.234,-2.2605,17.25,18.174,17.391
2024-05-31,-3.03,-4.7780000000000005,-2.271,18.26,18.232,17.635
2024-06-03,-4.91,-4.595999999999999,-2.4784999999999995,18.08,18.096,17.8015
2024-06-04,-4.84,-4.606,-2.6745,18.22,17.968,17.9185
2024-06-05,-4.27,-4.3420000000000005,-2.8195,19.6,18.282000000000004,18.0965
2024-06-06,-4.03,-4.215999999999999,-2.9259999999999997,19.58,18.747999999999998,18.273
2024-06-07,-5.19,-4.648,-3.2125,19.43,18.982,18.4095
2024-06-10,-3.61,-4.388,-3.406,19.81,19.328,18.557499999999997
2024-06-11,-2.7,-3.96,-3.4765,20.08,19.7,18.719
2024-06-12,-0.28,-3.162,-3.4195,21.06,19.991999999999997,18.901999999999997
2024-06-13,0.79,-2.1980000000000004,-3.4255000000000004,21.28,20.332,19.0255
2024-06-14,0.49,-1.062,-3.3615000000000004,21.38,20.722,19.1655
2024-06-17,1.26,-0.08800000000000004,-3.2805,22.32,21.224,19.3435
2024-06-18,2.51,0.954,-3.0455,22.64,21.736,19.532
2024-06-20,2.39,1.488,-2.7925,22.31,21.985999999999997,19.688
2024-06-21,3.07,1.9439999999999997,-2.426,22.04,22.137999999999998,19.848000000000003
2024-06-24,1.65,2.1759999999999997,-2.0780000000000003,21.72,22.206,20.0355
2024-06-25,-1.96,1.532,-1.8850000000000002,22.14,22.17,20.2045
2024-06-26,-0.95,0.8400000000000001,-1.693,22.26,22.094,20.3745
2024-06-27,-1.04,0.15399999999999997,-1.4655,22.42,22.116000000000003,20.594
2024-06-28,-0.25,-0.51,-1.2449999999999999,21.66,22.04,20.814500000000002
2024-07-01,-2.53,-1.346,-1.22,21.54,22.003999999999998,20.9785
2024-07-02,-2.87,-1.528,-1.1179999999999999,22.15,22.006,21.182
2024-07-03,-3.25,-1.988,-1.0385,22.58,22.07,21.4
2024-07-05,-2.98,-2.3760000000000003,-0.974,23.16,22.218,21.578
2024-07-08,-1.55,-2.636,-0.85,23.25,22.535999999999998,21.7615
2024-07-09,-2.27,-2.5840000000000005,-0.704,23.35,22.898000000000003,21.9575
2024-07-10,-0.24,-2.0580000000000003,-0.5355000000000001,24.29,23.326,22.1815
2024-07-11,2.52,-0.9040000000000001,-0.27449999999999997,23.45,23.5,22.35
2024-07-12,4.23,0.538,-0.048999999999999974,24.05,23.678,22.4995
2024-07-15,3.86,1.6199999999999999,0.10450000000000004,24.34,23.896,22.652499999999996
2024-07-16,6.92,3.4579999999999997,0.42600000000000005,24.73,24.171999999999997,22.82
