Date,rate_PYPL_5D,rate_PYPL_20D,rate_VOO_5D,rate_VOO_20D
2023-09-25,-48.396,-46.569,0.622,2.4270000000000005
2023-09-26,-48.952,-46.6605,-0.146,2.2325
2023-09-27,-49.554,-46.8435,-0.722,1.9904999999999997
2023-09-28,-49.629999999999995,-47.016999999999996,-0.9339999999999999,1.7445
2023-09-29,-49.532,-47.152499999999996,-1.1440000000000001,1.491
2023-10-02,-49.391999999999996,-47.3115,-1.432,1.2349999999999999
2023-10-03,-49.482,-47.5295,-1.69,0.929
2023-10-04,-49.082,-47.66,-1.812,0.6875
2023-10-05,-49.012,-47.7915,-1.9899999999999998,0.45549999999999996
2023-10-06,-48.940000000000005,-47.883,-1.8939999999999997,0.274
2023-10-09,-49.044,-48.0055,-1.672,0.09300000000000001
2023-10-10,-48.972,-48.1755,-1.0899999999999999,-0.03599999999999999
2023-10-11,-49.056,-48.3315,-0.564,-0.14999999999999997
2023-10-12,-49.252,-48.6295,-0.13999999999999999,-0.33649999999999997
2023-10-13,-49.604,-48.944,-0.048,-0.48650000000000004
2023-10-16,-49.77,-49.1505,0.118,-0.591
2023-10-17,-49.866,-49.318,0.186,-0.6849999999999999
2023-10-18,-50.262,-49.4885,-0.09600000000000002,-0.7985
2023-10-19,-50.534,-49.607,-0.426,-0.8724999999999999
2023-10-20,-50.94799999999999,-49.756,-0.8940000000000001,-0.9949999999999999
2023-10-23,-51.56999999999999,-49.944,-1.6,-1.1465
2023-10-24,-52.08,-50.1,-2.164,-1.1895
2023-10-25,-52.83399999999999,-50.308499999999995,-2.7340000000000004,-1.3015
2023-10-26,-53.370000000000005,-50.542,-3.372,-1.482
2023-10-27,-53.896,-50.847,-3.85,-1.6715
2023-10-30,-54.315999999999995,-51.175,-4.069999999999999,-1.8060000000000003
2023-10-31,-54.74399999999999,-51.415499999999994,-4.319999999999999,-1.847
2023-11-01,-54.510000000000005,-51.665499999999994,-4.078,-1.8679999999999999
2023-11-02,-53.732000000000006,-51.722,-3.2439999999999998,-1.7954999999999999
2023-11-03,-52.538,-51.74649999999999,-2.15,-1.7355
2023-11-06,-51.714,-51.842499999999994,-1.242,-1.6985000000000003
2023-11-07,-51.022000000000006,-51.928,-0.394,-1.673
2023-11-08,-50.43000000000001,-52.00899999999999,0.25,-1.6644999999999999
2023-11-09,-50.566,-52.0505,0.388,-1.6635000000000002
2023-11-10,-50.794,-52.044,0.654,-1.56
2023-11-13,-50.836,-52.109,0.8620000000000001,-1.5125000000000002
2023-11-14,-50.46999999999999,-52.07899999999999,1.4,-1.3695
2023-11-15,-49.903999999999996,-51.919500000000006,1.968,-1.1485
2023-11-16,-49.45399999999999,-51.7805,2.7119999999999997,-0.8790000000000001
2023-11-17,-49.138,-51.591499999999996,3.18,-0.5415000000000001
2023-11-20,-48.674,-51.385000000000005,3.822,-0.15700000000000008
2023-11-21,-48.904,-51.285000000000004,4.026,0.17799999999999994
2023-11-22,-49.245999999999995,-51.0225,4.273999999999999,0.6034999999999999
2023-11-24,-49.434,-50.7965,4.505999999999999,1.0905
2023-11-27,-49.462,-50.483000000000004,4.672,1.589
2023-11-28,-49.198,-50.1055,4.704,2.0364999999999998
2023-11-29,-48.736000000000004,-49.783,4.776000000000001,2.452
2023-11-30,-48.508,-49.522,4.837999999999999,2.8325
2023-12-01,-47.64,-49.2735,4.988,3.1485
2023-12-04,-46.848,-49.060500000000005,5.072,3.3945
2023-12-05,-46.774,-48.8705,5.130000000000001,3.6295
2023-12-06,-46.324,-48.6085,5.13,3.8329999999999997
2023-12-07,-45.995999999999995,-48.4135,5.186,4.0665
2023-12-08,-46.124,-48.163,5.215999999999999,4.3555
2023-12-11,-46.27,-47.9295,5.418,4.585500000000001
2023-12-12,-46.098,-47.686,5.7219999999999995,4.8445
2023-12-13,-45.7,-47.416000000000004,6.362,5.0735
2023-12-14,-45.088,-47.209500000000006,6.9239999999999995,5.3055
2023-12-15,-44.668,-46.9665,7.382000000000001,5.523
2023-12-18,-44.228,-46.702000000000005,7.882,5.761
2023-12-19,-43.522000000000006,-46.398,8.394,5.9875
2023-12-20,-43.525999999999996,-46.0715,8.312,6.1450000000000005
2023-12-21,-43.508,-45.775,8.341999999999999,6.3225
2023-12-22,-43.414,-45.4615,8.443999999999999,6.5075
2023-12-26,-43.246,-45.148,8.508,6.720000000000001
2023-12-27,-43.298,-44.923,8.495999999999999,6.9355
2023-12-28,-43.092,-44.6605,8.815999999999999,7.154999999999999
2023-12-29,-43.19199999999999,-44.446000000000005,8.918000000000001,7.342499999999999
2024-01-02,-43.089999999999996,-44.324,8.836,7.469499999999999
2024-01-03,-43.576,-44.33,8.553999999999998,7.5905000000000005
2024-01-04,-44.112,-44.2575,8.18,7.698
2024-01-05,-44.408,-44.1815,7.830000000000001,7.83
2024-01-08,-44.15,-43.984500000000004,7.8260000000000005,8.0025
2024-01-09,-44.186,-43.8395,7.918000000000001,8.145
2024-01-10,-43.763999999999996,-43.703500000000005,8.256,8.3
2024-01-11,-43.238,-43.542500000000004,8.648,8.429499999999999
2024-01-12,-43.077999999999996,-43.525999999999996,9.022,8.495000000000001
2024-01-16,-43.684000000000005,-43.6335,9.036,8.5305
2024-01-17,-43.897999999999996,-43.647,8.996,8.5485
2024-01-18,-43.688,-43.5685,8.995999999999999,8.578500000000002
2024-01-19,-42.864000000000004,-43.378,9.226,8.6375
2024-01-22,-42.358000000000004,-43.233999999999995,9.49,8.7895
2024-01-23,-41.19,-43.054,9.872,8.913
2024-01-24,-40.614000000000004,-42.946999999999996,10.370000000000001,9.03
2024-01-25,-40.87,-42.9745,10.812000000000001,9.1545
2024-01-26,-41.614,-42.957,11.017999999999999,9.267999999999999
2024-01-29,-41.612,-42.864,11.32,9.4155
2024-01-30,-41.816,-42.709999999999994,11.552,9.5715
2024-01-31,-42.126,-42.706,11.459999999999999,9.686
2024-02-01,-41.734,-42.514,11.466,9.8825
2024-02-02,-41.468,-42.29600000000001,11.674000000000001,10.141499999999999
2024-02-05,-41.726,-42.1935,11.676,10.377
2024-02-06,-41.568,-42.064499999999995,11.748,10.552000000000001
2024-02-07,-41.066,-41.926,12.272,10.7745
2024-02-08,-42.152,-42.111000000000004,12.606,10.97
2024-02-09,-42.798,-42.186,12.852,11.1925
2024-02-12,-43.066,-42.1905,13.157999999999998,11.411
2024-02-13,-44.076,-42.1625,13.122,11.5735
2024-02-14,-44.884,-42.1725,13.132,11.808499999999999
2024-02-15,-44.226,-42.2455,13.266,12.0375
2024-02-16,-44.184000000000005,-42.516000000000005,13.193999999999999,12.1845
2024-02-20,-44.456,-42.715,13.02,12.2935
2024-02-21,-44.602,-43.015499999999996,13.151999999999997,12.3935
2024-02-22,-44.7,-43.194,13.516,12.595
2024-02-23,-44.8,-43.228,13.754000000000001,12.773
2024-02-26,-44.766000000000005,-43.304,14.02,12.934999999999999
2024-02-27,-44.48,-43.432,14.435999999999998,13.0725
2024-02-28,-43.962,-43.55200000000001,14.8,13.2055
2024-02-29,-43.589999999999996,-43.56,14.822,13.435500000000001
2024-03-01,-43.182,-43.589999999999996,14.986,13.653
2024-03-04,-42.906,-43.6635,15.2,13.8165
2024-03-05,-43.108000000000004,-43.777499999999996,15.152000000000001,13.941500000000001
2024-03-06,-43.356,-43.999,15.252,14.0815
2024-03-07,-43.548,-44.1805,15.49,14.24
2024-03-08,-43.83200000000001,-44.010000000000005,15.442000000000002,14.362
2024-03-11,-43.814,-43.9175,15.402000000000001,14.454000000000002
2024-03-12,-43.483999999999995,-43.882,15.788,14.599
2024-03-13,-42.668,-43.647000000000006,16.028,14.807999999999998
2024-03-14,-41.82,-43.4145,16.008000000000003,14.958999999999998
2024-03-15,-41.098,-43.227999999999994,15.989999999999998,15.043000000000001
2024-03-18,-40.314,-42.95,16.108,15.1825
2024-03-19,-39.751999999999995,-42.706,16.124000000000002,15.375
2024-03-20,-39.262,-42.312,16.33,15.602500000000001
2024-03-21,-38.668,-41.9065,16.639999999999997,15.74
2024-03-22,-38.304,-41.604,16.998,15.854
2024-03-25,-37.968,-41.2505,17.19,15.975
2024-03-26,-37.274,-40.9045,17.23,16.073500000000003
2024-03-27,-36.984,-40.567499999999995,17.268,16.2195
2024-03-28,-36.822,-40.2145,17.242,16.345
2024-04-01,-36.642,-39.969,17.216,16.411499999999997
2024-04-02,-36.766000000000005,-39.7155,17.104,16.451
2024-04-03,-36.888,-39.3495,17.06,16.5505
2024-04-04,-37.144000000000005,-39.0145,16.608,16.558500000000002
2024-04-05,-37.364,-38.6685,16.369999999999997,16.565
2024-04-08,-37.116,-38.29,16.224,16.607
2024-04-09,-36.69,-37.9345,16.240000000000002,16.6605
2024-04-10,-36.574,-37.622,16.028,16.6105
2024-04-11,-36.32,-37.427499999999995,16.22,16.6065
2024-04-12,-36.378,-37.30800000000001,15.906,16.5395
2024-04-15,-36.838,-37.225,15.315999999999999,16.438499999999998
2024-04-16,-37.419999999999995,-37.211,14.658000000000001,16.298000000000002
2024-04-17,-37.852000000000004,-37.147,14.078,16.098999999999997
2024-04-18,-38.476,-37.231,13.296000000000001,15.847999999999999
2024-04-19,-38.866,-37.3575,12.626,15.535999999999998
2024-04-22,-38.924,-37.379999999999995,12.41,15.2915
2024-04-23,-38.738,-37.403499999999994,12.512,15.128499999999999
2024-04-24,-38.44199999999999,-37.439,12.73,14.974
2024-04-25,-38.077999999999996,-37.50449999999999,12.904,14.757
2024-04-26,-37.406,-37.5035,13.482,14.596
2024-04-29,-36.698,-37.394,13.952000000000002,14.4755
2024-04-30,-36.044,-37.223,13.785999999999998,14.298999999999998
2024-05-01,-35.684,-37.138,13.52,14.088999999999999
2024-05-02,-35.029999999999994,-36.976,13.55,13.992499999999998
2024-05-03,-34.96,-36.902499999999996,13.632,13.911499999999998
2024-05-06,-35.1,-36.89,13.862,13.885
2024-05-07,-35.356,-36.8895,14.482,13.8595
2024-05-08,-35.798,-36.944,15.219999999999999,13.887
2024-05-09,-36.274,-36.9645,15.884,13.9085
2024-05-10,-36.802,-37.0085,16.304000000000002,14.011000000000001
2024-05-13,-37.118,-36.959999999999994,16.497999999999998,14.180499999999999
2024-05-14,-37.372,-36.8775,16.77,14.3875
2024-05-15,-37.356,-36.82000000000001,17.322,14.698000000000002
2024-05-16,-37.422000000000004,-36.701,17.698,15.009
2024-05-17,-37.126,-36.5735,18.08,15.374500000000001
2024-05-20,-36.968,-36.471000000000004,18.484,15.699000000000002
2024-05-21,-37.062,-36.4585,18.842000000000002,15.969999999999999
2024-05-22,-37.39399999999999,-36.558,18.848000000000003,16.2275
2024-05-23,-37.885999999999996,-36.653000000000006,18.726000000000003,16.4645
2024-05-24,-38.438,-36.8315,18.726,16.685499999999998
2024-05-28,-38.94199999999999,-37.032,18.724,16.892000000000003
2024-05-29,-39.534,-37.331,18.492,17.1465
2024-05-30,-39.471999999999994,-37.505,18.174,17.391
2024-05-31,-39.198,-37.69500000000001,18.232,17.635
2024-06-03,-38.718,-37.771,18.096,17.8015
2024-06-04,-38.368,-37.849000000000004,17.968,17.9185
2024-06-05,-37.760000000000005,-37.932,18.282000000000004,18.0965
2024-06-06,-36.757999999999996,-37.745,18.747999999999998,18.273
2024-06-07,-35.794,-37.575,18.982,18.4095
2024-06-10,-35.089999999999996,-37.343,19.328,18.557499999999997
2024-06-11,-34.814,-37.273,19.7,18.719
2024-06-12,-34.839999999999996,-37.299,19.991999999999997,18.901999999999997
2024-06-13,-35.914,-37.384499999999996,20.332,19.0255
2024-06-14,-37.220000000000006,-37.5245,20.722,19.1655
2024-06-17,-38.58200000000001,-37.707,21.224,19.3435
2024-06-18,-39.69,-37.9535,21.736,19.532
2024-06-20,-40.402,-38.134,21.985999999999997,19.688
2024-06-21,-40.583999999999996,-38.182,22.137999999999998,19.848000000000003
2024-06-24,-40.808,-38.255,22.206,20.0355
2024-06-25,-40.965999999999994,-38.339,22.17,20.2045
2024-06-26,-41.134,-38.50150000000001,22.094,20.3745
2024-06-27,-41.416,-38.6045,22.116000000000003,20.594
2024-06-28,-41.924,-38.795,22.04,20.814500000000002
2024-07-01,-42.116,-38.9845,22.003999999999998,20.9785
2024-07-02,-42.04600000000001,-39.17100000000001,22.006,21.182
2024-07-03,-41.634,-39.318,22.07,21.4
2024-07-05,-41.220000000000006,-39.469500000000004,22.218,21.578
2024-07-08,-40.872,-39.8235,22.535999999999998,21.7615
2024-07-09,-40.638,-40.1955,22.898000000000003,21.9575
2024-07-10,-40.652,-40.5615,23.326,22.1815
2024-07-11,-40.582,-40.76,23.5,22.35
2024-07-12,-40.480000000000004,-40.8795,23.678,22.4995
