Date,rate_AMZN,rate_VOO,Sector,rate_BKNG,rate_DHI,rate_F,rate_HD,rate_LULU,rate_MAR,rate_MCD,rate_NKE,rate_SBUX,rate_TSLA
2022-09-23,-23.16,-17.14,Consumer Cyclical,-25.84,-20.27,-36.68,-24.92,-17.35,-14.08,-4.73,-31.98,-17.62,-17.35
2022-09-26,-22.26,-17.92,Consumer Cyclical,-25.86,-23.73,-38.28,-26.08,-16.95,-14.84,-5.55,-32.63,-17.01,-17.15
2022-09-27,-22.75,-18.14,Consumer Cyclical,-25.87,-24.52,-38.69,-25.51,-15.71,-13.33,-8.23,-32.47,-17.52,-15.11
2022-09-28,-20.37,-16.92,Consumer Cyclical,-23.55,-20.33,-37.32,-21.87,-12.91,-10.18,-8.14,-30.81,-14.79,-13.67
2022-09-29,-22.5,-18.62,Consumer Cyclical,-25.47,-23.6,-40.92,-22.91,-15.42,-12.21,-9.11,-33.14,-15.31,-19.46
2022-09-30,-23.69,-19.84,Consumer Cyclical,-26.91,-24.71,-42.28,-23.56,-21.11,-12.44,-10.5,-41.58,-17.54,-20.33
2022-10-03,-21.23,-17.32,Consumer Cyclical,-24.84,-20.45,-39.89,-20.93,-17.22,-11.73,-8.53,-39.0,-15.82,-26.4
2022-10-04,-17.78,-14.89,Consumer Cyclical,-21.7,-17.11,-35.36,-19.35,-12.9,-7.6,-7.34,-36.75,-13.05,-24.33
2022-10-05,-17.87,-15.03,Consumer Cyclical,-22.97,-18.18,-34.6,-19.27,-12.28,-7.84,-7.12,-35.05,-11.51,-26.87
2022-10-06,-18.3,-15.9,Consumer Cyclical,-23.63,-17.1,-35.36,-19.13,-12.17,-9.74,-8.75,-35.69,-12.25,-27.66
2022-10-07,-22.11,-18.18,Consumer Cyclical,-24.59,-19.17,-36.18,-20.76,-15.54,-11.31,-9.34,-37.78,-14.47,-32.09
2022-10-10,-22.7,-18.77,Consumer Cyclical,-25.13,-18.84,-40.45,-21.26,-17.84,-11.92,-8.68,-38.11,-14.44,-32.12
2022-10-11,-23.68,-19.3,Consumer Cyclical,-26.57,-18.3,-39.42,-21.15,-16.21,-12.97,-7.88,-37.19,-15.27,-34.04
2022-10-12,-23.21,-19.54,Consumer Cyclical,-24.97,-19.91,-39.52,-21.79,-16.26,-11.07,-7.88,-36.83,-14.63,-33.82
2022-10-13,-23.46,-17.48,Consumer Cyclical,-24.32,-20.57,-38.34,-21.16,-16.54,-10.24,-4.19,-36.09,-12.21,-32.49
2022-10-14,-27.23,-19.3,Consumer Cyclical,-25.17,-22.79,-38.85,-22.91,-18.13,-10.05,-5.56,-37.5,-15.11,-37.47
2022-10-17,-22.62,-17.29,Consumer Cyclical,-22.16,-21.33,-38.03,-21.59,-15.67,-7.38,-4.29,-35.8,-12.66,-33.19
2022-10-18,-20.89,-16.34,Consumer Cyclical,-21.12,-18.66,-36.99,-20.56,-15.64,-6.05,-3.25,-36.01,-12.6,-32.94
2022-10-19,-21.76,-16.91,Consumer Cyclical,-21.2,-23.76,-36.47,-23.16,-15.88,-6.05,-2.65,-36.79,-14.01,-32.39
2022-10-20,-21.64,-17.57,Consumer Cyclical,-21.13,-24.49,-38.34,-24.81,-16.92,-7.58,-3.03,-38.02,-14.72,-36.83
2022-10-21,-18.9,-15.63,Consumer Cyclical,-19.21,-21.57,-36.15,-23.15,-15.39,-3.88,-1.2,-36.84,-12.94,-34.67
2022-10-24,-18.56,-14.63,Consumer Cyclical,-19.77,-19.99,-34.65,-21.05,-15.66,-2.95,-0.9,-37.18,-17.67,-35.63
2022-10-25,-18.04,-13.27,Consumer Cyclical,-17.19,-15.24,-32.82,-19.14,-9.28,-2.68,-0.74,-34.55,-16.25,-32.27
2022-10-26,-21.37,-13.9,Consumer Cyclical,-18.09,-15.35,-32.87,-19.17,-9.08,-2.92,-0.41,-34.08,-15.59,-31.6
2022-10-27,-24.55,-14.35,Consumer Cyclical,-18.78,-14.83,-31.93,-18.92,-9.28,-2.17,2.86,-35.39,-16.19,-31.47
2022-10-28,-29.65,-12.4,Consumer Cyclical,-17.3,-12.37,-30.58,-16.85,-7.09,-0.06,6.47,-33.05,-14.41,-30.44
2022-10-31,-30.31,-12.98,Consumer Cyclical,-17.39,-13.6,-30.0,-17.54,-6.94,0.23,5.75,-33.87,-14.9,-30.73
2022-11-01,-33.3,-13.0,Consumer Cyclical,-16.2,-12.73,-29.12,-17.13,-6.41,0.2,5.72,-32.29,-14.05,-29.9
2022-11-02,-36.38,-15.11,Consumer Cyclical,-20.45,-15.13,-30.85,-19.08,-10.29,-4.09,4.76,-34.69,-16.46,-33.67
2022-11-03,-38.24,-15.97,Consumer Cyclical,-18.63,-16.81,-29.83,-21.0,-9.74,-8.03,5.72,-34.62,-16.36,-33.57
2022-11-04,-37.13,-14.8,Consumer Cyclical,-16.77,-15.12,-28.56,-20.33,-7.71,-6.53,6.35,-30.89,-9.51,-35.87
2022-11-07,-37.42,-14.03,Consumer Cyclical,-18.32,-15.18,-27.59,-18.67,-8.07,-6.9,7.02,-32.52,-10.86,-38.92
2022-11-08,-37.8,-13.57,Consumer Cyclical,-17.27,-17.25,-27.49,-18.43,-6.9,-5.57,7.76,-32.3,-8.64,-40.65
2022-11-09,-40.39,-15.28,Consumer Cyclical,-17.0,-14.83,-29.61,-19.63,-8.9,-6.15,7.53,-33.46,-9.72,-44.76
2022-11-10,-33.31,-10.81,Consumer Cyclical,-13.67,-5.44,-25.1,-12.84,0.05,-0.98,6.82,-28.25,-5.24,-40.83
2022-11-11,-30.5,-9.98,Consumer Cyclical,-10.8,-4.33,-23.44,-11.95,1.66,2.59,5.14,-23.6,-4.16,-39.25
2022-11-14,-32.05,-10.68,Consumer Cyclical,-12.31,-8.13,-25.72,-14.14,-0.25,-0.02,5.47,-24.8,-4.12,-40.76
2022-11-15,-31.74,-9.96,Consumer Cyclical,-11.38,-5.14,-24.65,-12.76,1.66,1.36,4.04,-23.15,-3.72,-39.71
2022-11-16,-32.98,-10.63,Consumer Cyclical,-10.89,-6.31,-26.44,-11.94,0.6,1.26,5.54,-24.2,-4.47,-41.98
2022-11-17,-34.53,-10.88,Consumer Cyclical,-13.9,-8.02,-26.39,-12.89,0.18,0.25,5.82,-24.11,-4.56,-43.12
2022-11-18,-35.01,-10.49,Consumer Cyclical,-13.92,-8.24,-26.03,-12.41,-1.62,1.33,5.82,-24.06,-3.6,-44.02
2022-11-21,-36.16,-10.8,Consumer Cyclical,-14.78,-9.09,-26.21,-11.42,-1.19,0.6,6.19,-25.2,-3.24,-47.75
2022-11-22,-35.65,-9.64,Consumer Cyclical,-13.65,-6.82,-25.63,-9.19,0.29,2.09,6.27,-23.67,-3.13,-47.13
2022-11-23,-35.02,-9.09,Consumer Cyclical,-12.72,-4.75,-25.82,-10.12,1.46,1.19,5.81,-23.18,-2.06,-43.06
2022-11-25,-35.51,-9.1,Consumer Cyclical,-12.09,-5.44,-25.58,-8.78,1.61,1.84,6.34,-23.67,-2.02,-43.16
2022-11-28,-35.14,-10.5,Consumer Cyclical,-12.08,-6.09,-27.28,-10.83,2.11,-0.42,5.69,-24.39,-2.9,-43.14
2022-11-29,-36.19,-10.66,Consumer Cyclical,-10.75,-5.07,-27.18,-11.52,2.12,1.05,5.18,-23.6,-2.9,-43.78
2022-11-30,-33.37,-7.97,Consumer Cyclical,-8.17,-3.06,-26.42,-9.65,6.48,3.59,5.66,-21.51,0.57,-39.54
2022-12-01,-33.27,-7.76,Consumer Cyclical,-8.75,-2.22,-24.9,-8.71,6.71,3.41,5.73,-20.16,1.68,-38.6
2022-12-02,-34.18,-7.89,Consumer Cyclical,-7.74,-2.63,-25.99,-8.5,7.75,3.67,5.73,-19.51,3.29,-38.55
2022-12-05,-36.27,-9.46,Consumer Cyclical,-8.9,-4.4,-28.37,-10.31,6.54,1.5,5.12,-21.04,1.86,-42.26
2022-12-06,-38.16,-10.72,Consumer Cyclical,-9.48,-5.3,-28.89,-10.98,3.61,0.53,5.19,-22.15,0.43,-43.06
2022-12-07,-38.01,-10.89,Consumer Cyclical,-12.98,-2.67,-29.81,-10.29,4.22,-1.43,4.67,-21.89,0.23,-44.82
2022-12-08,-36.72,-10.21,Consumer Cyclical,-10.75,-3.05,-29.71,-9.29,4.79,0.65,5.77,-19.9,2.04,-45.01
2022-12-09,-37.58,-10.84,Consumer Cyclical,-10.38,-3.71,-29.4,-10.21,-7.86,0.96,5.28,-21.17,0.15,-43.3
2022-12-12,-36.58,-9.61,Consumer Cyclical,-7.96,-2.75,-27.96,-8.31,-7.38,2.19,6.93,-19.44,1.03,-46.72
2022-12-13,-35.24,-8.96,Consumer Cyclical,-9.06,-1.71,-27.38,-7.2,-7.91,2.16,6.06,-18.98,0.54,-48.86
2022-12-14,-35.87,-9.5,Consumer Cyclical,-10.48,-1.61,-27.85,-7.07,-5.99,-0.18,6.15,-19.8,0.61,-50.15
2022-12-15,-38.03,-11.68,Consumer Cyclical,-11.89,1.3,-30.22,-8.4,-8.2,-2.61,5.11,-21.53,-1.22,-49.88
2022-12-16,-38.44,-12.71,Consumer Cyclical,-12.83,0.28,-35.0,-9.36,-9.28,-3.61,3.02,-23.04,-2.18,-52.2
2022-12-19,-40.47,-13.44,Consumer Cyclical,-13.07,-0.95,-37.25,-10.72,-10.46,-5.11,2.92,-24.75,-2.62,-52.31
2022-12-20,-40.28,-13.72,Consumer Cyclical,-12.06,-1.41,-38.42,-11.35,-13.16,-5.71,3.45,-24.64,-2.89,-56.1
2022-12-21,-39.19,-12.46,Consumer Cyclical,-11.59,0.77,-36.78,-10.21,-10.51,-6.74,3.8,-16.38,-2.28,-56.17
2022-12-22,-41.25,-13.66,Consumer Cyclical,-13.01,1.39,-39.27,-11.03,-11.56,-7.69,2.89,-15.77,-3.11,-60.02
2022-12-23,-40.24,-13.19,Consumer Cyclical,-11.57,0.18,-39.01,-10.37,-11.94,-6.84,3.57,-16.08,-2.64,-60.71
2022-12-27,-41.77,-13.52,Consumer Cyclical,-10.56,0.27,-39.86,-10.17,-10.98,-6.99,3.3,-15.22,-1.8,-65.12
2022-12-28,-42.62,-14.56,Consumer Cyclical,-12.04,-1.28,-41.18,-11.13,-12.65,-8.7,2.64,-16.91,-2.34,-63.99
2022-12-29,-40.98,-13.08,Consumer Cyclical,-10.37,0.41,-38.05,-9.95,-10.49,-7.22,2.95,-15.35,-1.28,-61.13
2022-12-30,-41.11,-13.31,Consumer Cyclical,-9.93,0.14,-37.57,-11.09,-9.51,-6.65,2.05,-15.58,-1.8,-60.7
2023-01-03,-38.92,-13.32,Consumer Cyclical,-9.07,1.69,-36.44,-10.82,-8.48,-7.19,2.29,-14.1,-0.31,-63.92
2023-01-04,-39.39,-12.72,Consumer Cyclical,-5.97,2.72,-34.69,-9.82,-9.14,-5.89,2.32,-12.42,3.09,-62.15
2023-01-05,-40.81,-13.65,Consumer Cyclical,-4.6,3.45,-33.4,-10.98,-7.76,-6.5,1.47,-12.84,3.07,-63.22
2023-01-06,-38.72,-11.74,Consumer Cyclical,-3.24,4.85,-31.61,-10.41,-6.84,-3.69,4.26,-10.07,5.27,-62.33
2023-01-09,-37.81,-11.8,Consumer Cyclical,-2.08,3.95,-31.02,-10.33,-15.35,-4.22,3.41,-9.84,3.36,-60.13
2023-01-10,-36.04,-11.18,Consumer Cyclical,-1.59,4.85,-30.2,-9.55,-12.34,-3.83,4.05,-9.13,4.59,-60.43
2023-01-11,-32.35,-10.08,Consumer Cyclical,-1.43,7.13,-28.14,-7.21,-11.65,-0.52,4.01,-7.62,4.89,-58.99
2023-01-12,-32.22,-9.75,Consumer Cyclical,-0.17,7.09,-27.0,-6.97,-10.81,0.42,3.2,-7.66,4.45,-58.88
2023-01-13,-30.2,-9.41,Consumer Cyclical,1.6,6.39,-30.85,-6.59,-10.67,1.54,4.04,-6.97,5.8,-59.26
2023-01-17,-31.67,-9.54,Consumer Cyclical,2.9,6.84,-31.13,-7.62,-8.35,1.04,6.03,-7.48,5.33,-56.28
2023-01-18,-32.09,-10.98,Consumer Cyclical,1.41,6.11,-32.54,-8.69,-9.95,0.3,2.95,-8.7,3.61,-57.17
2023-01-19,-33.34,-11.6,Consumer Cyclical,2.16,3.12,-33.78,-12.26,-12.77,1.07,2.01,-10.07,2.88,-57.7
2023-01-20,-30.82,-10.01,Consumer Cyclical,3.31,5.86,-32.59,-11.12,-11.41,4.73,3.92,-8.57,3.65,-55.65
2023-01-23,-30.63,-8.94,Consumer Cyclical,5.58,7.19,-30.42,-10.98,-10.5,6.04,4.19,-7.37,4.8,-52.26
2023-01-24,-31.48,-9.04,Consumer Cyclical,5.61,8.45,-30.75,-10.37,-11.86,6.42,4.3,-8.26,5.16,-52.21
2023-01-25,-30.87,-9.01,Consumer Cyclical,5.21,7.0,-30.47,-10.49,-12.33,8.1,5.61,-8.27,5.44,-52.03
2023-01-26,-29.43,-8.06,Consumer Cyclical,6.58,8.27,-29.77,-11.45,-12.31,9.51,6.26,-7.83,6.93,-46.83
2023-01-27,-27.29,-7.8,Consumer Cyclical,7.71,7.99,-27.87,-10.64,-11.96,9.35,5.4,-7.83,7.15,-41.05
2023-01-30,-28.48,-8.93,Consumer Cyclical,6.78,6.39,-29.93,-11.33,-14.25,7.4,4.8,-8.54,6.63,-44.74
2023-01-31,-26.66,-7.66,Consumer Cyclical,6.67,10.38,-26.56,-8.56,-13.06,8.98,3.47,-7.99,7.3,-42.58
2023-02-01,-24.66,-6.52,Consumer Cyclical,6.94,11.36,-24.47,-7.3,-10.36,9.39,2.97,-6.6,7.89,-38.99
2023-02-02,-19.29,-5.25,Consumer Cyclical,7.26,14.44,-21.66,-4.11,-8.45,9.8,1.83,-6.84,7.15,-36.79
2023-02-03,-25.87,-6.21,Consumer Cyclical,7.27,10.93,-27.45,-6.37,-9.36,8.9,2.21,-7.66,2.84,-36.24
2023-02-06,-26.71,-6.73,Consumer Cyclical,7.81,9.63,-27.92,-6.97,-11.56,7.81,3.59,-8.71,3.48,-34.71
2023-02-07,-26.76,-5.74,Consumer Cyclical,8.4,10.97,-26.25,-8.09,-9.4,9.34,3.37,-8.96,5.17,-34.14
2023-02-08,-28.21,-6.59,Consumer Cyclical,6.28,8.81,-26.41,-9.31,-12.12,8.64,1.66,-10.52,4.68,-32.89
2023-02-09,-29.48,-7.25,Consumer Cyclical,6.66,9.13,-26.04,-10.75,-11.8,9.08,0.84,-10.99,4.44,-31.22
2023-02-10,-29.92,-7.06,Consumer Cyclical,3.67,10.06,-30.14,-10.48,-12.09,7.34,1.5,-10.96,5.41,-34.12
2023-02-13,-28.57,-6.18,Consumer Cyclical,6.21,12.11,-28.19,-8.56,-9.96,8.82,2.94,-9.08,6.75,-34.74
2023-02-14,-28.45,-6.21,Consumer Cyclical,7.99,10.86,-28.85,-9.98,-9.17,12.16,3.09,-8.36,6.23,-30.91
2023-02-15,-27.42,-5.96,Consumer Cyclical,9.67,10.92,-29.06,-9.35,-7.67,11.83,3.07,-7.49,7.21,-29.6
2023-02-16,-29.55,-6.98,Consumer Cyclical,8.81,8.98,-29.17,-9.19,-8.62,9.51,2.79,-9.61,5.81,-32.8
2023-02-17,-30.23,-7.17,Consumer Cyclical,7.65,6.41,-29.28,-10.11,-9.04,7.93,4.38,-9.29,5.39,-31.15
2023-02-21,-32.08,-8.6,Consumer Cyclical,6.3,2.58,-33.03,-16.36,-10.79,7.04,3.83,-11.85,3.17,-34.02
2023-02-22,-31.23,-8.69,Consumer Cyclical,6.35,3.4,-32.98,-16.14,-10.11,6.99,3.87,-12.67,3.16,-33.11
2023-02-23,-31.2,-8.34,Consumer Cyclical,6.34,4.44,-33.74,-15.3,-9.76,7.65,3.16,-12.63,1.95,-32.79
2023-02-24,-32.85,-9.1,Consumer Cyclical,7.3,3.42,-34.78,-16.04,-12.48,6.87,1.97,-13.94,0.12,-34.15
2023-02-27,-32.66,-8.85,Consumer Cyclical,9.84,3.72,-33.8,-16.22,-11.86,6.52,2.39,-13.61,0.92,-31.33
2023-02-28,-32.33,-9.16,Consumer Cyclical,9.93,4.74,-33.74,-16.07,-12.17,6.32,2.06,-13.42,0.58,-31.82
2023-03-01,-33.05,-9.24,Consumer Cyclical,10.59,3.04,-31.66,-17.28,-11.82,6.28,1.57,-13.27,-0.06,-31.85
2023-03-02,-33.07,-8.66,Consumer Cyclical,11.39,2.94,-30.43,-16.67,-11.23,7.07,3.38,-12.58,1.44,-34.8
2023-03-03,-31.15,-7.41,Consumer Cyclical,12.71,4.94,-27.6,-15.19,-9.8,8.25,3.94,-11.64,2.9,-33.09
2023-03-06,-31.95,-7.32,Consumer Cyclical,12.5,3.61,-28.13,-15.26,-13.16,9.36,4.53,-12.17,3.32,-34.08
2023-03-07,-32.09,-8.65,Consumer Cyclical,11.22,3.3,-28.95,-17.35,-13.93,8.46,3.2,-12.59,1.73,-35.86
2023-03-08,-31.83,-8.52,Consumer Cyclical,11.37,6.1,-28.13,-17.13,-12.81,8.38,2.51,-12.39,0.92,-37.53
2023-03-09,-33.01,-10.08,Consumer Cyclical,8.51,7.32,-31.01,-18.1,-13.94,5.06,1.11,-13.81,-1.21,-40.18
2023-03-10,-34.09,-11.27,Consumer Cyclical,7.59,6.43,-32.92,-18.57,-15.47,3.19,1.26,-14.08,-2.1,-40.03
2023-03-13,-32.88,-11.41,Consumer Cyclical,6.06,8.02,-33.3,-18.51,-16.41,0.88,1.66,-14.52,-2.39,-39.73
2023-03-14,-31.13,-10.0,Consumer Cyclical,7.52,10.13,-33.84,-18.78,-15.79,2.16,2.74,-12.99,-2.02,-36.93
2023-03-15,-30.18,-10.53,Consumer Cyclical,5.14,8.77,-35.05,-18.1,-16.31,-0.46,2.91,-13.58,-2.14,-37.83
2023-03-16,-27.43,-9.06,Consumer Cyclical,6.1,10.75,-34.45,-18.45,-15.14,1.22,4.52,-11.8,-1.07,-36.65
2023-03-17,-28.21,-10.02,Consumer Cyclical,6.13,10.04,-37.3,-17.98,-15.89,-0.2,3.24,-11.99,-2.76,-37.93
2023-03-20,-29.1,-9.23,Consumer Cyclical,8.24,9.16,-37.96,-17.74,-16.25,2.38,4.59,-11.41,-1.64,-36.93
2023-03-21,-27.02,-8.08,Consumer Cyclical,11.32,9.39,-34.98,-17.69,-14.75,5.28,4.38,-8.22,-0.96,-32.21
2023-03-22,-28.39,-9.56,Consumer Cyclical,10.8,8.13,-36.31,-19.61,-13.37,2.48,3.49,-12.64,-2.35,-34.33
2023-03-23,-28.38,-9.35,Consumer Cyclical,10.03,8.77,-36.64,-19.24,-12.11,0.5,4.16,-11.57,-3.04,-33.98
2023-03-24,-28.8,-9.13,Consumer Cyclical,8.46,9.49,-36.14,-19.49,-10.65,-1.6,4.81,-11.76,-3.11,-34.57
2023-03-27,-28.86,-8.98,Consumer Cyclical,8.82,7.67,-36.08,-19.98,-9.59,-1.59,5.77,-13.86,-2.8,-34.11
2023-03-28,-29.44,-9.14,Consumer Cyclical,10.28,8.13,-35.64,-20.11,-8.73,-0.1,6.54,-13.82,-2.74,-34.99
2023-03-29,-27.27,-7.87,Consumer Cyclical,11.34,8.19,-33.15,-19.4,2.69,1.85,7.14,-11.91,-0.88,-33.42
2023-03-30,-26.0,-7.33,Consumer Cyclical,12.85,7.6,-31.83,-18.84,1.86,2.18,7.28,-12.2,-0.19,-32.95
2023-03-31,-25.07,-6.05,Consumer Cyclical,14.55,10.35,-30.11,-16.09,3.57,4.27,7.97,-10.35,2.56,-28.86
2023-04-03,-25.15,-5.56,Consumer Cyclical,14.73,10.6,-29.02,-15.03,4.37,3.22,8.74,-10.82,3.2,-32.4
2023-04-04,-24.04,-6.08,Consumer Cyclical,13.69,9.81,-28.8,-15.8,4.21,3.17,8.8,-9.36,2.37,-33.14
2023-04-05,-26.09,-6.3,Consumer Cyclical,12.8,9.79,-30.4,-17.54,3.65,2.05,8.7,-11.37,3.25,-35.51
2023-04-06,-25.4,-5.95,Consumer Cyclical,11.57,7.85,-30.95,-17.56,3.52,2.35,9.02,-11.86,3.03,-35.67
2023-04-10,-25.32,-5.85,Consumer Cyclical,11.13,8.49,-28.8,-16.85,3.26,2.19,9.36,-10.64,3.09,-35.85
2023-04-11,-26.95,-5.84,Consumer Cyclical,10.89,12.46,-27.97,-16.12,3.83,2.87,9.54,-9.64,4.07,-35.08
2023-04-12,-28.46,-6.21,Consumer Cyclical,10.14,11.44,-29.08,-17.05,3.3,1.38,9.75,-9.37,3.93,-37.2
2023-04-13,-25.16,-5.01,Consumer Cyclical,13.35,10.46,-30.25,-16.57,3.49,3.88,10.74,-7.37,5.29,-35.38
2023-04-14,-25.08,-5.2,Consumer Cyclical,14.14,10.76,-29.91,-16.56,4.41,5.49,10.72,-7.71,5.76,-35.69
2023-04-17,-24.91,-4.88,Consumer Cyclical,15.15,12.13,-29.03,-15.66,4.44,6.51,10.8,-7.54,6.58,-34.99
2023-04-18,-25.23,-4.82,Consumer Cyclical,15.96,15.16,-28.75,-14.67,5.51,8.95,11.22,-7.53,6.19,-35.93
2023-04-19,-23.78,-4.83,Consumer Cyclical,15.16,14.8,-31.59,-15.24,4.89,8.98,11.32,-7.92,5.45,-37.2
2023-04-20,-24.13,-5.36,Consumer Cyclical,14.56,21.23,-33.54,-14.77,6.6,9.02,11.24,-8.81,5.34,-43.23
2023-04-21,-21.84,-5.3,Consumer Cyclical,15.59,20.09,-33.87,-14.36,6.88,9.42,11.52,-8.02,6.46,-42.51
2023-04-24,-22.39,-5.18,Consumer Cyclical,15.3,22.25,-31.92,-13.91,7.8,9.37,11.82,-6.89,7.54,-43.38
2023-04-25,-25.03,-6.43,Consumer Cyclical,13.95,21.91,-34.1,-15.4,5.49,8.45,11.38,-8.65,7.59,-44.03
2023-04-26,-23.28,-6.78,Consumer Cyclical,12.09,19.52,-35.38,-17.72,5.52,3.63,10.92,-9.25,9.67,-46.42
2023-04-27,-19.77,-5.24,Consumer Cyclical,13.73,22.06,-34.99,-16.07,6.91,3.8,12.22,-7.9,10.92,-44.19
2023-04-28,-22.94,-4.56,Consumer Cyclical,15.55,23.72,-33.48,-14.22,7.41,6.26,12.49,-7.16,12.43,-42.77
2023-05-01,-24.87,-4.51,Consumer Cyclical,15.4,21.68,-31.79,-14.7,8.59,6.61,12.69,-6.15,12.43,-42.7
2023-05-02,-23.73,-5.49,Consumer Cyclical,16.36,21.85,-33.23,-15.65,7.61,11.83,12.81,-6.62,12.33,-43.22
2023-05-03,-23.71,-6.08,Consumer Cyclical,13.7,23.02,-33.29,-15.99,8.16,11.73,12.09,-7.0,2.15,-43.12
2023-05-04,-23.46,-6.71,Consumer Cyclical,12.07,20.35,-34.57,-18.04,7.91,10.52,12.07,-9.21,2.89,-42.92
2023-05-05,-22.26,-5.15,Consumer Cyclical,10.77,21.34,-32.18,-16.96,8.99,10.57,12.44,-7.11,5.3,-39.87
2023-05-08,-22.14,-5.11,Consumer Cyclical,13.44,21.76,-32.01,-17.43,7.87,11.42,12.46,-6.9,5.26,-39.28
2023-05-09,-21.57,-5.5,Consumer Cyclical,13.26,22.23,-32.91,-16.68,7.77,12.07,12.45,-8.19,4.81,-40.19
2023-05-10,-18.97,-5.1,Consumer Cyclical,13.68,22.02,-32.74,-17.12,7.31,9.99,12.43,-9.34,5.07,-40.4
2023-05-11,-17.52,-5.23,Consumer Cyclical,14.09,22.38,-32.85,-17.5,6.86,9.28,11.93,-10.28,3.76,-39.18
2023-05-12,-18.92,-5.35,Consumer Cyclical,13.11,21.85,-33.97,-16.71,6.62,9.04,12.31,-11.74,4.24,-40.6
2023-05-15,-18.24,-5.04,Consumer Cyclical,13.69,23.0,-34.14,-17.26,6.51,9.91,12.24,-12.02,4.75,-41.16
2023-05-16,-16.63,-5.65,Consumer Cyclical,13.7,24.77,-36.34,-19.02,5.46,9.33,11.74,-14.46,3.42,-41.1
2023-05-17,-15.1,-4.56,Consumer Cyclical,15.62,25.21,-34.93,-16.17,5.63,10.91,11.54,-14.09,3.82,-38.54
2023-05-18,-13.16,-3.65,Consumer Cyclical,18.83,25.38,-34.14,-15.39,7.26,13.35,11.71,-12.71,5.19,-37.48
2023-05-19,-14.55,-3.8,Consumer Cyclical,18.23,23.34,-34.09,-16.6,4.71,11.73,12.14,-15.71,3.64,-36.35
2023-05-22,-15.45,-3.74,Consumer Cyclical,15.58,21.47,-34.2,-16.66,3.35,9.4,10.37,-19.05,1.09,-33.3
2023-05-23,-15.47,-4.8,Consumer Cyclical,13.36,19.26,-33.63,-15.45,0.87,6.21,9.37,-20.07,-1.41,-34.39
2023-05-24,-14.18,-5.51,Consumer Cyclical,12.92,19.82,-35.89,-16.54,-1.61,5.4,9.22,-20.43,-2.13,-35.39
2023-05-25,-15.46,-4.7,Consumer Cyclical,11.84,20.18,-35.61,-17.77,-2.21,7.52,9.09,-21.02,-3.27,-34.84
2023-05-26,-11.73,-3.48,Consumer Cyclical,11.6,20.09,-31.6,-16.05,-2.77,7.58,9.26,-21.0,-3.18,-31.8
2023-05-30,-10.6,-3.45,Consumer Cyclical,9.22,20.77,-28.78,-16.17,-3.74,5.93,8.89,-21.72,-3.95,-29.02
2023-05-31,-11.39,-3.96,Consumer Cyclical,8.46,20.22,-32.11,-18.7,-5.0,5.12,8.95,-22.65,-4.05,-28.05
2023-06-01,-9.58,-2.99,Consumer Cyclical,9.82,21.41,-30.83,-16.94,-5.83,7.05,9.67,-23.34,-4.08,-26.24
2023-06-02,-8.51,-1.6,Consumer Cyclical,12.85,25.13,-29.26,-14.81,4.29,10.8,10.39,-20.32,-2.17,-24.0
2023-06-05,-7.75,-1.79,Consumer Cyclical,14.65,24.48,-28.13,-15.62,1.79,10.8,9.84,-22.21,-1.75,-22.72
2023-06-06,-6.79,-1.59,Consumer Cyclical,16.15,28.71,-26.2,-14.79,1.67,13.09,8.4,-21.49,-3.42,-21.41
2023-06-07,-10.72,-1.91,Consumer Cyclical,13.59,27.26,-22.44,-13.17,1.08,10.82,7.41,-20.82,-3.71,-20.26
2023-06-08,-8.52,-1.33,Consumer Cyclical,13.72,26.51,-22.5,-13.34,1.37,11.58,8.86,-21.48,-2.51,-16.64
2023-06-09,-9.12,-1.17,Consumer Cyclical,12.07,27.32,-21.59,-14.41,2.9,11.91,9.23,-21.73,-3.67,-13.27
2023-06-12,-6.82,-0.27,Consumer Cyclical,12.04,29.58,-21.36,-13.41,5.08,13.11,9.9,-21.02,-3.18,-11.36
2023-06-13,-6.76,0.38,Consumer Cyclical,12.38,29.27,-19.37,-13.63,5.13,13.4,9.89,-21.05,-2.4,-8.23
2023-06-14,-6.91,0.45,Consumer Cyclical,12.21,26.87,-18.97,-13.74,7.62,13.43,9.85,-16.58,-1.03,-8.91
2023-06-15,-6.48,1.72,Consumer Cyclical,14.69,28.86,-17.55,-13.08,9.14,10.46,11.41,-16.91,-0.33,-9.22
2023-06-16,-7.49,1.35,Consumer Cyclical,13.46,29.95,-17.72,-13.55,9.25,10.26,11.82,-16.05,0.15,-7.58
2023-06-20,-7.31,0.89,Consumer Cyclical,13.29,32.06,-18.86,-13.25,9.39,8.66,11.57,-19.02,-0.43,-2.68
2023-06-21,-7.9,0.35,Consumer Cyclical,13.57,32.76,-20.0,-13.45,8.07,10.11,12.13,-18.7,0.15,-7.96
2023-06-22,-4.59,0.71,Consumer Cyclical,14.94,33.5,-19.03,-13.32,7.83,9.85,11.67,-18.35,-0.84,-6.15
2023-06-23,-5.1,-0.04,Consumer Cyclical,12.78,34.34,-20.0,-13.42,6.79,7.21,10.4,-19.04,-3.3,-8.97
2023-06-26,-6.35,-0.45,Consumer Cyclical,12.45,33.78,-19.49,-11.4,6.65,7.25,10.09,-17.41,-3.41,-14.45
