Date,rate_NKE,rate_NKE_5D,rate_NKE_20D,rate_VOO,rate_VOO_5D,rate_VOO_20D
2023-04-21,-8.02,-7.964,-10.093,-5.3,-5.037999999999999,-6.2845
2023-04-24,-6.89,-7.8340000000000005,-9.849499999999999,-5.18,-5.098000000000001,-6.087
2023-04-25,-8.65,-8.058,-9.589,-6.43,-5.42,-5.9595
2023-04-26,-9.25,-8.324000000000002,-9.3605,-6.78,-5.8100000000000005,-5.841500000000001
2023-04-27,-7.9,-8.142,-9.16,-5.24,-5.786,-5.71
2023-04-28,-7.16,-7.970000000000001,-8.908,-4.56,-5.638,-5.5715
2023-05-01,-6.15,-7.822,-8.698,-4.51,-5.504,-5.4944999999999995
2023-05-02,-6.62,-7.4159999999999995,-8.488000000000001,-5.49,-5.316,-5.4910000000000005
2023-05-03,-7.0,-6.965999999999999,-8.370000000000001,-6.08,-5.176,-5.4910000000000005
2023-05-04,-9.21,-7.228,-8.262,-6.71,-5.47,-5.5115
2023-05-05,-7.11,-7.218000000000001,-8.0245,-5.15,-5.588,-5.471500000000001
2023-05-08,-6.9,-7.368,-7.8375,-5.11,-5.708,-5.4345
2023-05-09,-8.19,-7.6819999999999995,-7.765000000000001,-5.5,-5.71,-5.4174999999999995
2023-05-10,-9.34,-8.15,-7.7635000000000005,-5.1,-5.514,-5.362
2023-05-11,-10.28,-8.364,-7.909000000000001,-5.23,-5.218000000000001,-5.372999999999999
2023-05-12,-11.74,-9.290000000000001,-8.110499999999998,-5.35,-5.258,-5.3805000000000005
2023-05-15,-12.02,-10.314,-8.3345,-5.04,-5.244,-5.3885
2023-05-16,-14.46,-11.568,-8.681000000000001,-5.65,-5.274,-5.430000000000001
2023-05-17,-14.09,-12.518,-8.989500000000001,-4.56,-5.166,-5.416500000000001
2023-05-18,-12.71,-13.004,-9.1845,-3.65,-4.85,-5.331
2023-05-19,-15.71,-13.798000000000002,-9.568999999999999,-3.8,-4.54,-5.255999999999999
2023-05-22,-19.05,-15.204000000000002,-10.177000000000001,-3.74,-4.28,-5.184
2023-05-23,-20.07,-16.326,-10.748000000000001,-4.8,-4.109999999999999,-5.1025
2023-05-24,-20.43,-17.594,-11.307,-5.51,-4.3,-5.039
2023-05-25,-21.02,-19.256,-11.963,-4.7,-4.51,-5.012
2023-05-26,-21.0,-20.314,-12.655,-3.48,-4.446,-4.958
2023-05-30,-21.72,-20.848,-13.4335,-3.45,-4.388,-4.905
2023-05-31,-22.65,-21.363999999999997,-14.235,-3.96,-4.220000000000001,-4.8285
2023-06-01,-23.34,-21.945999999999998,-15.051999999999998,-2.99,-3.716,-4.674
2023-06-02,-20.32,-21.806,-15.607500000000002,-1.6,-3.096,-4.4185
2023-06-05,-22.21,-22.048000000000002,-16.3625,-1.79,-2.758,-4.250500000000001
2023-06-06,-21.49,-22.002000000000002,-17.092000000000002,-1.59,-2.386,-4.0745
2023-06-07,-20.82,-21.636,-17.7235,-1.91,-1.9760000000000002,-3.8950000000000005
2023-06-08,-21.48,-21.264000000000003,-18.3305,-1.33,-1.6440000000000001,-3.7065000000000006
2023-06-09,-21.73,-21.546,-18.903,-1.17,-1.558,-3.5035000000000003
2023-06-12,-21.02,-21.308,-19.367,-0.27,-1.254,-3.2495
2023-06-13,-21.05,-21.22,-19.8185,0.38,-0.86,-2.9785
2023-06-14,-16.58,-20.372,-19.924500000000002,0.45,-0.388,-2.6735
2023-06-15,-16.91,-19.458,-20.0655,1.72,0.22200000000000003,-2.3594999999999997
2023-06-16,-16.05,-18.322,-20.232499999999998,1.35,0.7260000000000001,-2.1095
2023-06-20,-19.02,-17.922,-20.398,0.89,0.958,-1.875
2023-06-21,-18.7,-17.452,-20.3805,0.35,0.9520000000000002,-1.6705
2023-06-22,-18.35,-17.806,-20.2945,0.71,1.004,-1.395
2023-06-23,-19.04,-18.232000000000003,-20.225,-0.04,0.652,-1.1215
2023-06-26,-17.41,-18.503999999999998,-20.0445,-0.45,0.292,-0.909
2023-06-27,-16.03,-17.906,-19.796,0.64,0.242,-0.7030000000000001
2023-06-28,-16.46,-17.458,-19.532999999999998,0.69,0.30999999999999994,-0.496
2023-06-29,-16.21,-17.03,-19.211000000000002,0.68,0.304,-0.26400000000000007
2023-06-30,-18.41,-16.904,-18.964499999999997,1.85,0.682,-0.022
2023-07-03,-18.94,-17.21,-18.8955,2.0,1.1720000000000002,0.158
2023-07-05,-20.41,-18.086000000000002,-18.805500000000002,1.78,1.4,0.3365
2023-07-06,-21.88,-19.169999999999998,-18.825,0.97,1.456,0.46449999999999997
2023-07-07,-22.34,-20.396,-18.901,0.74,1.468,0.597
2023-07-10,-21.38,-20.990000000000002,-18.895999999999997,1.01,1.3,0.7140000000000001
2023-07-11,-20.19,-21.24,-18.819,1.65,1.23,0.8550000000000001
2023-07-12,-19.92,-21.142,-18.764,2.44,1.3619999999999999,0.9904999999999999
2023-07-13,-19.86,-20.738,-18.704500000000003,3.26,1.8199999999999998,1.1345
2023-07-14,-19.78,-20.226,-18.8645,3.18,2.308,1.2710000000000001
2023-07-17,-19.22,-19.794,-18.98,3.53,2.812,1.3615
2023-07-18,-18.48,-19.452,-19.1015,4.31,3.344,1.5095
2023-07-19,-18.36,-19.14,-19.0685,4.53,3.7619999999999996,1.6915
2023-07-20,-20.09,-19.186,-19.137999999999998,3.86,3.882,1.8669999999999998
2023-07-21,-18.96,-19.022,-19.1685,3.87,4.0200000000000005,2.025
2023-07-24,-19.18,-19.014000000000003,-19.1755,4.3,4.1739999999999995,2.242
2023-07-25,-19.52,-19.222,-19.281,4.56,4.224,2.4925
2023-07-26,-18.79,-19.308,-19.419,4.58,4.234,2.6895
2023-07-27,-19.99,-19.288,-19.5955,3.99,4.26,2.8545000000000003
2023-07-28,-19.29,-19.354,-19.749499999999998,4.84,4.454,3.0625
2023-07-31,-17.98,-19.113999999999997,-19.728,5.01,4.595999999999999,3.2205
2023-08-01,-18.34,-18.878,-19.698,4.66,4.616,3.3534999999999995
2023-08-02,-19.71,-19.061999999999998,-19.663,3.53,4.406000000000001,3.441
2023-08-03,-18.89,-18.842,-19.5135,3.31,4.27,3.558
2023-08-04,-18.76,-18.736,-19.3345,2.92,3.886,3.6670000000000003
2023-08-07,-17.56,-18.652,-19.1435,3.63,3.6100000000000003,3.7979999999999996
2023-08-08,-17.99,-18.582,-19.0335,3.32,3.342,3.8815
2023-08-09,-17.99,-18.238,-18.937,2.85,3.2060000000000004,3.9019999999999997
2023-08-10,-18.36,-18.131999999999998,-18.862000000000002,2.89,3.1220000000000003,3.8835
2023-08-11,-18.87,-18.154,-18.8165,2.83,3.104,3.8659999999999997
2023-08-14,-19.12,-18.466,-18.811500000000002,3.23,3.024,3.851
2023-08-15,-19.68,-18.804,-18.871499999999997,2.44,2.848,3.7574999999999994
2023-08-16,-19.69,-19.144,-18.938,1.94,2.666,3.6279999999999992
2023-08-17,-20.45,-19.562,-18.956,1.39,2.366,3.5044999999999993
2023-08-18,-20.57,-19.902,-19.0365,1.45,2.09,3.3835
2023-08-21,-21.57,-20.392,-19.156,1.9,1.8239999999999998,3.2634999999999996
2023-08-22,-22.28,-20.912,-19.294,1.71,1.6780000000000002,3.1209999999999996
2023-08-23,-23.66,-21.706,-19.5375,2.43,1.7759999999999998,3.0134999999999996
2023-08-24,-24.23,-22.462,-19.7495,1.53,1.8039999999999998,2.8905
2023-08-25,-23.62,-23.072,-19.966,1.97,1.908,2.747
2023-08-28,-23.21,-23.4,-20.2275,2.41,2.0100000000000002,2.617
2023-08-29,-22.12,-23.368000000000002,-20.4165,3.38,2.3440000000000003,2.553
2023-08-30,-21.95,-23.026000000000003,-20.5285,3.66,2.59,2.5595
2023-08-31,-22.15,-22.610000000000003,-20.6915,3.58,3.0,2.573
2023-09-01,-21.39,-22.163999999999998,-20.823,3.65,3.336,2.6094999999999997
2023-09-05,-22.41,-22.003999999999998,-21.0655,3.35,3.524,2.5955
2023-09-06,-22.5,-22.080000000000002,-21.291,2.76,3.4,2.5675
2023-09-07,-24.08,-22.506,-21.5955,2.49,3.166,2.5495
2023-09-08,-24.28,-22.932,-21.8915,2.62,2.974,2.5360000000000005
2023-09-11,-24.93,-23.64,-22.194499999999998,3.26,2.896,2.5575
2023-09-12,-25.3,-24.218,-22.5035,2.72,2.77,2.532
2023-09-13,-25.43,-24.804,-22.791000000000004,2.84,2.786,2.5520000000000005
2023-09-14,-24.62,-24.912,-23.0375,3.7,3.028,2.6399999999999997
2023-09-15,-25.33,-25.122,-23.2815,2.45,2.9939999999999998,2.693
2023-09-18,-25.89,-25.314,-23.5475,2.56,2.854,2.7485
2023-09-19,-26.57,-25.568,-23.7975,2.36,2.782,2.7715000000000005
2023-09-20,-27.02,-25.886000000000003,-24.0345,1.42,2.498,2.757
2023-09-21,-28.89,-26.74,-24.296,-0.2,1.718,2.6255
2023-09-22,-29.46,-27.565999999999995,-24.557499999999997,-0.44,1.1400000000000001,2.527
2023-09-25,-29.65,-28.318,-24.858999999999998,-0.03,0.622,2.4270000000000005
2023-09-26,-29.98,-29.0,-25.197499999999998,-1.48,-0.146,2.2325
2023-09-27,-30.55,-29.706,-25.619,-1.46,-0.722,1.9904999999999997
2023-09-28,-30.39,-30.006,-26.041000000000004,-1.26,-0.9339999999999999,1.7445
2023-09-29,-25.78,-29.27,-26.222500000000004,-1.49,-1.1440000000000001,1.491
2023-10-02,-26.09,-28.558,-26.4575,-1.47,-1.432,1.2349999999999999
2023-10-03,-25.68,-27.698,-26.621000000000002,-2.77,-1.69,0.929
2023-10-04,-25.07,-26.601999999999997,-26.7495,-2.07,-1.812,0.6875
2023-10-05,-25.15,-25.554000000000002,-26.802999999999997,-2.15,-1.9899999999999998,0.45549999999999996
2023-10-06,-24.13,-25.224,-26.795499999999997,-1.01,-1.8939999999999997,0.274
2023-10-09,-24.31,-24.868000000000002,-26.764499999999998,-0.36,-1.672,0.09300000000000001
2023-10-10,-23.74,-24.479999999999997,-26.686500000000002,0.14,-1.0899999999999999,-0.03599999999999999
2023-10-11,-22.94,-24.054,-26.562,0.56,-0.564,-0.14999999999999997
2023-10-12,-22.48,-23.52,-26.455000000000002,-0.03,-0.13999999999999999,-0.33649999999999997
2023-10-13,-21.97,-23.088,-26.287,-0.55,-0.048,-0.48650000000000004
2023-10-16,-20.33,-22.291999999999998,-26.008999999999997,0.47,0.118,-0.591
2023-10-17,-19.58,-21.46,-25.6595,0.48,0.186,-0.6849999999999999
2023-10-18,-18.99,-20.669999999999998,-25.258000000000003,-0.85,-0.09600000000000002,-0.7985
2023-10-19,-19.54,-20.082,-24.7905,-1.68,-0.426,-0.8724999999999999
2023-10-20,-19.84,-19.656,-24.3095,-2.89,-0.8940000000000001,-0.9949999999999999
2023-10-23,-19.73,-19.535999999999998,-23.813499999999998,-3.06,-1.6,-1.1465
2023-10-24,-18.17,-19.253999999999998,-23.223,-2.34,-2.164,-1.1895
2023-10-25,-19.25,-19.306,-22.657999999999998,-3.7,-2.7340000000000004,-1.3015
2023-10-26,-21.57,-19.712,-22.217000000000002,-4.87,-3.372,-1.482
2023-10-27,-22.92,-20.328,-22.073999999999998,-5.28,-3.85,-1.6715
2023-10-30,-20.4,-20.462,-21.7895,-4.16,-4.069999999999999,-1.8060000000000003
2023-10-31,-19.7,-20.768,-21.4905,-3.59,-4.319999999999999,-1.847
2023-11-01,-20.66,-21.05,-21.27,-2.49,-4.078,-1.8679999999999999
2023-11-02,-17.7,-20.276,-20.8975,-0.7,-3.2439999999999998,-1.7954999999999999
2023-11-03,-16.3,-18.951999999999998,-20.505999999999997,0.19,-2.15,-1.7355
2023-11-06,-16.16,-18.104000000000003,-20.098499999999998,0.38,-1.242,-1.6985000000000003
2023-11-07,-14.6,-17.084,-19.6415,0.65,-0.394,-1.673
2023-11-08,-14.57,-15.866,-19.223000000000003,0.73,0.25,-1.6644999999999999
2023-11-09,-16.35,-15.596,-18.9165,-0.01,0.388,-1.6635000000000002
2023-11-10,-17.01,-15.738000000000003,-18.6685,1.52,0.654,-1.56
2023-11-13,-18.43,-16.192,-18.5735,1.42,0.8620000000000001,-1.5125000000000002
2023-11-14,-17.25,-16.722,-18.457,3.34,1.4,-1.3695
2023-11-15,-15.67,-16.942,-18.291,3.57,1.968,-1.1485
2023-11-16,-15.83,-16.838,-18.1055,3.71,2.7119999999999997,-0.8790000000000001
2023-11-17,-17.09,-16.854000000000003,-17.968,3.86,3.18,-0.5415000000000001
2023-11-20,-16.81,-16.529999999999998,-17.822,4.63,3.822,-0.15700000000000008
2023-11-21,-16.64,-16.407999999999998,-17.7455,4.36,4.026,0.17799999999999994
2023-11-22,-15.58,-16.389999999999997,-17.562,4.81,4.273999999999999,0.6034999999999999
2023-11-24,-15.79,-16.381999999999998,-17.273,4.87,4.505999999999999,1.0905
2023-11-27,-15.55,-16.073999999999998,-16.904500000000002,4.69,4.672,1.589
2023-11-28,-14.93,-15.698000000000002,-16.631,4.79,4.704,2.0364999999999998
2023-11-29,-13.67,-15.104000000000003,-16.3295,4.72,4.776000000000001,2.452
2023-11-30,-13.75,-14.738,-15.984,5.12,4.837999999999999,2.8325
2023-12-01,-11.05,-13.790000000000001,-15.651499999999999,5.62,4.988,3.1485
2023-12-04,-9.77,-12.634,-15.325,5.11,5.072,3.3945
2023-12-05,-9.57,-11.562000000000001,-14.995500000000002,5.08,5.130000000000001,3.6295
2023-12-06,-9.03,-10.634,-14.716999999999999,4.72,5.13,3.8329999999999997
2023-12-07,-10.04,-9.892,-14.4905,5.4,5.186,4.0665
2023-12-08,-9.19,-9.52,-14.132500000000002,5.77,5.215999999999999,4.3555
2023-12-11,-7.1,-8.986,-13.636999999999997,6.12,5.418,4.585500000000001
2023-12-12,-6.3,-8.331999999999999,-13.0305,6.6,5.7219999999999995,4.8445
2023-12-13,-5.11,-7.547999999999999,-12.4235,7.92,6.362,5.0735
2023-12-14,-5.23,-6.586,-11.9015,8.21,6.9239999999999995,5.3055
2023-12-15,-4.82,-5.712000000000001,-11.350999999999999,8.06,7.382000000000001,5.523
2023-12-18,-5.14,-5.319999999999999,-10.753499999999999,8.62,7.882,5.761
2023-12-19,-4.14,-4.888,-10.12,9.16,8.394,5.9875
2023-12-20,-4.94,-4.854,-9.535,7.51,8.312,6.1450000000000005
2023-12-21,-4.21,-4.65,-8.9665,8.36,8.341999999999999,6.3225
2023-12-22,-13.81,-6.447999999999999,-8.8675,8.57,8.443999999999999,6.5075
2023-12-26,-13.82,-8.184000000000001,-8.780999999999999,8.94,8.508,6.720000000000001
2023-12-27,-14.41,-10.238,-8.755,9.1,8.495999999999999,6.9355
2023-12-28,-13.29,-11.908000000000001,-8.736,9.11,8.815999999999999,7.154999999999999
2023-12-29,-13.46,-13.758000000000001,-8.7215,8.87,8.918000000000001,7.342499999999999
2024-01-02,-14.52,-13.9,-8.895,8.16,8.836,7.469499999999999
2024-01-03,-16.35,-14.406,-9.224,7.53,8.553999999999998,7.5905000000000005
2024-01-04,-17.67,-15.058000000000002,-9.629000000000001,7.23,8.18,7.698
2024-01-05,-17.85,-15.969999999999999,-10.07,7.36,7.830000000000001,7.83
2024-01-08,-16.63,-16.604000000000003,-10.3995,8.85,7.8260000000000005,8.0025
2024-01-09,-17.33,-17.166,-10.806500000000002,8.62,7.918000000000001,8.145
2024-01-10,-16.51,-17.198,-11.277,9.22,8.256,8.3
2024-01-11,-14.81,-16.625999999999998,-11.7025,9.19,8.648,8.429499999999999
2024-01-12,-15.48,-16.152,-12.221,9.23,9.022,8.495000000000001
2024-01-16,-18.14,-16.454,-12.866500000000002,8.92,9.036,8.5305
2024-01-17,-18.86,-16.759999999999998,-13.5685,8.42,8.996,8.5485
2024-01-18,-18.76,-17.21,-14.249500000000001,9.22,8.995999999999999,8.578500000000002
2024-01-19,-18.09,-17.866000000000003,-14.947,10.34,9.226,8.6375
2024-01-22,-19.06,-18.582,-15.653,10.55,9.49,8.7895
2024-01-23,-17.99,-18.552,-16.342000000000002,10.83,9.872,8.913
2024-01-24,-18.9,-18.56,-16.5965,10.91,10.370000000000001,9.03
2024-01-25,-18.9,-18.588,-16.8505,11.43,10.812000000000001,9.1545
2024-01-26,-17.32,-18.433999999999997,-16.996,11.37,11.017999999999999,9.267999999999999
2024-01-29,-16.41,-17.904,-17.152,12.06,11.32,9.4155
2024-01-30,-16.17,-17.54,-17.2875,11.99,11.552,9.5715
2024-01-31,-18.3,-17.419999999999998,-17.4765,10.45,11.459999999999999,9.686
2024-02-01,-17.79,-17.198,-17.548499999999997,11.46,11.466,9.8825
2024-02-02,-18.61,-17.456,-17.5955,12.41,11.674000000000001,10.141499999999999
2024-02-05,-19.42,-18.058,-17.674,12.07,11.676,10.377
2024-02-06,-17.09,-18.242,-17.697,12.35,11.748,10.552000000000001
2024-02-07,-16.15,-17.811999999999998,-17.638,13.07,12.272,10.7745
2024-02-08,-16.17,-17.488,-17.621,13.13,12.606,10.97
2024-02-09,-15.59,-16.884,-17.66,13.64,12.852,11.1925
2024-02-12,-13.45,-15.690000000000001,-17.558500000000002,13.6,13.157999999999998,11.411
2024-02-13,-15.2,-15.312000000000001,-17.411499999999997,12.17,13.122,11.5735
2024-02-14,-14.13,-14.908000000000001,-17.175,13.12,13.132,11.808499999999999
2024-02-15,-14.36,-14.546000000000001,-16.955000000000002,13.8,13.266,12.0375
2024-02-16,-16.39,-14.706,-16.869999999999997,13.28,13.193999999999999,12.1845
2024-02-20,-16.56,-15.328,-16.744999999999997,12.73,13.02,12.2935
2024-02-21,-14.98,-15.284,-16.5945,12.83,13.151999999999997,12.3935
2024-02-22,-15.13,-15.484,-16.406,14.94,13.516,12.595
2024-02-23,-14.69,-15.55,-16.195500000000003,14.99,13.754000000000001,12.773
2024-02-26,-15.57,-15.386000000000001,-16.108,14.61,14.02,12.934999999999999
2024-02-27,-15.08,-15.09,-16.0415,14.81,14.435999999999998,13.0725
2024-02-28,-15.72,-15.238,-16.019,14.65,14.8,13.2055
2024-02-29,-16.06,-15.424000000000001,-15.907,15.05,14.822,13.435500000000001
2024-03-01,-17.39,-15.963999999999999,-15.887,15.81,14.986,13.653
2024-03-04,-19.24,-16.698,-15.9185,15.68,15.2,13.8165
2024-03-05,-20.22,-17.726,-15.958499999999997,14.57,15.152000000000001,13.941500000000001
2024-03-06,-20.76,-18.733999999999998,-16.142000000000003,15.15,15.252,14.0815
2024-03-07,-20.32,-19.586,-16.3505,16.24,15.49,14.24
2024-03-08,-19.54,-20.016,-16.519,15.57,15.442000000000002,14.362
2024-03-11,-18.01,-19.77,-16.64,15.48,15.402000000000001,14.454000000000002
2024-03-12,-18.73,-19.472,-16.904,16.5,15.788,14.599
2024-03-13,-17.79,-18.877999999999997,-17.0335,16.35,16.028,14.807999999999998
2024-03-14,-18.67,-18.548000000000002,-17.2605,16.14,16.008000000000003,14.958999999999998
2024-03-15,-19.17,-18.474,-17.500999999999998,15.48,15.989999999999998,15.043000000000001
2024-03-18,-19.89,-18.85,-17.676000000000002,16.07,16.108,15.1825
2024-03-19,-18.91,-18.886000000000003,-17.7935,16.58,16.124000000000002,15.375
2024-03-20,-18.66,-19.060000000000002,-17.9775,17.38,16.33,15.602500000000001
2024-03-21,-18.21,-18.968,-18.1315,17.69,16.639999999999997,15.74
2024-03-22,-23.82,-19.898000000000003,-18.588,17.27,16.998,15.854
2024-03-25,-23.91,-20.701999999999998,-19.005000000000003,17.03,17.19,15.975
2024-03-26,-24.85,-21.89,-19.4935,16.78,17.23,16.073500000000003
2024-03-27,-23.6,-22.878,-19.8875,17.57,17.268,16.2195
2024-03-28,-23.72,-23.98,-20.270500000000002,17.56,17.242,16.345
2024-04-01,-24.44,-24.104000000000003,-20.623,17.14,17.216,16.411499999999997
2024-04-02,-25.73,-24.468,-20.947499999999998,16.47,17.104,16.451
2024-04-03,-26.23,-24.744,-21.248,16.56,17.06,16.5505
2024-04-04,-27.25,-25.474,-21.572499999999998,15.31,16.608,16.558500000000002
2024-04-05,-27.43,-26.216,-21.928,16.37,16.369999999999997,16.565
2024-04-08,-26.5,-26.628000000000004,-22.276000000000003,16.41,16.224,16.607
2024-04-09,-25.69,-26.619999999999997,-22.66,16.55,16.240000000000002,16.6605
2024-04-10,-27.31,-26.836000000000002,-23.089000000000002,15.5,16.028,16.6105
2024-04-11,-24.88,-26.362000000000002,-23.4435,16.27,16.22,16.6065
2024-04-12,-24.88,-25.851999999999997,-23.753999999999998,14.8,15.906,16.5395
2024-04-15,-23.99,-25.349999999999998,-23.995,13.46,15.315999999999999,16.438499999999998
2024-04-16,-23.75,-24.961999999999996,-24.188,13.26,14.658000000000001,16.298000000000002
2024-04-17,-22.58,-24.016,-24.3715,12.6,14.078,16.098999999999997
2024-04-18,-21.85,-23.41,-24.531,12.36,13.296000000000001,15.847999999999999
2024-04-19,-22.83,-23.0,-24.762,11.45,12.626,15.535999999999998
2024-04-22,-23.11,-22.824,-24.7265,12.38,12.41,15.2915
2024-04-23,-23.24,-22.722,-24.693,13.77,12.512,15.128499999999999
2024-04-24,-22.74,-22.753999999999998,-24.5875,13.69,12.73,14.974
2024-04-25,-23.31,-23.046,-24.573,13.23,12.904,14.757
2024-04-26,-23.16,-23.112,-24.544999999999998,14.34,13.482,14.596
2024-04-29,-23.21,-23.131999999999998,-24.4835,14.73,13.952000000000002,14.4755
2024-04-30,-24.68,-23.419999999999998,-24.431,12.94,13.785999999999998,14.298999999999998
2024-05-01,-25.79,-24.03,-24.409,12.36,13.52,14.088999999999999
2024-05-02,-24.14,-24.196,-24.2535,13.38,13.55,13.992499999999998
2024-05-03,-24.35,-24.434,-24.0995,14.75,13.632,13.911499999999998
2024-05-06,-23.38,-24.468,-23.9435,15.88,13.862,13.885
2024-05-07,-23.04,-24.14,-23.811,16.04,14.482,13.8595
2024-05-08,-23.19,-23.619999999999997,-23.604999999999997,16.05,15.219999999999999,13.887
2024-05-09,-23.35,-23.462,-23.5285,16.7,15.884,13.9085
2024-05-10,-25.33,-23.658,-23.551,16.85,16.304000000000002,14.011000000000001
2024-05-13,-23.89,-23.759999999999998,-23.546,16.85,16.497999999999998,14.180499999999999
2024-05-14,-23.84,-23.919999999999998,-23.5505,17.4,16.77,14.3875
2024-05-15,-24.75,-24.232,-23.659,18.81,17.322,14.698000000000002
2024-05-16,-24.67,-24.496,-23.8,18.58,17.698,15.009
2024-05-17,-24.33,-24.296,-23.875,18.76,18.08,15.374500000000001
2024-05-20,-24.67,-24.451999999999998,-23.953,18.87,18.484,15.699000000000002
2024-05-21,-23.81,-24.445999999999998,-23.981500000000004,19.19,18.842000000000002,15.969999999999999
2024-05-22,-24.07,-24.31,-24.048000000000002,18.84,18.848000000000003,16.2275
2024-05-23,-24.97,-24.369999999999997,-24.131,17.97,18.726000000000003,16.4645
2024-05-24,-24.68,-24.44,-24.207,18.76,18.726,16.685499999999998
2024-05-28,-24.48,-24.402,-24.270500000000002,18.86,18.724,16.892000000000003
2024-05-29,-24.75,-24.59,-24.274,18.03,18.492,17.1465
2024-05-30,-23.3,-24.436,-24.1495,17.25,18.174,17.391
2024-05-31,-21.99,-23.839999999999996,-24.041999999999998,18.26,18.232,17.635
2024-06-03,-22.15,-23.334,-23.932,18.08,18.096,17.8015
2024-06-04,-21.87,-22.812,-23.8565,18.22,17.968,17.9185
2024-06-05,-22.21,-22.304,-23.815,19.6,18.282000000000004,18.0965
2024-06-06,-21.08,-21.86,-23.7095,19.58,18.747999999999998,18.273
2024-06-07,-20.4,-21.542,-23.562,19.43,18.982,18.4095
2024-06-10,-20.85,-21.282,-23.338,19.81,19.328,18.557499999999997
2024-06-11,-20.95,-21.098,-23.191000000000003,20.08,19.7,18.719
2024-06-12,-22.74,-21.204,-23.136,21.06,19.991999999999997,18.901999999999997
2024-06-13,-22.33,-21.454,-23.015,21.28,20.332,19.0255
2024-06-14,-22.98,-21.97,-22.9305,21.38,20.722,19.1655
2024-06-17,-21.66,-22.131999999999998,-22.797,22.32,21.224,19.3435
2024-06-18,-21.84,-22.31,-22.655499999999996,22.64,21.736,19.532
2024-06-20,-21.2,-22.002000000000002,-22.525,22.31,21.985999999999997,19.688
2024-06-21,-19.88,-21.512,-22.315499999999997,22.04,22.137999999999998,19.848000000000003
2024-06-24,-19.89,-20.894,-22.061500000000002,21.72,22.206,20.0355
2024-06-25,-21.87,-20.936,-21.921,22.14,22.17,20.2045
2024-06-26,-22.44,-21.056,-21.819,22.26,22.094,20.3745
2024-06-27,-22.33,-21.282,-21.698,22.42,22.116000000000003,20.594
2024-06-28,-37.79,-24.863999999999997,-22.4225,21.66,22.04,20.814500000000002
2024-07-01,-35.99,-28.084000000000003,-23.122500000000002,21.54,22.003999999999998,20.9785
2024-07-02,-36.64,-31.038,-23.847,22.15,22.006,21.182
2024-07-03,-37.29,-34.007999999999996,-24.618,22.58,22.07,21.4
2024-07-05,-37.14,-36.97,-25.3645,23.16,22.218,21.578
2024-07-08,-39.08,-37.227999999999994,-26.264499999999998,23.25,22.535999999999998,21.7615
2024-07-09,-39.57,-37.943999999999996,-27.223000000000003,23.35,22.898000000000003,21.9575
2024-07-10,-39.5,-38.516,-28.155499999999996,24.29,23.326,22.1815
2024-07-11,-38.8,-38.818,-29.048000000000002,23.45,23.5,22.35
2024-07-12,-38.78,-39.146,-29.85,24.05,23.678,22.4995
2024-07-15,-40.52,-39.434000000000005,-30.759499999999996,24.34,23.896,22.652499999999996
2024-07-16,-39.27,-39.374,-31.574,24.73,24.171999999999997,22.82
2024-07-17,-39.06,-39.286,-32.444,23.77,24.068,22.8925
2024-07-18,-39.63,-39.452000000000005,-33.3335,23.26,24.03,22.9235
2024-07-19,-39.37,-39.57000000000001,-34.242000000000004,22.81,23.782,22.948500000000003
2024-07-22,-37.58,-38.982,-35.127,23.5,23.613999999999997,23.0215
2024-07-23,-38.79,-38.885999999999996,-36.072,23.35,23.338,23.103
2024-07-24,-40.71,-39.216,-37.014,21.18,22.82,23.055
