Date,rate_AAPL_5D,rate_AAPL_20D,rate_VOO_5D,rate_VOO_20D
2023-09-21,6.574000000000001,8.906,1.718,2.6255
2023-09-22,6.542,8.7635,1.1400000000000001,2.527
2023-09-25,6.316000000000001,8.614,0.622,2.4270000000000005
2023-09-26,5.468,8.309,-0.146,2.2325
2023-09-27,4.862,7.878,-0.722,1.9904999999999997
2023-09-28,4.474,7.383,-0.9339999999999999,1.7445
2023-09-29,4.046000000000001,6.898999999999999,-1.1440000000000001,1.491
2023-10-02,3.748,6.467499999999999,-1.432,1.2349999999999999
2023-10-03,3.782,5.991,-1.69,0.929
2023-10-04,4.15,5.721500000000001,-1.812,0.6875
2023-10-05,4.634,5.636000000000001,-1.9899999999999998,0.45549999999999996
2023-10-06,5.362,5.609,-1.8939999999999997,0.274
2023-10-09,5.986,5.593,-1.672,0.09300000000000001
2023-10-10,6.698,5.649,-1.0899999999999999,-0.03599999999999999
2023-10-11,7.428,5.8085,-0.564,-0.14999999999999997
2023-10-12,8.118,5.95,-0.13999999999999999,-0.33649999999999997
2023-10-13,8.28,6.0575,-0.048,-0.48650000000000004
2023-10-16,8.248,6.0745000000000005,0.118,-0.591
2023-10-17,8.097999999999999,6.0115,0.186,-0.6849999999999999
2023-10-18,7.624,6.016,-0.09600000000000002,-0.7985
2023-10-19,6.996,6.0555,-0.426,-0.8724999999999999
2023-10-20,6.282,5.9925,-0.8940000000000001,-0.9949999999999999
2023-10-23,5.596,5.8945,-1.6,-1.1465
2023-10-24,5.151999999999999,5.9325,-2.164,-1.1895
2023-10-25,4.5840000000000005,5.9464999999999995,-2.7340000000000004,-1.3015
2023-10-26,3.558,5.8265,-3.372,-1.482
2023-10-27,2.998,5.7305,-3.85,-1.6715
2023-10-30,2.6719999999999997,5.625500000000001,-4.069999999999999,-1.8060000000000003
2023-10-31,2.352,5.575,-4.319999999999999,-1.847
2023-11-01,2.676,5.578,-4.078,-1.8679999999999999
2023-11-02,3.928,5.65,-3.2439999999999998,-1.7954999999999999
2023-11-03,4.914,5.6185,-2.15,-1.7355
2023-11-06,5.956,5.618,-1.242,-1.6985000000000003
2023-11-07,7.248,5.7125,-0.394,-1.673
2023-11-08,8.302,5.7965,0.25,-1.6644999999999999
2023-11-09,8.876000000000001,5.8395,0.388,-1.6635000000000002
2023-11-10,10.032,6.056500000000001,0.654,-1.56
2023-11-13,10.693999999999999,6.2295,0.8620000000000001,-1.5125000000000002
2023-11-14,11.363999999999999,6.528999999999999,1.4,-1.3695
2023-11-15,11.975999999999999,6.8845,1.968,-1.1485
2023-11-16,12.847999999999999,7.302499999999999,2.7119999999999997,-0.8790000000000001
2023-11-17,13.241999999999999,7.796499999999999,3.18,-0.5415000000000001
2023-11-20,14.038,8.34,3.822,-0.15700000000000008
2023-11-21,14.419999999999998,8.846,4.026,0.17799999999999994
2023-11-22,14.814000000000002,9.441999999999998,4.273999999999999,0.6034999999999999
2023-11-24,14.844,10.123999999999999,4.505999999999999,1.0905
2023-11-27,14.856,10.761,4.672,1.589
2023-11-28,14.719999999999999,11.352,4.704,2.0364999999999998
2023-11-29,14.575999999999999,11.902,4.776000000000001,2.452
2023-11-30,14.412,12.376,4.837999999999999,2.8325
2023-12-01,14.482,12.7625,4.988,3.1485
2023-12-04,14.394,13.131,5.072,3.3945
2023-12-05,14.62,13.518,5.130000000000001,3.6295
2023-12-06,14.847999999999999,13.802000000000001,5.13,3.8329999999999997
2023-12-07,15.202000000000002,14.100999999999999,5.186,4.0665
2023-12-08,15.618,14.448000000000002,5.215999999999999,4.3555
2023-12-11,15.974,14.616500000000002,5.418,4.585500000000001
2023-12-12,16.116000000000003,14.873500000000002,5.7219999999999995,4.8445
2023-12-13,16.71,15.138499999999999,6.362,5.0735
2023-12-14,17.133999999999997,15.3905,6.9239999999999995,5.3055
2023-12-15,17.363999999999997,15.577000000000002,7.382000000000001,5.523
2023-12-18,17.654,15.7195,7.882,5.761
2023-12-19,17.881999999999998,15.8345,8.394,5.9875
2023-12-20,17.558,15.922999999999998,8.312,6.1450000000000005
2023-12-21,17.202,15.9875,8.341999999999999,6.3225
2023-12-22,16.8,16.066,8.443999999999999,6.5075
2023-12-26,16.524,16.1365,8.508,6.720000000000001
2023-12-27,16.156,16.1935,8.495999999999999,6.9355
2023-12-28,16.034,16.2875,8.815999999999999,7.154999999999999
2023-12-29,15.825999999999999,16.341,8.918000000000001,7.342499999999999
2024-01-02,15.008,16.197499999999998,8.836,7.469499999999999
2024-01-03,14.096,16.062,8.553999999999998,7.5905000000000005
2024-01-04,12.907999999999998,15.765499999999998,8.18,7.698
2024-01-05,11.592,15.473500000000001,7.830000000000001,7.83
2024-01-08,10.895999999999999,15.264500000000002,7.8260000000000005,8.0025
2024-01-09,10.863999999999999,15.008999999999997,7.918000000000001,8.145
2024-01-10,11.105999999999998,14.844999999999999,8.256,8.3
2024-01-11,11.541999999999998,14.622,8.648,8.429499999999999
2024-01-12,12.104,14.322,9.022,8.495000000000001
2024-01-16,11.873999999999999,13.9495,9.036,8.5305
2024-01-17,11.580000000000002,13.562999999999999,8.996,8.5485
2024-01-18,11.872,13.3995,8.995999999999999,8.578500000000002
2024-01-19,12.586000000000002,13.297999999999998,9.226,8.6375
2024-01-22,13.538,13.316999999999998,9.49,8.7895
2024-01-23,14.918000000000001,13.378499999999999,9.872,8.913
2024-01-24,16.330000000000002,13.445500000000001,10.370000000000001,9.03
2024-01-25,16.990000000000002,13.516,10.812000000000001,9.1545
2024-01-26,17.092000000000002,13.532,11.017999999999999,9.267999999999999
2024-01-29,16.832,13.516500000000002,11.32,9.4155
2024-01-30,15.975999999999999,13.416,11.552,9.5715
2024-01-31,14.766,13.385,11.459999999999999,9.686
2024-02-01,13.844,13.453,11.466,9.8825
2024-02-02,13.012,13.558000000000002,11.674000000000001,10.141499999999999
2024-02-05,12.48,13.738499999999998,11.676,10.377
2024-02-06,12.582,13.837500000000002,11.748,10.552000000000001
2024-02-07,13.132,13.952000000000002,12.272,10.7745
2024-02-08,13.306000000000001,14.003,12.606,10.97
2024-02-09,13.66,14.0875,12.852,11.1925
2024-02-12,13.596,14.111500000000001,13.157999999999998,11.411
2024-02-13,13.09,14.141500000000002,13.122,11.5735
2024-02-14,12.466,14.1735,13.132,11.808499999999999
2024-02-15,11.934000000000001,14.0185,13.266,12.0375
2024-02-16,11.156,13.73,13.193999999999999,12.1845
2024-02-20,10.49,13.3495,13.02,12.2935
2024-02-21,10.163999999999998,12.953,13.151999999999997,12.3935
2024-02-22,10.190000000000001,12.638499999999999,13.516,12.595
2024-02-23,10.030000000000001,12.2785,13.754000000000001,12.773
2024-02-26,9.892,11.930000000000001,14.02,12.934999999999999
2024-02-27,10.02,11.6465,14.435999999999998,13.0725
2024-02-28,9.914,11.4375,14.8,13.2055
2024-02-29,9.482,11.3175,14.822,13.435500000000001
2024-03-01,9.111999999999998,11.0955,14.986,13.653
2024-03-04,8.368,10.769,15.2,13.8165
2024-03-05,6.856,10.2405,15.152000000000001,13.941500000000001
2024-03-06,5.37,9.6345,15.252,14.0815
2024-03-07,3.95,9.022,15.49,14.24
2024-03-08,2.894,8.4925,15.442000000000002,14.362
2024-03-11,2.616,8.008,15.402000000000001,14.454000000000002
2024-03-12,2.9859999999999998,7.587999999999999,15.788,14.599
2024-03-13,3.2239999999999993,7.167999999999999,16.028,14.807999999999998
2024-03-14,3.6979999999999995,6.83,16.008000000000003,14.958999999999998
2024-03-15,3.9240000000000004,6.49,15.989999999999998,15.043000000000001
2024-03-18,4.038,6.2284999999999995,16.108,15.1825
2024-03-19,4.380000000000001,6.0605,16.124000000000002,15.375
2024-03-20,5.282,5.9475,16.33,15.602500000000001
2024-03-21,5.088,5.5545,16.639999999999997,15.74
2024-03-22,5.046,5.244,16.998,15.854
2024-03-25,4.704,4.9315,17.19,15.975
2024-03-26,3.94,4.5405,17.23,16.073500000000003
2024-03-27,3.2979999999999996,4.2935,17.268,16.2195
2024-03-28,3.31,4.0115,17.242,16.345
2024-04-01,3.032,3.7239999999999993,17.216,16.411499999999997
2024-04-02,2.782,3.535,17.104,16.451
2024-04-03,2.768,3.5184999999999995,17.06,16.5505
2024-04-04,2.2220000000000004,3.5065000000000004,16.608,16.558500000000002
2024-04-05,1.986,3.5204999999999997,16.369999999999997,16.565
2024-04-08,1.798,3.45,16.224,16.607
2024-04-09,1.8980000000000001,3.3555,16.240000000000002,16.6605
2024-04-10,1.674,3.1905,16.028,16.6105
2024-04-11,2.418,3.3050000000000006,16.22,16.6065
2024-04-12,3.252,3.409,15.906,16.5395
2024-04-15,3.7600000000000002,3.409,15.315999999999999,16.438499999999998
2024-04-16,3.726,3.2775,14.658000000000001,16.298000000000002
2024-04-17,3.752,3.0335,14.078,16.098999999999997
2024-04-18,2.7960000000000003,2.6835,13.296000000000001,15.847999999999999
2024-04-19,1.416,2.491,12.626,15.535999999999998
2024-04-22,0.596,2.2965,12.41,15.2915
2024-04-23,0.3,2.1765,12.512,15.128499999999999
2024-04-24,0.42400000000000004,2.1545,12.73,14.974
2024-04-25,0.766,2.0505,12.904,14.757
2024-04-26,1.282,1.984,13.482,14.596
2024-04-29,2.202,2.089,13.952000000000002,14.4755
2024-04-30,2.614,2.1345,13.785999999999998,14.298999999999998
2024-05-01,2.6399999999999997,2.1225,13.52,14.088999999999999
2024-05-02,3.002,2.2455,13.55,13.992499999999998
2024-05-03,4.656000000000001,2.6515,13.632,13.911499999999998
2024-05-06,5.6080000000000005,3.0415,13.862,13.885
2024-05-07,7.022,3.4155,14.482,13.8595
2024-05-08,8.608,3.8560000000000003,15.219999999999999,13.887
2024-05-09,9.972,4.1339999999999995,15.884,13.9085
2024-05-10,9.934000000000001,4.322,16.304000000000002,14.011000000000001
2024-05-13,10.477999999999998,4.721,16.497999999999998,14.180499999999999
2024-05-14,11.076,5.253,16.77,14.3875
2024-05-15,11.908,5.895,17.322,14.698000000000002
2024-05-16,12.536,6.569,17.698,15.009
2024-05-17,13.347999999999999,7.305,18.08,15.374500000000001
2024-05-20,13.916,8.050999999999998,18.484,15.699000000000002
2024-05-21,14.504,8.804,18.842000000000002,15.969999999999999
2024-05-22,14.644,9.45,18.848000000000003,16.2275
2024-05-23,14.290000000000001,9.95,18.726000000000003,16.4645
2024-05-24,14.301999999999998,10.56,18.726,16.685499999999998
2024-05-28,14.176000000000002,11.044500000000001,18.724,16.892000000000003
2024-05-29,13.929999999999998,11.633000000000001,18.492,17.1465
2024-05-30,13.978,12.2845,18.174,17.391
2024-05-31,14.620000000000001,12.854499999999998,18.232,17.635
2024-06-03,15.05,13.1585,18.096,17.8015
2024-06-04,15.516,13.5215,17.968,17.9185
2024-06-05,16.125999999999998,13.909,18.282000000000004,18.0965
2024-06-06,16.452,14.245500000000002,18.747999999999998,18.273
2024-06-07,16.948,14.598500000000001,18.982,18.4095
2024-06-10,16.84,14.885,19.328,18.557499999999997
2024-06-11,18.113999999999997,15.4305,19.7,18.719
2024-06-12,19.806,16.0915,19.991999999999997,18.901999999999997
2024-06-13,21.782,16.714,20.332,19.0255
2024-06-14,23.296,17.2885,20.722,19.1655
2024-06-17,25.679999999999996,17.967999999999996,21.224,19.3435
2024-06-18,26.474,18.57,21.736,19.532
2024-06-20,26.344,19.0515,21.985999999999997,19.688
2024-06-21,25.938,19.537499999999998,22.137999999999998,19.848000000000003
2024-06-24,25.756,20.155,22.206,20.0355
2024-06-25,25.23,20.7,22.17,20.2045
2024-06-26,25.226,21.332500000000003,22.094,20.3745
2024-06-27,25.619999999999997,21.973999999999997,22.116000000000003,20.594
2024-06-28,25.875999999999998,22.512,22.04,20.814500000000002
2024-07-01,26.51,23.1275,22.003999999999998,20.9785
2024-07-02,27.356,23.7765,22.006,21.182
2024-07-03,27.956,24.4425,22.07,21.4
2024-07-05,28.880000000000003,25.1625,22.218,21.578
2024-07-08,30.22,25.953999999999997,22.535999999999998,21.7615
2024-07-09,31.208,26.692500000000003,22.898000000000003,21.9575
2024-07-10,32.260000000000005,27.6315,23.326,22.1815
2024-07-11,32.757999999999996,28.103499999999997,23.5,22.35
2024-07-12,33.106,28.4875,23.678,22.4995
2024-07-15,33.652,28.9215,23.896,22.652499999999996
2024-07-16,34.15,29.406,24.171999999999997,22.82
2024-07-17,33.94799999999999,29.698500000000003,24.068,22.8925
2024-07-18,33.922000000000004,29.9655,24.03,22.9235
2024-07-19,33.656,30.315500000000004,23.782,22.948500000000003
2024-07-22,33.05,30.6995,23.613999999999997,23.0215
2024-07-23,32.512,31.095,23.338,23.103
2024-07-24,31.75,31.328500000000002,22.82,23.055
2024-07-25,31.168,31.451,22.312,22.978
