Date,rate_CHTR,rate_CHTR_5D,rate_CHTR_20D,rate_VOO,rate_VOO_5D,rate_VOO_20D
2023-04-21,-35.27,-33.82,-32.689499999999995,-5.3,-5.037999999999999,-6.2845
2023-04-24,-35.62,-34.4,-32.7795,-5.18,-5.098000000000001,-6.087
2023-04-25,-36.93,-35.134,-32.9765,-6.43,-5.42,-5.9595
2023-04-26,-37.55,-36.004,-33.178000000000004,-6.78,-5.8100000000000005,-5.841500000000001
2023-04-27,-33.37,-35.748000000000005,-33.209500000000006,-5.24,-5.786,-5.71
2023-04-28,-28.47,-34.388,-32.989999999999995,-4.56,-5.638,-5.5715
2023-05-01,-28.27,-32.918,-32.840500000000006,-4.51,-5.504,-5.4944999999999995
2023-05-02,-30.01,-31.534,-32.7995,-5.49,-5.316,-5.4910000000000005
2023-05-03,-30.07,-30.038,-32.686,-6.08,-5.176,-5.4910000000000005
2023-05-04,-31.59,-29.682,-32.695,-6.71,-5.47,-5.5115
2023-05-05,-31.21,-30.23,-32.658500000000004,-5.15,-5.588,-5.471500000000001
2023-05-08,-31.27,-30.830000000000002,-32.659000000000006,-5.11,-5.708,-5.4345
2023-05-09,-33.46,-31.52,-32.8125,-5.5,-5.71,-5.4174999999999995
2023-05-10,-33.28,-32.162,-32.813,-5.1,-5.514,-5.362
2023-05-11,-32.95,-32.434000000000005,-32.838,-5.23,-5.218000000000001,-5.372999999999999
2023-05-12,-33.63,-32.918,-32.839,-5.35,-5.258,-5.3805000000000005
2023-05-15,-32.65,-33.194,-32.8355,-5.04,-5.244,-5.3885
2023-05-16,-34.18,-33.338,-32.8815,-5.65,-5.274,-5.430000000000001
2023-05-17,-33.56,-33.394000000000005,-32.8995,-4.56,-5.166,-5.416500000000001
2023-05-18,-32.58,-33.32,-32.796,-3.65,-4.85,-5.331
2023-05-19,-33.2,-33.234,-32.6925,-3.8,-4.54,-5.255999999999999
2023-05-22,-32.99,-33.302,-32.561,-3.74,-4.28,-5.184
2023-05-23,-33.97,-33.26,-32.413000000000004,-4.8,-4.109999999999999,-5.1025
2023-05-24,-34.97,-33.542,-32.284,-5.51,-4.3,-5.039
2023-05-25,-37.21,-34.468,-32.476,-4.7,-4.51,-5.012
2023-05-26,-35.16,-34.86,-32.8105,-3.48,-4.446,-4.958
2023-05-30,-34.57,-35.176,-33.1255,-3.45,-4.388,-4.905
2023-05-31,-35.96,-35.574,-33.423,-3.96,-4.220000000000001,-4.8285
2023-06-01,-34.85,-35.55,-33.662,-2.99,-3.716,-4.674
2023-06-02,-34.6,-35.028,-33.8125,-1.6,-3.096,-4.4185
2023-06-05,-33.52,-34.7,-33.928,-1.79,-2.758,-4.250500000000001
2023-06-06,-34.67,-34.720000000000006,-34.098,-1.59,-2.386,-4.0745
2023-06-07,-33.17,-34.162,-34.0835,-1.91,-1.9760000000000002,-3.8950000000000005
2023-06-08,-33.27,-33.846000000000004,-34.083,-1.33,-1.6440000000000001,-3.7065000000000006
2023-06-09,-34.77,-33.88,-34.174,-1.17,-1.558,-3.5035000000000003
2023-06-12,-33.44,-33.864000000000004,-34.1645,-0.27,-1.254,-3.2495
2023-06-13,-33.45,-33.62,-34.2045,0.38,-0.86,-2.9785
2023-06-14,-33.45,-33.676,-34.168,0.45,-0.388,-2.6735
2023-06-15,-31.97,-33.416000000000004,-34.088499999999996,1.72,0.22200000000000003,-2.3594999999999997
2023-06-16,-32.28,-32.918,-34.0735,1.35,0.7260000000000001,-2.1095
2023-06-20,-34.11,-33.052,-34.119,0.89,0.958,-1.875
2023-06-21,-34.71,-33.304,-34.205,0.35,0.9520000000000002,-1.6705
2023-06-22,-35.27,-33.668,-34.269999999999996,0.71,1.004,-1.395
2023-06-23,-35.2,-34.314,-34.28150000000001,-0.04,0.652,-1.1215
2023-06-26,-33.13,-34.484,-34.0775,-0.45,0.292,-0.909
2023-06-27,-29.83,-33.628,-33.811,0.64,0.242,-0.7030000000000001
2023-06-28,-28.75,-32.436,-33.519999999999996,0.69,0.30999999999999994,-0.496
2023-06-29,-28.11,-31.003999999999998,-33.127500000000005,0.68,0.304,-0.26400000000000007
2023-06-30,-27.2,-29.404000000000003,-32.745000000000005,1.85,0.682,-0.022
2023-07-03,-26.48,-28.074,-32.339000000000006,2.0,1.1720000000000002,0.158
2023-07-05,-26.59,-27.426,-31.9925,1.78,1.4,0.3365
2023-07-06,-25.79,-26.833999999999996,-31.5485,0.97,1.456,0.46449999999999997
2023-07-07,-25.76,-26.363999999999997,-31.178000000000004,0.74,1.468,0.597
2023-07-10,-25.65,-26.053999999999995,-30.797000000000004,1.01,1.3,0.7140000000000001
2023-07-11,-24.14,-25.586000000000002,-30.265500000000003,1.65,1.23,0.8550000000000001
2023-07-12,-23.65,-24.998,-29.776,2.44,1.3619999999999999,0.9904999999999999
2023-07-13,-23.47,-24.534,-29.276999999999997,3.26,1.8199999999999998,1.1345
2023-07-14,-25.07,-24.396,-28.858000000000004,3.18,2.308,1.2710000000000001
2023-07-17,-25.2,-24.306,-28.5195,3.53,2.812,1.3615
2023-07-18,-23.16,-24.11,-28.063499999999998,4.31,3.344,1.5095
2023-07-19,-22.91,-23.962,-27.503500000000003,4.53,3.7619999999999996,1.6915
2023-07-20,-21.77,-23.622000000000003,-26.8565,3.86,3.882,1.8669999999999998
2023-07-21,-21.93,-22.994,-26.1895,3.87,4.0200000000000005,2.025
2023-07-24,-21.1,-22.174,-25.4845,4.3,4.1739999999999995,2.242
2023-07-25,-21.23,-21.788,-24.8895,4.56,4.224,2.4925
2023-07-26,-21.98,-21.602,-24.497000000000003,4.58,4.234,2.6895
2023-07-27,-20.82,-21.412,-24.100500000000004,3.99,4.26,2.8545000000000003
2023-07-28,-21.58,-21.342000000000002,-23.774,4.84,4.454,3.0625
2023-07-31,-20.07,-21.136000000000003,-23.4175,5.01,4.595999999999999,3.2205
2023-08-01,-18.72,-20.634,-23.029500000000002,4.66,4.616,3.3534999999999995
2023-08-02,-17.49,-19.735999999999997,-22.574499999999997,3.53,4.406000000000001,3.441
2023-08-03,-16.91,-18.953999999999997,-22.1305,3.31,4.27,3.558
2023-08-04,-17.52,-18.142000000000003,-21.7185,2.92,3.886,3.6670000000000003
2023-08-07,-17.43,-17.613999999999997,-21.307499999999997,3.63,3.6100000000000003,3.7979999999999996
2023-08-08,-17.38,-17.345999999999997,-20.9695,3.32,3.342,3.8815
2023-08-09,-17.36,-17.32,-20.655,2.85,3.2060000000000004,3.9019999999999997
2023-08-10,-16.23,-17.184,-20.293,2.89,3.1220000000000003,3.8835
2023-08-11,-16.28,-16.936,-19.8535,2.83,3.104,3.8659999999999997
2023-08-14,-16.37,-16.724,-19.412,3.23,3.024,3.851
2023-08-15,-16.26,-16.500000000000004,-19.067,2.44,2.848,3.7574999999999994
2023-08-16,-16.43,-16.314,-18.743000000000002,1.94,2.666,3.6279999999999992
2023-08-17,-16.69,-16.406,-18.488999999999997,1.39,2.366,3.5044999999999993
2023-08-18,-17.25,-16.6,-18.255000000000003,1.45,2.09,3.3835
2023-08-21,-17.3,-16.786,-18.065,1.9,1.8239999999999998,3.2634999999999996
2023-08-22,-18.18,-17.169999999999998,-17.9125,1.71,1.6780000000000002,3.1209999999999996
2023-08-23,-17.93,-17.470000000000002,-17.71,2.43,1.7759999999999998,3.0134999999999996
2023-08-24,-18.36,-17.804,-17.586999999999996,1.53,1.8039999999999998,2.8905
2023-08-25,-17.73,-17.9,-17.3945,1.97,1.908,2.747
2023-08-28,-15.75,-17.589999999999996,-17.1785,2.41,2.0100000000000002,2.617
2023-08-29,-13.32,-16.618000000000002,-16.9085,3.38,2.3440000000000003,2.553
2023-08-30,-14.8,-15.991999999999999,-16.774,3.66,2.59,2.5595
2023-08-31,-14.97,-15.313999999999998,-16.677,3.58,3.0,2.573
2023-09-01,-16.65,-15.098000000000003,-16.6335,3.65,3.336,2.6094999999999997
2023-09-05,-18.32,-15.612,-16.678,3.35,3.524,2.5955
2023-09-06,-16.55,-16.258000000000003,-16.6365,2.76,3.4,2.5675
2023-09-07,-17.09,-16.716,-16.622999999999998,2.49,3.166,2.5495
2023-09-08,-16.08,-16.938,-16.6155,2.62,2.974,2.5360000000000005
2023-09-11,-13.58,-16.323999999999998,-16.4805,3.26,2.896,2.5575
2023-09-12,-13.43,-15.346,-16.3335,2.72,2.77,2.532
2023-09-13,-12.9,-14.616,-16.1655,2.84,2.786,2.5520000000000005
2023-09-14,-10.99,-13.396,-15.8935,3.7,3.028,2.6399999999999997
2023-09-15,-11.26,-12.431999999999999,-15.622,2.45,2.9939999999999998,2.693
2023-09-18,-9.77,-11.67,-15.248000000000001,2.56,2.854,2.7485
2023-09-19,-10.95,-11.174000000000001,-14.9305,2.36,2.782,2.7715000000000005
2023-09-20,-11.24,-10.841999999999999,-14.5835,1.42,2.498,2.757
2023-09-21,-11.5,-10.943999999999999,-14.262,-0.2,1.718,2.6255
2023-09-22,-11.81,-11.053999999999998,-13.934500000000003,-0.44,1.1400000000000001,2.527
2023-09-25,-12.82,-11.664,-13.689000000000002,-0.03,0.622,2.4270000000000005
2023-09-26,-15.01,-12.476,-13.652000000000001,-1.48,-0.146,2.2325
2023-09-27,-14.1,-13.048000000000002,-13.690999999999999,-1.46,-0.722,1.9904999999999997
2023-09-28,-11.96,-13.14,-13.549000000000001,-1.26,-0.9339999999999999,1.7445
2023-09-29,-12.86,-13.35,-13.4435,-1.49,-1.1440000000000001,1.491
2023-10-02,-12.86,-13.357999999999999,-13.254,-1.47,-1.432,1.2349999999999999
2023-10-03,-14.08,-13.172,-13.042000000000002,-2.77,-1.69,0.929
2023-10-04,-13.95,-13.142,-12.912,-2.07,-1.812,0.6875
2023-10-05,-14.16,-13.581999999999999,-12.7655,-2.15,-1.9899999999999998,0.45549999999999996
2023-10-06,-14.28,-13.866,-12.6755,-1.01,-1.8939999999999997,0.274
2023-10-09,-12.11,-13.716,-12.602,-0.36,-1.672,0.09300000000000001
2023-10-10,-11.66,-13.232,-12.513499999999999,0.14,-1.0899999999999999,-0.03599999999999999
2023-10-11,-10.66,-12.574,-12.4015,0.56,-0.564,-0.14999999999999997
2023-10-12,-11.08,-11.958,-12.406,-0.03,-0.13999999999999999,-0.33649999999999997
2023-10-13,-10.77,-11.256,-12.381499999999999,-0.55,-0.048,-0.48650000000000004
2023-10-16,-9.76,-10.786,-12.381,0.47,0.118,-0.591
2023-10-17,-10.11,-10.475999999999999,-12.339,0.48,0.186,-0.6849999999999999
2023-10-18,-10.96,-10.536,-12.325,-0.85,-0.09600000000000002,-0.7985
2023-10-19,-13.38,-10.996,-12.419,-1.68,-0.426,-0.8724999999999999
2023-10-20,-14.6,-11.762,-12.558499999999999,-2.89,-0.8940000000000001,-0.9949999999999999
2023-10-23,-14.48,-12.706,-12.6415,-3.06,-1.6,-1.1465
2023-10-24,-14.3,-13.544,-12.605999999999998,-2.34,-2.164,-1.1895
2023-10-25,-15.75,-14.502,-12.6885,-3.7,-2.7340000000000004,-1.3015
2023-10-26,-18.1,-15.446000000000002,-12.995500000000002,-4.87,-3.372,-1.482
2023-10-27,-25.84,-17.694,-13.644499999999999,-5.28,-3.85,-1.6715
2023-10-30,-22.37,-19.272,-14.12,-4.16,-4.069999999999999,-1.8060000000000003
2023-10-31,-19.84,-20.380000000000003,-14.408000000000001,-3.59,-4.319999999999999,-1.847
2023-11-01,-18.75,-20.98,-14.648000000000001,-2.49,-4.078,-1.8679999999999999
2023-11-02,-17.58,-20.875999999999998,-14.818999999999999,-0.7,-3.2439999999999998,-1.7954999999999999
2023-11-03,-16.15,-18.938,-14.9125,0.19,-2.15,-1.7355
2023-11-06,-16.99,-17.862000000000002,-15.1565,0.38,-1.242,-1.6985000000000003
2023-11-07,-17.52,-17.398,-15.449499999999997,0.65,-0.394,-1.673
2023-11-08,-17.42,-17.131999999999998,-15.7875,0.73,0.25,-1.6644999999999999
2023-11-09,-19.17,-17.45,-16.192,-0.01,0.388,-1.6635000000000002
2023-11-10,-18.13,-17.845999999999997,-16.56,1.52,0.654,-1.56
2023-11-13,-18.79,-18.206,-17.0115,1.42,0.8620000000000001,-1.5125000000000002
2023-11-14,-17.14,-18.130000000000003,-17.363,3.34,1.4,-1.3695
2023-11-15,-16.6,-17.966,-17.645,3.57,1.968,-1.1485
2023-11-16,-17.53,-17.637999999999998,-17.8525,3.71,2.7119999999999997,-0.8790000000000001
2023-11-17,-18.54,-17.720000000000002,-18.049500000000002,3.86,3.18,-0.5415000000000001
2023-11-20,-17.49,-17.46,-18.2,4.63,3.822,-0.15700000000000008
2023-11-21,-19.57,-17.945999999999998,-18.4635,4.36,4.026,0.17799999999999994
2023-11-22,-19.01,-18.428,-18.6265,4.81,4.273999999999999,0.6034999999999999
2023-11-24,-18.89,-18.7,-18.666,4.87,4.505999999999999,1.0905
2023-11-27,-20.67,-19.125999999999998,-18.407500000000002,4.69,4.672,1.589
2023-11-28,-19.8,-19.588,-18.279000000000003,4.79,4.704,2.0364999999999998
2023-11-29,-20.27,-19.728,-18.3005,4.72,4.776000000000001,2.452
2023-11-30,-20.03,-19.932000000000002,-18.3645,5.12,4.837999999999999,2.8325
2023-12-01,-19.32,-20.018,-18.4515,5.62,4.988,3.1485
2023-12-04,-19.85,-19.854000000000003,-18.6365,5.11,5.072,3.3945
2023-12-05,-26.62,-21.218,-19.118000000000002,5.08,5.130000000000001,3.6295
2023-12-06,-27.09,-22.582,-19.5965,4.72,5.13,3.8329999999999997
2023-12-07,-25.79,-23.734,-20.015,5.4,5.186,4.0665
2023-12-08,-26.01,-25.072000000000003,-20.357,5.77,5.215999999999999,4.3555
2023-12-11,-24.63,-26.028,-20.682,6.12,5.418,4.585500000000001
2023-12-12,-26.12,-25.927999999999997,-21.048499999999997,6.6,5.7219999999999995,4.8445
2023-12-13,-23.69,-25.248,-21.375999999999998,7.92,6.362,5.0735
2023-12-14,-22.79,-24.648,-21.6855,8.21,6.9239999999999995,5.3055
2023-12-15,-23.58,-24.162,-21.988,8.06,7.382000000000001,5.523
2023-12-18,-22.8,-23.796,-22.201,8.62,7.882,5.761
2023-12-19,-22.31,-23.034,-22.442,9.16,8.394,5.9875
2023-12-20,-23.33,-22.961999999999996,-22.63,7.51,8.312,6.1450000000000005
2023-12-21,-22.87,-22.978,-22.823,8.36,8.341999999999999,6.3225
2023-12-22,-23.15,-22.892000000000003,-23.036,8.57,8.443999999999999,6.5075
2023-12-26,-21.69,-22.669999999999998,-23.087,8.94,8.508,6.720000000000001
2023-12-27,-21.29,-22.466,-23.1615,9.1,8.495999999999999,6.9355
2023-12-28,-21.12,-22.024,-23.204,9.11,8.815999999999999,7.154999999999999
2023-12-29,-21.85,-21.82,-23.295,8.87,8.918000000000001,7.342499999999999
2024-01-02,-20.91,-21.372,-23.3745,8.16,8.836,7.469499999999999
2024-01-03,-21.86,-21.406,-23.475,7.53,8.553999999999998,7.5905000000000005
2024-01-04,-24.02,-21.952,-23.345,7.23,8.18,7.698
2024-01-05,-24.73,-22.674,-23.227,7.36,7.830000000000001,7.83
2024-01-08,-23.4,-22.984,-23.107499999999998,8.85,7.8260000000000005,8.0025
2024-01-09,-25.44,-23.889999999999997,-23.079,8.62,7.918000000000001,8.145
2024-01-10,-25.76,-24.669999999999998,-23.1355,9.22,8.256,8.3
2024-01-11,-25.64,-24.994,-23.1115,9.19,8.648,8.429499999999999
2024-01-12,-26.18,-25.284,-23.236,9.23,9.022,8.495000000000001
2024-01-16,-25.5,-25.704,-23.3715,8.92,9.036,8.5305
2024-01-17,-27.3,-26.076,-23.5575,8.42,8.996,8.5485
2024-01-18,-26.25,-26.174,-23.73,9.22,8.995999999999999,8.578500000000002
2024-01-19,-24.95,-26.036,-23.862000000000002,10.34,9.226,8.6375
2024-01-22,-24.54,-25.708,-23.9225,10.55,9.49,8.7895
2024-01-23,-23.45,-25.298,-23.951500000000003,10.83,9.872,8.913
2024-01-24,-24.89,-24.816,-24.0385,10.91,10.370000000000001,9.03
2024-01-25,-25.35,-24.636000000000003,-24.2215,11.43,10.812000000000001,9.1545
2024-01-26,-23.76,-24.398,-24.345000000000002,11.37,11.017999999999999,9.267999999999999
2024-01-29,-23.02,-24.094,-24.44,12.06,11.32,9.4155
2024-01-30,-23.78,-24.160000000000004,-24.5365,11.99,11.552,9.5715
2024-01-31,-25.03,-24.188,-24.7425,10.45,11.459999999999999,9.686
2024-02-01,-22.31,-23.580000000000002,-24.765,11.46,11.466,9.8825
2024-02-02,-34.62,-25.752,-25.295,12.41,11.674000000000001,10.141499999999999
2024-02-05,-37.66,-28.679999999999996,-25.9415,12.07,11.676,10.377
2024-02-06,-40.33,-31.99,-26.788,12.35,11.748,10.552000000000001
2024-02-07,-41.65,-35.314,-27.598499999999994,13.07,12.272,10.7745
2024-02-08,-41.86,-39.224,-28.403499999999998,13.13,12.606,10.97
2024-02-09,-40.16,-40.332,-29.1295,13.64,12.852,11.1925
2024-02-12,-38.81,-40.562,-29.761000000000003,13.6,13.157999999999998,11.411
2024-02-13,-39.87,-40.47,-30.4795,12.17,13.122,11.5735
2024-02-14,-40.95,-40.33,-31.162,13.12,13.132,11.808499999999999
2024-02-15,-39.57,-39.872,-31.827999999999996,13.8,13.266,12.0375
2024-02-16,-39.8,-39.8,-32.5705,13.28,13.193999999999999,12.1845
2024-02-20,-39.37,-39.912,-33.312,12.73,13.02,12.2935
2024-02-21,-40.95,-40.128,-34.187,12.83,13.151999999999997,12.3935
2024-02-22,-38.99,-39.736000000000004,-34.892,14.94,13.516,12.595
2024-02-23,-38.5,-39.522,-35.5495,14.99,13.754000000000001,12.773
2024-02-26,-39.87,-39.536,-36.355000000000004,14.61,14.02,12.934999999999999
2024-02-27,-40.4,-39.742000000000004,-37.224,14.81,14.435999999999998,13.0725
2024-02-28,-40.74,-39.7,-38.071999999999996,14.65,14.8,13.2055
2024-02-29,-39.61,-39.824,-38.801,15.05,14.822,13.435500000000001
2024-03-01,-39.07,-39.938,-39.639,15.81,14.986,13.653
2024-03-04,-41.87,-40.338,-40.0015,15.68,15.2,13.8165
2024-03-05,-41.5,-40.558,-40.19349999999999,14.57,15.152000000000001,13.941500000000001
2024-03-06,-42.42,-40.894000000000005,-40.298,15.15,15.252,14.0815
2024-03-07,-41.27,-41.226,-40.279,16.24,15.49,14.24
2024-03-08,-40.91,-41.594,-40.2315,15.57,15.442000000000002,14.362
2024-03-11,-37.97,-40.814,-40.122,15.48,15.402000000000001,14.454000000000002
2024-03-12,-38.7,-40.254000000000005,-40.1165,16.5,15.788,14.599
2024-03-13,-37.94,-39.358000000000004,-40.019999999999996,16.35,16.028,14.807999999999998
2024-03-14,-38.23,-38.75,-39.884,16.14,16.008000000000003,14.958999999999998
2024-03-15,-39.53,-38.474000000000004,-39.882,15.48,15.989999999999998,15.043000000000001
2024-03-18,-38.39,-38.55800000000001,-39.811499999999995,16.07,16.108,15.1825
2024-03-19,-37.9,-38.397999999999996,-39.738,16.58,16.124000000000002,15.375
2024-03-20,-38.58,-38.525999999999996,-39.6195,17.38,16.33,15.602500000000001
2024-03-21,-38.72,-38.624,-39.606,17.69,16.639999999999997,15.74
2024-03-22,-39.54,-38.626,-39.658,17.27,16.998,15.854
2024-03-25,-39.54,-38.856,-39.6415,17.03,17.19,15.975
2024-03-26,-40.1,-39.29600000000001,-39.6265,16.78,17.23,16.073500000000003
2024-03-27,-38.94,-39.367999999999995,-39.536500000000004,17.57,17.268,16.2195
2024-03-28,-39.53,-39.529999999999994,-39.5325,17.56,17.242,16.345
2024-04-01,-40.16,-39.653999999999996,-39.586999999999996,17.14,17.216,16.411499999999997
2024-04-02,-41.41,-40.028,-39.564,16.47,17.104,16.451
2024-04-03,-41.89,-40.385999999999996,-39.5835,16.56,17.06,16.5505
2024-04-04,-42.8,-41.158,-39.6025,15.31,16.608,16.558500000000002
2024-04-05,-43.56,-41.964,-39.717,16.37,16.369999999999997,16.565
2024-04-08,-42.42,-42.416000000000004,-39.792500000000004,16.41,16.224,16.607
2024-04-09,-42.75,-42.684000000000005,-40.0315,16.55,16.240000000000002,16.6605
2024-04-10,-44.53,-43.212,-40.32299999999999,15.5,16.028,16.6105
2024-04-11,-43.77,-43.406,-40.6145,16.27,16.22,16.6065
2024-04-12,-45.01,-43.696000000000005,-40.9535,14.8,15.906,16.5395
2024-04-15,-45.76,-44.364,-41.265,13.46,15.315999999999999,16.438499999999998
2024-04-16,-45.62,-44.938,-41.6265,13.26,14.658000000000001,16.298000000000002
2024-04-17,-45.52,-45.136,-42.0075,12.6,14.078,16.098999999999997
2024-04-18,-45.13,-45.408,-42.335,12.36,13.296000000000001,15.847999999999999
2024-04-19,-44.02,-45.21,-42.6,11.45,12.626,15.535999999999998
2024-04-22,-44.05,-44.868,-42.8255,12.38,12.41,15.2915
2024-04-23,-43.79,-44.501999999999995,-43.038,13.77,12.512,15.128499999999999
2024-04-24,-44.13,-44.224000000000004,-43.23950000000001,13.69,12.73,14.974
2024-04-25,-45.3,-44.257999999999996,-43.5575,13.23,12.904,14.757
2024-04-26,-46.23,-44.7,-43.8925,14.34,13.482,14.596
2024-04-29,-45.16,-44.922000000000004,-44.1425,14.73,13.952000000000002,14.4755
2024-04-30,-45.96,-45.355999999999995,-44.37,12.94,13.785999999999998,14.298999999999998
2024-05-01,-44.41,-45.41199999999999,-44.495999999999995,12.36,13.52,14.088999999999999
2024-05-02,-43.94,-45.14,-44.553000000000004,13.38,13.55,13.992499999999998
2024-05-03,-43.13,-44.519999999999996,-44.5315,14.75,13.632,13.911499999999998
2024-05-06,-41.99,-43.886,-44.510000000000005,15.88,13.862,13.885
2024-05-07,-42.71,-43.236000000000004,-44.507999999999996,16.04,14.482,13.8595
2024-05-08,-41.72,-42.698,-44.3675,16.05,15.219999999999999,13.887
2024-05-09,-43.56,-42.622,-44.357000000000006,16.7,15.884,13.9085
2024-05-10,-41.15,-42.226000000000006,-44.164,16.85,16.304000000000002,14.011000000000001
2024-05-13,-41.34,-42.096000000000004,-43.943,16.85,16.497999999999998,14.180499999999999
2024-05-14,-40.61,-41.676,-43.6925,17.4,16.77,14.3875
2024-05-15,-41.94,-41.72,-43.5135,18.81,17.322,14.698000000000002
2024-05-16,-40.73,-41.153999999999996,-43.2935,18.58,17.698,15.009
2024-05-17,-41.68,-41.26,-43.1765,18.76,18.08,15.374500000000001
2024-05-20,-41.3,-41.251999999999995,-43.039,18.87,18.484,15.699000000000002
2024-05-21,-41.24,-41.378,-42.9115,19.19,18.842000000000002,15.969999999999999
2024-05-22,-42.08,-41.406,-42.809,18.84,18.848000000000003,16.2275
2024-05-23,-42.64,-41.788,-42.676,17.97,18.726000000000003,16.4645
2024-05-24,-42.0,-41.852,-42.4645,18.76,18.726,16.685499999999998
2024-05-28,-42.01,-41.994,-42.307,18.86,18.724,16.892000000000003
2024-05-29,-42.03,-42.152,-42.110499999999995,18.03,18.492,17.1465
2024-05-30,-41.03,-41.942,-41.941500000000005,17.25,18.174,17.391
2024-05-31,-38.72,-41.158,-41.680499999999995,18.26,18.232,17.635
2024-06-03,-38.26,-40.410000000000004,-41.437,18.08,18.096,17.8015
2024-06-04,-39.45,-39.898,-41.309999999999995,18.22,17.968,17.9185
2024-06-05,-39.97,-39.486000000000004,-41.173,19.6,18.282000000000004,18.0965
2024-06-06,-39.71,-39.221999999999994,-41.072500000000005,19.58,18.747999999999998,18.273
2024-06-07,-40.24,-39.525999999999996,-40.90650000000001,19.43,18.982,18.4095
2024-06-10,-40.4,-39.954,-40.869,19.81,19.328,18.557499999999997
2024-06-11,-40.24,-40.112,-40.81400000000001,20.08,19.7,18.719
2024-06-12,-40.61,-40.24,-40.814,21.06,19.991999999999997,18.901999999999997
2024-06-13,-40.8,-40.458000000000006,-40.757,21.28,20.332,19.0255
2024-06-14,-40.36,-40.482,-40.7385,21.38,20.722,19.1655
2024-06-17,-38.3,-40.062,-40.5695,22.32,21.224,19.3435
2024-06-18,-39.81,-39.976,-40.495000000000005,22.64,21.736,19.532
2024-06-20,-38.65,-39.583999999999996,-40.365500000000004,22.31,21.985999999999997,19.688
2024-06-21,-37.5,-38.924,-40.1365,22.04,22.137999999999998,19.848000000000003
2024-06-24,-38.32,-38.516,-39.9205,21.72,22.206,20.0355
2024-06-25,-37.35,-38.326,-39.688,22.14,22.17,20.2045
2024-06-26,-37.19,-37.802,-39.447,22.26,22.094,20.3745
2024-06-27,-36.7,-37.412,-39.1805,22.42,22.116000000000003,20.594
2024-06-28,-35.74,-37.06,-38.916,21.66,22.04,20.814500000000002
2024-07-01,-35.73,-36.542,-38.7665,21.54,22.003999999999998,20.9785
2024-07-02,-34.2,-35.912,-38.5635,22.15,22.006,21.182
2024-07-03,-34.66,-35.406,-38.324,22.58,22.07,21.4
2024-07-05,-34.55,-34.976,-38.053,23.16,22.218,21.578
2024-07-08,-36.84,-35.196,-37.909499999999994,23.25,22.535999999999998,21.7615
2024-07-09,-36.13,-35.275999999999996,-37.704,23.35,22.898000000000003,21.9575
2024-07-10,-36.13,-35.662,-37.4905,24.29,23.326,22.1815
2024-07-11,-33.98,-35.525999999999996,-37.177499999999995,23.45,23.5,22.35
2024-07-12,-32.53,-35.122,-36.7735,24.05,23.678,22.4995
