Date,rate_ADI,rate_ADI_5D,rate_ADI_20D,rate_VOO,rate_VOO_5D,rate_VOO_20D
2023-05-01,16.62,15.526,19.926000000000002,-4.51,-5.504,-5.4944999999999995
2023-05-02,17.32,15.772,19.5075,-5.49,-5.316,-5.4910000000000005
2023-05-03,16.52,15.919999999999998,19.0855,-6.08,-5.176,-5.4910000000000005
2023-05-04,15.86,16.322,18.7805,-6.71,-5.47,-5.5115
2023-05-05,17.15,16.694,18.641,-5.15,-5.588,-5.471500000000001
2023-05-08,17.86,16.941999999999997,18.4175,-5.11,-5.708,-5.4345
2023-05-09,14.77,16.432,18.0885,-5.5,-5.71,-5.4174999999999995
2023-05-10,15.91,16.31,17.8835,-5.1,-5.514,-5.362
2023-05-11,15.38,16.214,17.5945,-5.23,-5.218000000000001,-5.372999999999999
2023-05-12,15.37,15.857999999999999,17.324,-5.35,-5.258,-5.3805000000000005
2023-05-15,17.77,15.839999999999998,17.14,-5.04,-5.244,-5.3885
2023-05-16,16.77,16.24,16.905499999999996,-5.65,-5.274,-5.430000000000001
2023-05-17,20.04,17.066,16.8675,-4.56,-5.166,-5.416500000000001
2023-05-18,22.77,18.543999999999997,17.015499999999996,-3.65,-4.85,-5.331
2023-05-19,21.67,19.804,17.128999999999998,-3.8,-4.54,-5.255999999999999
2023-05-22,22.17,20.684,17.247999999999998,-3.74,-4.28,-5.184
2023-05-23,20.02,21.333999999999996,17.444499999999998,-4.8,-4.109999999999999,-5.1025
2023-05-24,10.69,19.464000000000002,17.19,-5.51,-4.3,-5.039
2023-05-25,10.17,16.944,17.006,-4.7,-4.51,-5.012
2023-05-26,12.8,15.169999999999998,16.8815,-3.48,-4.446,-4.958
2023-05-30,13.37,13.41,16.719,-3.45,-4.388,-4.905
2023-05-31,13.53,12.112,16.5295,-3.96,-4.220000000000001,-4.8285
2023-06-01,14.94,12.961999999999998,16.450499999999998,-2.99,-3.716,-4.674
2023-06-02,14.56,13.839999999999998,16.3855,-1.6,-3.096,-4.4185
2023-06-05,11.51,13.581999999999999,16.1035,-1.79,-2.758,-4.250500000000001
2023-06-06,13.41,13.59,15.881,-1.59,-2.386,-4.0745
2023-06-07,14.93,13.87,15.889000000000001,-1.91,-1.9760000000000002,-3.8950000000000005
2023-06-08,15.76,14.034,15.881499999999999,-1.33,-1.6440000000000001,-3.7065000000000006
2023-06-09,16.26,14.374,15.9255,-1.17,-1.558,-3.5035000000000003
2023-06-12,19.55,15.982,16.1345,-0.27,-1.254,-3.2495
2023-06-13,22.54,17.808,16.372999999999998,0.38,-0.86,-2.9785
2023-06-14,22.24,19.27,16.6465,0.45,-0.388,-2.6735
2023-06-15,20.82,20.282,16.685499999999998,1.72,0.22200000000000003,-2.3594999999999997
2023-06-16,20.0,21.03,16.547,1.35,0.7260000000000001,-2.1095
2023-06-20,19.76,21.071999999999996,16.451500000000003,0.89,0.958,-1.875
2023-06-21,18.15,20.194,16.2505,0.35,0.9520000000000002,-1.6705
2023-06-22,18.57,19.46,16.178,0.71,1.004,-1.395
2023-06-23,18.46,18.988,16.566499999999998,-0.04,0.652,-1.1215
2023-06-26,18.72,18.732,16.994,-0.45,0.292,-0.909
2023-06-27,22.55,19.29,17.4815,0.64,0.242,-0.7030000000000001
2023-06-28,20.98,19.856,17.862,0.69,0.30999999999999994,-0.496
2023-06-29,20.71,20.284,18.221,0.68,0.304,-0.26400000000000007
2023-06-30,24.09,21.41,18.6785,1.85,0.682,-0.022
2023-07-03,23.3,22.326,19.1155,2.0,1.1720000000000002,0.158
2023-07-05,20.59,21.934,19.569499999999998,1.78,1.4,0.3365
2023-07-06,18.2,21.378,19.809,0.97,1.456,0.46449999999999997
2023-07-07,17.65,20.766,19.945,0.74,1.468,0.597
2023-07-10,21.24,20.195999999999998,20.219,1.01,1.3,0.7140000000000001
2023-07-11,21.18,19.772,20.465,1.65,1.23,0.8550000000000001
2023-07-12,23.98,20.45,20.6865,2.44,1.3619999999999999,0.9904999999999999
2023-07-13,25.79,21.967999999999996,20.849,3.26,1.8199999999999998,1.1345
2023-07-14,21.82,22.802,20.828,3.18,2.308,1.2710000000000001
2023-07-17,24.59,23.471999999999998,21.0165,3.53,2.812,1.3615
2023-07-18,24.67,24.169999999999998,21.25,4.31,3.344,1.5095
2023-07-19,24.23,24.22,21.473499999999998,4.53,3.7619999999999996,1.6915
2023-07-20,20.36,23.134,21.584,3.86,3.882,1.8669999999999998
2023-07-21,21.82,23.134,21.7465,3.87,4.0200000000000005,2.025
2023-07-24,22.08,22.631999999999998,21.927500000000002,4.3,4.1739999999999995,2.242
2023-07-25,24.15,22.528,22.199,4.56,4.224,2.4925
2023-07-26,21.54,21.990000000000002,22.1485,4.58,4.234,2.6895
2023-07-27,24.01,22.72,22.3,3.99,4.26,2.8545000000000003
2023-07-28,25.88,23.532,22.5585,4.84,4.454,3.0625
2023-07-31,26.58,24.432,22.683,5.01,4.595999999999999,3.2205
2023-08-01,26.02,24.805999999999997,22.819,4.66,4.616,3.3534999999999995
2023-08-02,21.69,24.836,22.874,3.53,4.406000000000001,3.441
2023-08-03,21.09,24.252,23.0185,3.31,4.27,3.558
2023-08-04,19.15,22.906,23.0935,2.92,3.886,3.6670000000000003
2023-08-07,20.23,21.636,23.043,3.63,3.6100000000000003,3.7979999999999996
2023-08-08,18.59,20.15,22.9135,3.32,3.342,3.8815
2023-08-09,17.75,19.362000000000002,22.602,2.85,3.2060000000000004,3.9019999999999997
2023-08-10,17.7,18.684,22.197499999999998,2.89,3.1220000000000003,3.8835
2023-08-11,17.0,18.253999999999998,21.9565,2.83,3.104,3.8659999999999997
2023-08-14,18.02,17.811999999999998,21.627999999999997,3.23,3.024,3.851
2023-08-15,16.25,17.344,21.207,2.44,2.848,3.7574999999999994
2023-08-16,14.45,16.684,20.718,1.94,2.666,3.6279999999999992
2023-08-17,13.72,15.888,20.386,1.39,2.366,3.5044999999999993
2023-08-18,13.83,15.254,19.9865,1.45,2.09,3.3835
2023-08-21,14.47,14.544,19.606,1.9,1.8239999999999998,3.2634999999999996
2023-08-22,14.23,14.14,19.11,1.71,1.6780000000000002,3.1209999999999996
2023-08-23,14.58,14.166,18.762,2.43,1.7759999999999998,3.0134999999999996
2023-08-24,12.95,14.012,18.209,1.53,1.8039999999999998,2.8905
2023-08-25,14.87,14.219999999999999,17.6585,1.97,1.908,2.747
2023-08-28,15.81,14.488,17.119999999999997,2.41,2.0100000000000002,2.617
2023-08-29,16.76,14.994,16.657,3.38,2.3440000000000003,2.553
2023-08-30,16.34,15.346,16.3895,3.66,2.59,2.5595
2023-08-31,16.43,16.041999999999998,16.1565,3.58,3.0,2.573
2023-09-01,16.38,16.344,16.018,3.65,3.336,2.6094999999999997
2023-09-05,16.01,16.383999999999997,15.806999999999999,3.35,3.524,2.5955
2023-09-06,16.34,16.3,15.6945,2.76,3.4,2.5675
2023-09-07,14.18,15.868,15.516,2.49,3.166,2.5495
2023-09-08,13.58,15.297999999999998,15.309999999999999,2.62,2.974,2.5360000000000005
2023-09-11,13.69,14.76,15.144499999999999,3.26,2.896,2.5575
2023-09-12,12.07,13.972,14.847000000000003,2.72,2.77,2.532
2023-09-13,12.77,13.258,14.673000000000002,2.84,2.786,2.5520000000000005
2023-09-14,14.95,13.412,14.697999999999999,3.7,3.028,2.6399999999999997
2023-09-15,14.0,13.495999999999999,14.712,2.45,2.9939999999999998,2.693
2023-09-18,14.98,13.754,14.769499999999999,2.56,2.854,2.7485
2023-09-19,14.37,14.213999999999999,14.764500000000002,2.36,2.782,2.7715000000000005
2023-09-20,12.68,14.196000000000002,14.687000000000001,1.42,2.498,2.757
2023-09-21,11.27,13.459999999999999,14.5215,-0.2,1.718,2.6255
2023-09-22,12.3,13.12,14.489,-0.44,1.1400000000000001,2.527
2023-09-25,12.27,12.578,14.359,-0.03,0.622,2.4270000000000005
2023-09-26,10.31,11.766,14.084,-1.48,-0.146,2.2325
2023-09-27,10.61,11.351999999999999,13.776500000000002,-1.46,-0.722,1.9904999999999997
2023-09-28,12.89,11.675999999999998,13.604,-1.26,-0.9339999999999999,1.7445
2023-09-29,12.06,11.627999999999998,13.385499999999999,-1.49,-1.1440000000000001,1.491
2023-10-02,12.04,11.581999999999999,13.1685,-1.47,-1.432,1.2349999999999999
2023-10-03,9.57,11.434,12.8465,-2.77,-1.69,0.929
2023-10-04,11.0,11.511999999999999,12.5795,-2.07,-1.812,0.6875
2023-10-05,9.94,10.922,12.3675,-2.15,-1.9899999999999998,0.45549999999999996
2023-10-06,11.12,10.733999999999998,12.244499999999999,-1.01,-1.8939999999999997,0.274
2023-10-09,10.71,10.468,12.0955,-0.36,-1.672,0.09300000000000001
2023-10-10,12.38,11.029999999999998,12.111,0.14,-1.0899999999999999,-0.03599999999999999
2023-10-11,11.72,11.174,12.058499999999999,0.56,-0.564,-0.14999999999999997
2023-10-12,10.88,11.362,11.855,-0.03,-0.13999999999999999,-0.33649999999999997
2023-10-13,9.29,10.996,11.6195,-0.55,-0.048,-0.48650000000000004
2023-10-16,10.35,10.924,11.388000000000002,0.47,0.118,-0.591
2023-10-17,10.26,10.5,11.182500000000001,0.48,0.186,-0.6849999999999999
2023-10-18,9.41,10.038,11.019,-0.85,-0.09600000000000002,-0.7985
2023-10-19,7.79,9.419999999999998,10.845,-1.68,-0.426,-0.8724999999999999
2023-10-20,6.39,8.84,10.5495,-2.89,-0.8940000000000001,-0.9949999999999999
2023-10-23,4.71,7.711999999999999,10.1715,-3.06,-1.6,-1.1465
2023-10-24,5.38,6.735999999999999,9.925,-2.34,-2.164,-1.1895
2023-10-25,2.12,5.278,9.5005,-3.7,-2.7340000000000004,-1.3015
2023-10-26,2.8,4.279999999999999,8.995999999999999,-4.87,-3.372,-1.482
2023-10-27,2.62,3.525999999999999,8.524,-5.28,-3.85,-1.6715
2023-10-30,-0.36,2.511999999999999,7.904000000000001,-4.16,-4.069999999999999,-1.8060000000000003
2023-10-31,0.56,1.5479999999999994,7.453500000000001,-3.59,-4.319999999999999,-1.847
2023-11-01,1.74,1.471999999999999,6.9905,-2.49,-4.078,-1.8679999999999999
2023-11-02,4.92,1.8959999999999995,6.739500000000001,-0.7,-3.2439999999999998,-1.7954999999999999
2023-11-03,7.14,2.7999999999999994,6.5405,0.19,-2.15,-1.7355
2023-11-06,6.93,4.257999999999999,6.3515,0.38,-1.242,-1.6985000000000003
2023-11-07,7.27,5.6,6.096,0.65,-0.394,-1.673
2023-11-08,7.77,6.805999999999999,5.8985,0.73,0.25,-1.6644999999999999
2023-11-09,6.65,7.151999999999999,5.686999999999999,-0.01,0.388,-1.6635000000000002
2023-11-10,9.92,7.707999999999998,5.718500000000001,1.52,0.654,-1.56
2023-11-13,8.87,8.096,5.644499999999999,1.42,0.8620000000000001,-1.5125000000000002
2023-11-14,13.25,9.292,5.794,3.34,1.4,-1.3695
2023-11-15,15.27,10.791999999999998,6.087000000000001,3.57,1.968,-1.1485
2023-11-16,14.68,12.398,6.4315,3.71,2.7119999999999997,-0.8790000000000001
2023-11-17,16.71,13.756,6.9475,3.86,3.18,-0.5415000000000001
2023-11-20,17.2,15.422,7.572,4.63,3.822,-0.15700000000000008
2023-11-21,15.56,15.884,8.081,4.36,4.026,0.17799999999999994
2023-11-22,16.47,16.124000000000002,8.798499999999999,4.81,4.273999999999999,0.6034999999999999
2023-11-24,16.71,16.529999999999998,9.494,4.87,4.505999999999999,1.0905
2023-11-27,17.16,16.619999999999997,10.221,4.69,4.672,1.589
2023-11-28,16.8,16.54,11.078999999999999,4.79,4.704,2.0364999999999998
2023-11-29,16.49,16.726,11.875499999999999,4.72,4.776000000000001,2.452
2023-11-30,16.92,16.816,12.6345,5.12,4.837999999999999,2.8325
2023-12-01,16.41,16.756,13.209,5.62,4.988,3.1485
2023-12-04,16.53,16.63,13.6785,5.11,5.072,3.3945
2023-12-05,15.12,16.294,14.088,5.08,5.130000000000001,3.6295
2023-12-06,15.09,16.014,14.479,4.72,5.13,3.8329999999999997
2023-12-07,17.13,16.056,14.946999999999997,5.4,5.186,4.0665
2023-12-08,17.39,16.252,15.484,5.77,5.215999999999999,4.3555
2023-12-11,20.2,16.985999999999997,15.998,6.12,5.418,4.585500000000001
2023-12-12,20.69,18.099999999999998,16.589,6.6,5.7219999999999995,4.8445
2023-12-13,21.45,19.372,16.999,7.92,6.362,5.0735
2023-12-14,26.06,21.157999999999998,17.5385,8.21,6.9239999999999995,5.3055
2023-12-15,26.47,22.974,18.128,8.06,7.382000000000001,5.523
2023-12-18,23.97,23.727999999999998,18.491,8.62,7.882,5.761
2023-12-19,24.72,24.534,18.867,9.16,8.394,5.9875
2023-12-20,21.31,24.505999999999997,19.154500000000002,7.51,8.312,6.1450000000000005
2023-12-21,23.78,24.049999999999997,19.52,8.36,8.341999999999999,6.3225
2023-12-22,24.28,23.612,19.898500000000002,8.57,8.443999999999999,6.5075
2023-12-26,25.35,23.887999999999998,20.308,8.94,8.508,6.720000000000001
2023-12-27,25.64,24.072,20.75,9.1,8.495999999999999,6.9355
2023-12-28,26.18,25.046,21.2345,9.11,8.815999999999999,7.154999999999999
2023-12-29,25.16,25.321999999999996,21.6465,8.87,8.918000000000001,7.342499999999999
2024-01-02,21.75,24.815999999999995,21.9135,8.16,8.836,7.469499999999999
2024-01-03,18.93,23.532,22.0335,7.53,8.553999999999998,7.5905000000000005
2024-01-04,17.14,21.832,22.1345,7.23,8.18,7.698
2024-01-05,17.44,20.083999999999996,22.252000000000002,7.36,7.830000000000001,7.83
2024-01-08,18.96,18.844,22.3435,8.85,7.8260000000000005,8.0025
2024-01-09,19.45,18.383999999999997,22.4465,8.62,7.918000000000001,8.145
2024-01-10,18.58,18.314,22.3655,9.22,8.256,8.3
2024-01-11,18.95,18.676,22.2785,9.19,8.648,8.429499999999999
2024-01-12,18.57,18.901999999999997,22.1345,9.23,9.022,8.495000000000001
2024-01-16,18.21,18.752,21.742,8.92,9.036,8.5305
2024-01-17,16.73,18.208,21.255,8.42,8.996,8.5485
2024-01-18,19.58,18.407999999999998,21.035500000000003,9.22,8.995999999999999,8.578500000000002
2024-01-19,22.59,19.136,20.929,10.34,9.226,8.6375
2024-01-22,24.18,20.258,21.072499999999998,10.55,9.49,8.7895
2024-01-23,26.72,21.959999999999997,21.2195,10.83,9.872,8.913
2024-01-24,24.8,23.574,21.2455,10.91,10.370000000000001,9.03
2024-01-25,24.17,24.491999999999997,21.186500000000002,11.43,10.812000000000001,9.1545
2024-01-26,22.06,24.386,21.0075,11.37,11.017999999999999,9.267999999999999
2024-01-29,24.11,24.371999999999996,20.904000000000003,12.06,11.32,9.4155
2024-01-30,22.57,23.541999999999998,20.7745,11.99,11.552,9.5715
2024-01-31,21.08,22.798,20.741,10.45,11.459999999999999,9.686
2024-02-01,20.49,22.061999999999998,20.819,11.46,11.466,9.8825
2024-02-02,20.54,21.758,20.988999999999997,12.41,11.674000000000001,10.141499999999999
2024-02-05,20.82,21.099999999999998,21.157999999999998,12.07,11.676,10.377
2024-02-06,19.06,20.398,21.163,12.35,11.748,10.552000000000001
2024-02-07,20.46,20.273999999999997,21.2135,13.07,12.272,10.7745
2024-02-08,21.75,20.526,21.372,13.13,12.606,10.97
2024-02-09,22.35,20.887999999999998,21.541999999999998,13.64,12.852,11.1925
2024-02-12,21.75,21.074,21.701,13.6,13.157999999999998,11.411
2024-02-13,15.92,20.446,21.586499999999997,12.17,13.122,11.5735
2024-02-14,16.94,19.741999999999997,21.597,13.12,13.132,11.808499999999999
2024-02-15,17.7,18.932,21.503,13.8,13.266,12.0375
2024-02-16,18.13,18.088,21.28,13.28,13.193999999999999,12.1845
2024-02-20,18.85,17.508,21.0135,12.73,13.02,12.2935
2024-02-21,21.54,18.631999999999998,20.7545,12.83,13.151999999999997,12.3935
2024-02-22,20.42,19.328,20.535500000000003,14.94,13.516,12.595
2024-02-23,19.3,19.648,20.291999999999998,14.99,13.754000000000001,12.773
2024-02-26,18.61,19.743999999999996,20.1195,14.61,14.02,12.934999999999999
2024-02-27,18.65,19.704,19.8465,14.81,14.435999999999998,13.0725
2024-02-28,17.83,18.961999999999996,19.6095,14.65,14.8,13.2055
2024-02-29,20.37,18.951999999999998,19.574,15.05,14.822,13.435500000000001
2024-03-01,22.67,19.625999999999998,19.683,15.81,14.986,13.653
2024-03-04,21.75,20.253999999999998,19.7435,15.68,15.2,13.8165
2024-03-05,18.75,20.274,19.639999999999997,14.57,15.152000000000001,13.941500000000001
2024-03-06,19.92,20.692,19.683,15.15,15.252,14.0815
2024-03-07,23.97,21.412,19.8585,16.24,15.49,14.24
2024-03-08,22.54,21.386,19.898,15.57,15.442000000000002,14.362
2024-03-11,23.95,21.826,19.978,15.48,15.402000000000001,14.454000000000002
2024-03-12,24.56,22.988,20.1185,16.5,15.788,14.599
2024-03-13,24.19,23.842,20.532,16.35,16.028,14.807999999999998
2024-03-14,21.6,23.368,20.765,16.14,16.008000000000003,14.958999999999998
2024-03-15,22.08,23.275999999999996,20.984,15.48,15.989999999999998,15.043000000000001
2024-03-18,19.61,22.407999999999998,21.058,16.07,16.108,15.1825
2024-03-19,19.19,21.333999999999996,21.075,16.58,16.124000000000002,15.375
2024-03-20,21.54,20.804,21.075,17.38,16.33,15.602500000000001
2024-03-21,22.06,20.895999999999997,21.157000000000004,17.69,16.639999999999997,15.74
2024-03-22,21.04,20.687999999999995,21.244,17.27,16.998,15.854
2024-03-25,19.24,20.613999999999997,21.2755,17.03,17.19,15.975
2024-03-26,18.2,20.415999999999997,21.253,16.78,17.23,16.073500000000003
2024-03-27,20.92,20.291999999999998,21.4075,17.57,17.268,16.2195
2024-03-28,23.7,20.619999999999997,21.573999999999998,17.56,17.242,16.345
2024-04-01,22.58,20.927999999999997,21.569499999999998,17.14,17.216,16.411499999999997
2024-04-02,21.5,21.38,21.557,16.47,17.104,16.451
2024-04-03,21.8,22.099999999999998,21.7095,16.56,17.06,16.5505
2024-04-04,19.7,21.855999999999998,21.698500000000003,15.31,16.608,16.558500000000002
2024-04-05,21.43,21.401999999999997,21.571499999999997,16.37,16.369999999999997,16.565
2024-04-08,22.62,21.41,21.575499999999998,16.41,16.224,16.607
2024-04-09,27.22,22.553999999999995,21.739,16.55,16.240000000000002,16.6605
2024-04-10,22.4,22.674,21.631,15.5,16.028,16.6105
2024-04-11,23.83,23.499999999999996,21.613,16.27,16.22,16.6065
2024-04-12,19.88,23.189999999999998,21.526999999999997,14.8,15.906,16.5395
2024-04-15,18.66,22.397999999999996,21.356,13.46,15.315999999999999,16.438499999999998
2024-04-16,19.24,20.802,21.3375,13.26,14.658000000000001,16.298000000000002
2024-04-17,18.12,19.945999999999998,21.284,12.6,14.078,16.098999999999997
2024-04-18,16.98,18.576,21.056,12.36,13.296000000000001,15.847999999999999
2024-04-19,14.35,17.47,20.670499999999997,11.45,12.626,15.535999999999998
2024-04-22,16.19,16.976,20.428,12.38,12.41,15.2915
2024-04-23,18.44,16.816,20.387999999999998,13.77,12.512,15.128499999999999
2024-04-24,22.52,17.695999999999998,20.604000000000003,13.69,12.73,14.974
2024-04-25,23.41,18.982,20.7285,13.23,12.904,14.757
2024-04-26,25.92,21.296,20.8395,14.34,13.482,14.596
2024-04-29,27.11,23.479999999999997,21.066000000000003,14.73,13.952000000000002,14.4755
2024-04-30,25.07,24.806,21.244500000000002,12.94,13.785999999999998,14.298999999999998
2024-05-01,20.54,24.409999999999997,21.1815,12.36,13.52,14.088999999999999
2024-05-02,22.13,24.153999999999996,21.302999999999997,13.38,13.55,13.992499999999998
2024-05-03,24.05,23.779999999999998,21.434,14.75,13.632,13.911499999999998
2024-05-06,26.3,23.618,21.618000000000002,15.88,13.862,13.885
2024-05-07,26.45,23.894,21.5795,16.04,14.482,13.8595
2024-05-08,27.25,25.235999999999997,21.822,16.05,15.219999999999999,13.887
2024-05-09,27.2,26.25,21.9905,16.7,15.884,13.9085
2024-05-10,28.68,27.176,22.4305,16.85,16.304000000000002,14.011000000000001
2024-05-13,29.41,27.797999999999995,22.968,16.85,16.497999999999998,14.180499999999999
2024-05-14,31.6,28.827999999999996,23.586,17.4,16.77,14.3875
2024-05-15,33.95,30.168,24.3775,18.81,17.322,14.698000000000002
2024-05-16,32.94,31.315999999999995,25.175500000000003,18.58,17.698,15.009
2024-05-17,32.92,32.164,26.104000000000003,18.76,18.08,15.374500000000001
2024-05-20,35.01,33.284,27.044999999999998,18.87,18.484,15.699000000000002
2024-05-21,34.65,33.894,27.855499999999996,19.19,18.842000000000002,15.969999999999999
2024-05-22,44.78,36.059999999999995,28.9685,18.84,18.848000000000003,16.2275
2024-05-23,42.37,37.946000000000005,29.916500000000003,17.97,18.726000000000003,16.4645
2024-05-24,41.48,39.658,30.694500000000005,18.76,18.726,16.685499999999998
2024-05-28,41.88,41.032,31.433000000000003,18.86,18.724,16.892000000000003
2024-05-29,39.61,42.024,32.16,18.03,18.492,17.1465
2024-05-30,40.4,41.148,33.153000000000006,17.25,18.174,17.391
2024-05-31,42.34,41.141999999999996,34.1635,18.26,18.232,17.635
2024-06-03,40.66,40.977999999999994,34.994,18.08,18.096,17.8015
2024-06-04,39.95,40.592,35.6765,18.22,17.968,17.9185
2024-06-05,42.23,41.116,36.4655,19.6,18.282000000000004,18.0965
2024-06-06,43.01,41.638,37.253499999999995,19.58,18.747999999999998,18.273
2024-06-07,41.82,41.534,37.984500000000004,19.43,18.982,18.4095
2024-06-10,42.09,41.82,38.654999999999994,19.81,19.328,18.557499999999997
2024-06-11,42.58,42.346,39.3135,20.08,19.7,18.719
2024-06-12,43.7,42.64,39.9185,21.06,19.991999999999997,18.901999999999997
2024-06-13,41.38,42.314,40.290000000000006,21.28,20.332,19.0255
2024-06-14,39.89,41.928,40.6375,21.38,20.722,19.1655
2024-06-17,40.52,41.614,41.0175,22.32,21.224,19.3435
2024-06-18,42.21,41.540000000000006,41.377500000000005,22.64,21.736,19.532
2024-06-20,38.89,40.577999999999996,41.5895,22.31,21.985999999999997,19.688
2024-06-21,39.76,40.254000000000005,41.338499999999996,22.04,22.137999999999998,19.848000000000003
2024-06-24,38.3,39.93599999999999,41.135,21.72,22.206,20.0355
2024-06-25,39.4,39.712,41.031000000000006,22.14,22.17,20.2045
2024-06-26,37.94,38.858,40.833999999999996,22.26,22.094,20.3745
2024-06-27,37.26,38.532,40.7165,22.42,22.116000000000003,20.594
2024-06-28,38.18,38.215999999999994,40.60549999999999,21.66,22.04,20.814500000000002
2024-07-01,35.79,37.714,40.278000000000006,21.54,22.003999999999998,20.9785
2024-07-02,37.58,37.35,40.123999999999995,22.15,22.006,21.182
2024-07-03,38.63,37.488,40.05800000000001,22.58,22.07,21.4
2024-07-05,39.14,37.864,39.9035,23.16,22.218,21.578
2024-07-08,40.58,38.344,39.782,23.25,22.535999999999998,21.7615
2024-07-09,39.79,39.144,39.6805,23.35,22.898000000000003,21.9575
2024-07-10,43.55,40.338,39.7535,24.29,23.326,22.1815
2024-07-11,40.82,40.775999999999996,39.665499999999994,23.45,23.5,22.35
2024-07-12,43.68,41.684000000000005,39.6645,24.05,23.678,22.4995
