Date,rate_AMT,rate_VOO_5D,rate_VOO_20D
2024-03-28,-16.01,-16.894,-15.001000000000001
2024-04-01,-17.63,-16.814,-15.1715
2024-04-02,-17.98,-17.038,-15.450000000000003
2024-04-03,-17.92,-17.125999999999998,-15.709999999999999
2024-04-04,-18.77,-17.662,-16.025
2024-04-05,-18.82,-18.224,-16.3155
2024-04-08,-19.64,-18.626,-16.701
2024-04-09,-17.7,-18.57,-16.978
2024-04-10,-22.28,-19.442,-17.43
2024-04-11,-23.68,-20.424,-17.913500000000003
2024-04-12,-23.44,-21.348000000000003,-18.3185
2024-04-15,-23.9,-22.2,-18.708000000000002
2024-04-16,-26.4,-23.939999999999998,-19.1925
2024-04-17,-26.48,-24.779999999999998,-19.696
2024-04-18,-26.92,-25.428,-20.179000000000002
2024-04-19,-26.79,-26.097999999999995,-20.641
2024-04-22,-26.37,-26.592000000000002,-21.058
2024-04-23,-25.57,-26.426,-21.4935
2024-04-24,-25.92,-26.314,-21.9155
2024-04-25,-26.11,-26.151999999999997,-22.4165
2024-04-26,-26.62,-26.118000000000002,-22.947
2024-04-29,-25.23,-25.889999999999997,-23.327
2024-04-30,-26.68,-26.112000000000002,-23.762
2024-05-01,-24.03,-25.734,-24.067500000000003
2024-05-02,-22.86,-25.084,-24.272
2024-05-03,-21.98,-24.156,-24.43
2024-05-06,-23.26,-23.762,-24.611
2024-05-07,-22.17,-22.860000000000003,-24.8345
2024-05-08,-22.14,-22.482,-24.8275
2024-05-09,-20.02,-21.914,-24.6445
2024-05-10,-20.81,-21.68,-24.512999999999998
2024-05-13,-20.6,-21.148000000000003,-24.348000000000003
2024-05-14,-19.77,-20.668,-24.0165
2024-05-15,-17.63,-19.766,-23.574
2024-05-16,-16.39,-19.04,-23.0475
2024-05-17,-16.57,-18.192,-22.5365
2024-05-20,-17.74,-17.619999999999997,-22.105
2024-05-21,-16.73,-17.012,-21.663
2024-05-22,-17.92,-17.07,-21.262999999999998
2024-05-23,-19.93,-17.778000000000002,-20.954
2024-05-24,-20.22,-18.508,-20.634
2024-05-28,-20.6,-19.080000000000002,-20.402499999999996
2024-05-29,-20.48,-19.830000000000002,-20.0925
2024-05-30,-18.15,-19.875999999999998,-19.7985
2024-05-31,-16.04,-19.098,-19.4575
2024-06-03,-15.26,-18.106,-19.1215
2024-06-04,-13.81,-16.747999999999998,-18.648999999999997
2024-06-05,-14.74,-15.6,-18.2775
2024-06-06,-14.19,-14.808000000000002,-17.88
2024-06-07,-16.41,-14.882,-17.6995
2024-06-10,-16.21,-15.072,-17.4695
2024-06-11,-16.83,-15.675999999999998,-17.281
2024-06-12,-16.59,-16.046,-17.122
2024-06-13,-15.34,-16.276,-17.0075
2024-06-14,-15.23,-16.04,-16.9495
2024-06-17,-17.25,-16.247999999999998,-16.9835
2024-06-18,-17.04,-16.29,-16.948500000000003
2024-06-20,-16.44,-16.259999999999998,-16.934
2024-06-21,-16.15,-16.422000000000004,-16.845499999999998
2024-06-24,-15.49,-16.474,-16.6235
2024-06-25,-17.08,-16.44,-16.4665
2024-06-26,-17.08,-16.448,-16.2905
2024-06-27,-15.95,-16.35,-16.064
2024-06-28,-16.35,-16.389999999999997,-15.973999999999998
2024-07-01,-16.23,-16.538,-15.983500000000001
2024-07-02,-16.98,-16.518,-16.0695
2024-07-03,-15.91,-16.284,-16.174500000000002
2024-07-05,-15.55,-16.204,-16.215
2024-07-08,-15.32,-15.998000000000001,-16.2715
2024-07-09,-15.41,-15.834,-16.2215
2024-07-10,-15.07,-15.451999999999998,-16.1645
2024-07-11,-10.62,-14.394,-15.854000000000003
2024-07-12,-9.16,-13.116,-15.482499999999998
2024-07-15,-9.92,-12.035999999999998,-15.211500000000001
2024-07-16,-9.36,-10.825999999999999,-14.918000000000001
2024-07-17,-8.08,-9.428,-14.4595
2024-07-18,-9.14,-9.132000000000001,-14.064499999999999
2024-07-19,-9.36,-9.172,-13.7105
2024-07-22,-9.69,-9.126,-13.3875
2024-07-23,-9.64,-9.181999999999999,-13.094999999999999
2024-07-24,-9.68,-9.501999999999999,-12.725
