Date,rate_PLTR,rate_VOO_5D,rate_VOO_20D
2024-05-03,100.53,94.616,91.206
2024-05-06,116.52,98.33399999999999,92.0685
2024-05-07,83.96,97.02799999999999,91.3845
2024-05-08,85.33,96.04599999999999,90.9355
2024-05-09,81.74,93.616,90.1275
2024-05-10,77.12,88.934,89.161
2024-05-13,80.03,81.636,88.66900000000001
2024-05-14,84.31,81.70599999999999,88.3995
2024-05-15,86.29,81.898,88.474
2024-05-16,86.11,82.772,88.617
2024-05-17,87.06,84.76,89.09150000000001
2024-05-20,85.86,85.926,89.291
2024-05-21,82.6,85.584,89.038
2024-05-22,82.0,84.726,88.77650000000001
2024-05-23,78.13,83.13,88.27
2024-05-24,80.62,81.842,87.538
2024-05-28,80.97,80.864,86.69000000000001
2024-05-29,80.02,80.348,86.16650000000001
2024-05-30,86.8,81.30799999999999,85.9945
2024-05-31,86.37,82.95599999999999,85.6185
2024-06-03,81.89,83.21000000000001,84.6865
2024-06-04,88.51,84.718,83.286
2024-06-05,95.81,87.876,83.8785
2024-06-06,102.85,91.08600000000001,84.75450000000001
2024-06-07,98.78,93.56800000000001,85.60650000000001
2024-06-10,97.25,96.64,86.613
2024-06-11,103.38,99.614,87.78049999999999
2024-06-12,102.7,100.99199999999999,88.7
2024-06-13,98.44,100.11,89.3075
2024-06-14,100.99,100.55199999999999,90.0515
2024-06-17,113.33,103.768,91.365
2024-06-18,120.15,107.122,93.07950000000001
2024-06-20,117.93,110.168,94.84599999999999
2024-06-21,103.27,111.13400000000001,95.9095
2024-06-24,106.0,112.13600000000001,97.303
2024-06-25,109.41,111.352,98.74249999999999
2024-06-26,105.48,108.418,99.968
2024-06-27,115.03,107.838,101.71849999999999
2024-06-28,115.97,110.378,103.17699999999999
2024-07-01,118.68,112.91400000000002,104.79249999999999
2024-07-02,118.26,114.68400000000001,106.61099999999999
2024-07-03,118.43,117.274,108.107
2024-07-05,130.04,120.276,109.8185
2024-07-08,134.0,123.88200000000002,111.376
2024-07-09,131.39,126.424,113.0065
2024-07-10,140.06,130.78400000000002,115.147
2024-07-11,133.49,133.796,116.65249999999999
2024-07-12,137.11,135.20999999999998,118.373
2024-07-15,142.16,136.842,120.559
2024-07-16,142.16,138.996,122.61750000000002
2024-07-17,139.51,138.88600000000002,123.9265
2024-07-18,141.98,140.584,125.018
2024-07-19,141.63,141.488,126.203
2024-07-22,140.92,141.23999999999998,128.0855
2024-07-23,143.13,141.434,129.94199999999998
