Date,rate_MA,rate_VOO_5D,rate_VOO_20D
2024-03-14,34.05,32.4,31.9945
2024-03-15,33.08,32.74999999999999,32.031
2024-03-18,33.89,33.266,32.144999999999996
2024-03-19,35.28,33.864,32.522
2024-03-20,36.37,34.53399999999999,32.8675
2024-03-21,36.53,35.029999999999994,33.073
2024-03-22,34.65,35.343999999999994,33.163
2024-03-25,33.12,35.19,33.163500000000006
2024-03-26,33.33,34.8,33.171499999999995
2024-03-27,33.64,34.254,33.146499999999996
2024-03-28,34.63,33.873999999999995,33.2195
2024-04-01,33.19,33.581999999999994,33.227999999999994
2024-04-02,33.47,33.651999999999994,33.3445
2024-04-03,32.92,33.57,33.446
2024-04-04,30.83,33.007999999999996,33.391000000000005
2024-04-05,32.84,32.64999999999999,33.4885
2024-04-08,33.31,32.67399999999999,33.5875
2024-04-09,31.47,32.273999999999994,33.5955
2024-04-10,30.65,31.82,33.5135
2024-04-11,30.41,31.735999999999997,33.382999999999996
2024-04-12,29.61,31.089999999999996,33.161
2024-04-15,28.07,30.041999999999994,32.9105
2024-04-16,28.08,29.363999999999994,32.62
2024-04-17,28.17,28.867999999999995,32.264500000000005
2024-04-18,26.67,28.119999999999997,31.779500000000002
2024-04-19,26.86,27.57,31.296
2024-04-22,27.23,27.401999999999997,30.925
2024-04-23,28.9,27.565999999999995,30.714
2024-04-24,28.81,27.693999999999996,30.488
2024-04-25,28.71,28.101999999999997,30.241500000000002
2024-04-26,28.79,28.487999999999992,29.9495
2024-04-29,27.33,28.508,29.6565
2024-04-30,25.71,27.869999999999997,29.2685
2024-05-01,22.81,26.669999999999995,28.762999999999998
2024-05-02,22.54,25.435999999999996,28.348499999999994
2024-05-03,23.21,24.319999999999997,27.867
2024-05-06,24.78,23.809999999999995,27.440499999999997
2024-05-07,25.78,23.823999999999998,27.156
2024-05-08,26.25,24.511999999999997,26.936
2024-05-09,26.44,25.291999999999994,26.7375
2024-05-10,26.85,26.02,26.5995
2024-05-13,27.06,26.476,26.549
2024-05-14,26.09,26.538,26.4495
2024-05-15,27.13,26.714,26.3975
2024-05-16,27.37,26.9,26.432499999999997
2024-05-17,27.75,27.079999999999995,26.476999999999997
2024-05-20,27.59,27.185999999999996,26.494999999999997
2024-05-21,27.43,27.453999999999997,26.421499999999998
2024-05-22,26.72,27.371999999999996,26.317
2024-05-23,25.26,26.95,26.1445
2024-05-24,25.26,26.451999999999998,25.968
2024-05-28,23.58,25.65,25.7805
2024-05-29,22.86,24.735999999999997,25.637999999999998
2024-05-30,22.76,23.943999999999996,25.6355
2024-05-31,24.13,23.717999999999996,25.714999999999996
2024-06-03,22.68,23.201999999999998,25.688499999999998
2024-06-04,23.11,23.107999999999997,25.605
2024-06-05,23.62,23.259999999999998,25.497
2024-06-06,24.17,23.541999999999994,25.393
2024-06-07,24.47,23.609999999999996,25.294500000000003
2024-06-10,24.33,23.939999999999994,25.1685
2024-06-11,24.27,24.171999999999997,25.029
2024-06-12,22.61,23.97,24.855
2024-06-13,23.16,23.767999999999997,24.6565
2024-06-14,23.06,23.485999999999997,24.441
2024-06-17,24.01,23.421999999999997,24.254
2024-06-18,24.56,23.479999999999997,24.1025
2024-06-20,25.22,24.002,23.991999999999997
2024-06-21,25.86,24.541999999999994,23.949
2024-06-24,26.44,25.217999999999996,24.008000000000003
2024-06-25,26.08,25.631999999999998,24.049
2024-06-26,25.19,25.758,24.1295
2024-06-27,22.54,25.221999999999998,24.113500000000002
2024-06-28,22.11,24.471999999999998,24.081
2024-07-01,20.79,23.341999999999995,23.913999999999998
2024-07-02,22.7,22.665999999999997,23.915
2024-07-03,23.66,22.359999999999996,23.942500000000003
2024-07-05,24.02,22.656,23.9625
2024-07-08,23.13,22.859999999999996,23.9105
2024-07-09,22.72,23.246,23.823
2024-07-10,19.71,22.647999999999996,23.592
2024-07-11,20.46,22.008,23.4015
2024-07-12,21.47,21.497999999999998,23.3445
