Date,rate_QCOM,rate_VOO_5D,rate_VOO_20D
2024-03-26,14.75,15.748000000000001,14.576999999999998
2024-03-27,16.1,15.940000000000001,15.0285
2024-03-28,16.21,15.754000000000001,15.420499999999999
2024-04-01,17.5,15.919999999999998,15.709
2024-04-02,17.05,16.322000000000003,15.860499999999998
2024-04-03,18.95,17.162,16.279
2024-04-04,16.2,17.182,16.3435
2024-04-05,17.37,17.413999999999998,16.203500000000002
2024-04-08,18.76,17.666,16.306
2024-04-09,20.07,18.27,16.4555
2024-04-10,16.9,17.860000000000003,16.39
2024-04-11,19.78,18.576,16.5785
2024-04-12,17.19,18.54,16.660500000000003
2024-04-15,16.22,18.032,16.729999999999997
2024-04-16,15.36,17.09,16.7645
2024-04-17,12.48,16.206,16.744
2024-04-18,10.53,14.356,16.5135
2024-04-19,7.94,12.506,16.0535
2024-04-22,9.67,11.196000000000002,15.7035
2024-04-23,10.47,10.218,15.475000000000003
2024-04-24,12.02,10.126,15.338500000000002
2024-04-25,11.79,10.378,15.123
2024-04-26,13.4,11.469999999999999,14.982500000000002
2024-04-29,15.8,12.696,14.897500000000003
2024-04-30,13.52,13.306000000000001,14.721
2024-05-01,12.12,13.325999999999999,14.379500000000002
2024-05-02,22.84,15.536000000000001,14.711499999999997
2024-05-03,22.53,17.362000000000002,14.9695
2024-05-06,24.02,19.006,15.232499999999998
2024-05-07,22.87,20.875999999999998,15.372499999999999
2024-05-08,23.14,23.080000000000002,15.6845
2024-05-09,23.13,23.137999999999998,15.851999999999999
2024-05-10,24.17,23.466,16.201
2024-05-13,25.61,23.784,16.6705
2024-05-14,28.83,24.976000000000003,17.344
2024-05-15,32.65,26.877999999999997,18.3525
2024-05-16,31.74,28.6,19.413
2024-05-17,32.14,30.193999999999996,20.623
2024-05-20,34.78,32.028,21.8785
2024-05-21,36.87,33.636,23.1985
2024-05-22,38.28,34.762,24.511499999999998
2024-05-23,37.49,35.912,25.7965
2024-05-24,43.31,38.146,27.292
2024-05-28,45.16,40.222,28.76
2024-05-29,41.89,41.226,30.178500000000003
2024-05-30,39.55,41.48,31.55
2024-05-31,39.04,41.79,32.36
2024-06-03,39.63,41.053999999999995,33.215
2024-06-04,38.75,39.772000000000006,33.951499999999996
2024-06-05,43.04,40.001999999999995,34.959999999999994
2024-06-06,41.64,40.42,35.885
2024-06-07,40.03,40.618,36.73
2024-06-10,41.59,41.010000000000005,37.601
2024-06-11,41.15,41.489999999999995,38.378
2024-06-12,44.82,41.846000000000004,39.177499999999995
2024-06-13,46.12,42.742,39.851
2024-06-14,44.79,43.694,40.503499999999995
2024-06-17,48.48,45.071999999999996,41.320499999999996
2024-06-18,51.09,47.059999999999995,42.136
2024-06-20,44.87,47.07,42.536
2024-06-21,43.29,46.504000000000005,42.786500000000004
2024-06-24,37.03,44.952,42.7635
2024-06-25,37.84,42.824,42.489999999999995
2024-06-26,34.9,39.586,41.977
2024-06-27,33.58,37.327999999999996,41.5615
2024-06-28,36.02,35.874,41.385000000000005
2024-07-01,35.94,35.656,41.23
2024-07-02,36.02,35.292,41.0495
2024-07-03,38.35,35.982,41.0295
2024-07-05,39.59,37.184000000000005,40.857
2024-07-08,40.95,38.17,40.822500000000005
2024-07-09,40.45,39.072,40.843500000000006
2024-07-10,41.55,40.178,40.8415
2024-07-11,35.67,39.642,40.5675
2024-07-12,37.37,39.198,40.195
